,cv_step,alpha,th_majority,th_mode,th_multiplier,mk_size,accuracy,recall,specificity,precision,dt_mean,dt_std,dt_median
1782,0,1.998,1.0,simple,1.2,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1783,0,1.998,1.0,simple,1.2,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1784,0,1.998,1.0,simple,1.2,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1785,0,1.998,1.0,daytime,1.0,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1786,0,1.998,1.0,daytime,1.0,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1787,0,1.998,1.0,daytime,1.0,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1788,0,1.998,1.0,daytime,1.05,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1789,0,1.998,1.0,daytime,1.05,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1790,0,1.998,1.0,daytime,1.05,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1791,0,1.998,1.0,daytime,1.1,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1792,0,1.998,1.0,daytime,1.1,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1793,0,1.998,1.0,daytime,1.1,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1794,0,1.998,1.0,daytime,1.15,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1795,0,1.998,1.0,daytime,1.15,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1796,0,1.998,1.0,daytime,1.15,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1797,0,1.998,1.0,daytime,1.2,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1798,0,1.998,1.0,daytime,1.2,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1799,0,1.998,1.0,daytime,1.2,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1800,1,0.333,0.1,simple,1.0,3,0.883,0.767,1.0,1.0,6.0,9.198,1.0
1801,1,0.333,0.1,simple,1.0,5,0.833,0.667,1.0,1.0,6.85,10.106,1.0
1802,1,0.333,0.1,simple,1.0,7,0.8,0.6,1.0,1.0,8.556,11.137,2.5
1803,1,0.333,0.1,simple,1.05,3,0.867,0.733,1.0,1.0,7.227,10.921,1.0
1804,1,0.333,0.1,simple,1.05,5,0.75,0.5,1.0,1.0,8.133,12.585,0.0
1805,1,0.333,0.1,simple,1.05,7,0.733,0.467,1.0,1.0,10.286,13.498,0.5
1806,1,0.333,0.1,simple,1.1,3,0.833,0.667,1.0,1.0,8.7,12.207,0.5
1807,1,0.333,0.1,simple,1.1,5,0.75,0.5,1.0,1.0,8.2,12.718,0.0
1808,1,0.333,0.1,simple,1.1,7,0.733,0.467,1.0,1.0,12.571,13.777,6.5
1809,1,0.333,0.1,simple,1.15,3,0.817,0.633,1.0,1.0,9.158,12.5,0.0
1810,1,0.333,0.1,simple,1.15,5,0.75,0.5,1.0,1.0,8.267,12.855,0.0
1811,1,0.333,0.1,simple,1.15,7,0.733,0.467,1.0,1.0,12.786,14.077,6.5
1812,1,0.333,0.1,simple,1.2,3,0.783,0.567,1.0,1.0,8.941,13.295,0.0
1813,1,0.333,0.1,simple,1.2,5,0.75,0.5,1.0,1.0,9.867,13.856,0.0
1814,1,0.333,0.1,simple,1.2,7,0.717,0.433,1.0,1.0,11.231,13.151,0.0
1815,1,0.333,0.1,daytime,1.0,3,0.933,0.867,1.0,1.0,1.615,2.704,0.0
1816,1,0.333,0.1,daytime,1.0,5,0.917,0.833,1.0,1.0,2.16,4.154,0.0
1817,1,0.333,0.1,daytime,1.0,7,0.9,0.8,1.0,1.0,2.958,4.677,0.0
1818,1,0.333,0.1,daytime,1.05,3,0.933,0.867,1.0,1.0,2.731,4.451,0.5
1819,1,0.333,0.1,daytime,1.05,5,0.9,0.8,1.0,1.0,2.875,4.484,1.0
1820,1,0.333,0.1,daytime,1.05,7,0.883,0.767,1.0,1.0,3.391,5.011,2.0
1821,1,0.333,0.1,daytime,1.1,3,0.933,0.867,1.0,1.0,3.0,4.739,0.5
1822,1,0.333,0.1,daytime,1.1,5,0.9,0.8,1.0,1.0,3.292,4.928,1.5
1823,1,0.333,0.1,daytime,1.1,7,0.883,0.767,1.0,1.0,4.739,7.444,3.0
1824,1,0.333,0.1,daytime,1.15,3,0.917,0.833,1.0,1.0,3.24,5.132,0.0
1825,1,0.333,0.1,daytime,1.15,5,0.883,0.767,1.0,1.0,3.435,5.249,1.0
1826,1,0.333,0.1,daytime,1.15,7,0.867,0.733,1.0,1.0,4.773,7.615,2.0
1827,1,0.333,0.1,daytime,1.2,3,0.883,0.767,1.0,1.0,4.261,7.302,0.0
1828,1,0.333,0.1,daytime,1.2,5,0.85,0.7,1.0,1.0,4.286,7.126,0.0
1829,1,0.333,0.1,daytime,1.2,7,0.85,0.7,1.0,1.0,6.0,9.69,1.0
1830,1,0.333,0.2,simple,1.0,3,0.617,0.233,1.0,1.0,0.0,0.0,0.0
1831,1,0.333,0.2,simple,1.0,5,0.617,0.233,1.0,1.0,0.0,0.0,0.0
1832,1,0.333,0.2,simple,1.0,7,0.617,0.233,1.0,1.0,0.0,0.0,0.0
1833,1,0.333,0.2,simple,1.05,3,0.617,0.233,1.0,1.0,0.0,0.0,0.0
1834,1,0.333,0.2,simple,1.05,5,0.617,0.233,1.0,1.0,0.0,0.0,0.0
1835,1,0.333,0.2,simple,1.05,7,0.617,0.233,1.0,1.0,0.0,0.0,0.0
1836,1,0.333,0.2,simple,1.1,3,0.617,0.233,1.0,1.0,0.0,0.0,0.0
1837,1,0.333,0.2,simple,1.1,5,0.617,0.233,1.0,1.0,0.0,0.0,0.0
1838,1,0.333,0.2,simple,1.1,7,0.617,0.233,1.0,1.0,0.143,0.35,0.0
1839,1,0.333,0.2,simple,1.15,3,0.617,0.233,1.0,1.0,0.0,0.0,0.0
1840,1,0.333,0.2,simple,1.15,5,0.617,0.233,1.0,1.0,0.0,0.0,0.0
1841,1,0.333,0.2,simple,1.15,7,0.617,0.233,1.0,1.0,0.143,0.35,0.0
1842,1,0.333,0.2,simple,1.2,3,0.617,0.233,1.0,1.0,0.0,0.0,0.0
1843,1,0.333,0.2,simple,1.2,5,0.617,0.233,1.0,1.0,0.0,0.0,0.0
1844,1,0.333,0.2,simple,1.2,7,0.617,0.233,1.0,1.0,0.143,0.35,0.0
1845,1,0.333,0.2,daytime,1.0,3,0.7,0.4,1.0,1.0,6.333,10.865,0.0
1846,1,0.333,0.2,daytime,1.0,5,0.65,0.3,1.0,1.0,3.333,6.667,0.0
1847,1,0.333,0.2,daytime,1.0,7,0.65,0.3,1.0,1.0,6.0,11.7,0.0
1848,1,0.333,0.2,daytime,1.05,3,0.667,0.333,1.0,1.0,6.7,11.697,0.0
1849,1,0.333,0.2,daytime,1.05,5,0.65,0.3,1.0,1.0,6.111,11.967,0.0
1850,1,0.333,0.2,daytime,1.05,7,0.633,0.267,1.0,1.0,2.5,6.614,0.0
1851,1,0.333,0.2,daytime,1.1,3,0.667,0.333,1.0,1.0,6.9,11.937,0.0
1852,1,0.333,0.2,daytime,1.1,5,0.617,0.233,1.0,1.0,0.0,0.0,0.0
1853,1,0.333,0.2,daytime,1.1,7,0.617,0.233,1.0,1.0,0.0,0.0,0.0
1854,1,0.333,0.2,daytime,1.15,3,0.633,0.267,1.0,1.0,2.75,7.276,0.0
1855,1,0.333,0.2,daytime,1.15,5,0.617,0.233,1.0,1.0,0.0,0.0,0.0
1856,1,0.333,0.2,daytime,1.15,7,0.617,0.233,1.0,1.0,0.0,0.0,0.0
1857,1,0.333,0.2,daytime,1.2,3,0.633,0.267,1.0,1.0,2.75,7.276,0.0
1858,1,0.333,0.2,daytime,1.2,5,0.617,0.233,1.0,1.0,0.0,0.0,0.0
1859,1,0.333,0.2,daytime,1.2,7,0.617,0.233,1.0,1.0,0.0,0.0,0.0
1860,1,0.333,0.3,simple,1.0,3,0.617,0.233,1.0,1.0,0.143,0.35,0.0
1861,1,0.333,0.3,simple,1.0,5,0.617,0.233,1.0,1.0,0.286,0.7,0.0
1862,1,0.333,0.3,simple,1.0,7,0.617,0.233,1.0,1.0,0.286,0.7,0.0
1863,1,0.333,0.3,simple,1.05,3,0.617,0.233,1.0,1.0,0.429,1.05,0.0
1864,1,0.333,0.3,simple,1.05,5,0.617,0.233,1.0,1.0,0.429,1.05,0.0
1865,1,0.333,0.3,simple,1.05,7,0.617,0.233,1.0,1.0,0.429,1.05,0.0
1866,1,0.333,0.3,simple,1.1,3,0.617,0.233,1.0,1.0,0.571,1.05,0.0
1867,1,0.333,0.3,simple,1.1,5,0.617,0.233,1.0,1.0,0.571,1.05,0.0
1868,1,0.333,0.3,simple,1.1,7,0.617,0.233,1.0,1.0,0.571,1.05,0.0
1869,1,0.333,0.3,simple,1.15,3,0.617,0.233,1.0,1.0,0.571,1.05,0.0
1870,1,0.333,0.3,simple,1.15,5,0.617,0.233,1.0,1.0,0.571,1.05,0.0
1871,1,0.333,0.3,simple,1.15,7,0.6,0.2,1.0,1.0,0.5,1.118,0.0
1872,1,0.333,0.3,simple,1.2,3,0.6,0.2,1.0,1.0,0.833,1.462,0.0
1873,1,0.333,0.3,simple,1.2,5,0.6,0.2,1.0,1.0,1.167,1.772,0.5
1874,1,0.333,0.3,simple,1.2,7,0.6,0.2,1.0,1.0,1.333,2.134,0.5
1875,1,0.333,0.3,daytime,1.0,3,0.617,0.233,1.0,1.0,0.0,0.0,0.0
1876,1,0.333,0.3,daytime,1.0,5,0.617,0.233,1.0,1.0,0.0,0.0,0.0
1877,1,0.333,0.3,daytime,1.0,7,0.617,0.233,1.0,1.0,0.143,0.35,0.0
1878,1,0.333,0.3,daytime,1.05,3,0.617,0.233,1.0,1.0,0.0,0.0,0.0
1879,1,0.333,0.3,daytime,1.05,5,0.617,0.233,1.0,1.0,0.0,0.0,0.0
1880,1,0.333,0.3,daytime,1.05,7,0.617,0.233,1.0,1.0,0.143,0.35,0.0
1881,1,0.333,0.3,daytime,1.1,3,0.617,0.233,1.0,1.0,0.0,0.0,0.0
1882,1,0.333,0.3,daytime,1.1,5,0.617,0.233,1.0,1.0,0.0,0.0,0.0
1883,1,0.333,0.3,daytime,1.1,7,0.617,0.233,1.0,1.0,0.143,0.35,0.0
1884,1,0.333,0.3,daytime,1.15,3,0.617,0.233,1.0,1.0,0.0,0.0,0.0
1885,1,0.333,0.3,daytime,1.15,5,0.617,0.233,1.0,1.0,0.0,0.0,0.0
1886,1,0.333,0.3,daytime,1.15,7,0.617,0.233,1.0,1.0,0.143,0.35,0.0
1887,1,0.333,0.3,daytime,1.2,3,0.617,0.233,1.0,1.0,0.0,0.0,0.0
1888,1,0.333,0.3,daytime,1.2,5,0.617,0.233,1.0,1.0,0.0,0.0,0.0
1889,1,0.333,0.3,daytime,1.2,7,0.617,0.233,1.0,1.0,0.143,0.35,0.0
1890,1,0.333,0.4,simple,1.0,3,0.583,0.167,1.0,1.0,1.0,1.549,0.0
1891,1,0.333,0.4,simple,1.0,5,0.567,0.133,1.0,1.0,0.25,0.433,0.0
1892,1,0.333,0.4,simple,1.0,7,0.567,0.133,1.0,1.0,4.75,8.227,0.0
1893,1,0.333,0.4,simple,1.05,3,0.567,0.133,1.0,1.0,5.0,8.093,0.5
1894,1,0.333,0.4,simple,1.05,5,0.55,0.1,1.0,1.0,6.667,9.428,0.0
1895,1,0.333,0.4,simple,1.05,7,0.55,0.1,1.0,1.0,6.667,9.428,0.0
1896,1,0.333,0.4,simple,1.1,3,0.567,0.133,1.0,1.0,5.0,8.093,0.5
1897,1,0.333,0.4,simple,1.1,5,0.55,0.1,1.0,1.0,6.667,9.428,0.0
1898,1,0.333,0.4,simple,1.1,7,0.55,0.1,1.0,1.0,6.667,9.428,0.0
1899,1,0.333,0.4,simple,1.15,3,0.567,0.133,1.0,1.0,5.0,8.093,0.5
1900,1,0.333,0.4,simple,1.15,5,0.55,0.1,1.0,1.0,6.667,9.428,0.0
1901,1,0.333,0.4,simple,1.15,7,0.533,0.067,1.0,1.0,0.0,0.0,0.0
1902,1,0.333,0.4,simple,1.2,3,0.55,0.1,1.0,1.0,4.0,5.657,0.0
1903,1,0.333,0.4,simple,1.2,5,0.533,0.067,1.0,1.0,0.0,0.0,0.0
1904,1,0.333,0.4,simple,1.2,7,0.533,0.067,1.0,1.0,0.0,0.0,0.0
1905,1,0.333,0.4,daytime,1.0,3,0.617,0.233,1.0,1.0,0.429,1.05,0.0
1906,1,0.333,0.4,daytime,1.0,5,0.617,0.233,1.0,1.0,0.429,0.728,0.0
1907,1,0.333,0.4,daytime,1.0,7,0.6,0.2,1.0,1.0,0.333,0.471,0.0
1908,1,0.333,0.4,daytime,1.05,3,0.617,0.233,1.0,1.0,0.571,1.05,0.0
1909,1,0.333,0.4,daytime,1.05,5,0.617,0.233,1.0,1.0,0.714,0.881,0.0
1910,1,0.333,0.4,daytime,1.05,7,0.6,0.2,1.0,1.0,0.5,0.764,0.0
1911,1,0.333,0.4,daytime,1.1,3,0.617,0.233,1.0,1.0,1.429,1.498,1.0
1912,1,0.333,0.4,daytime,1.1,5,0.6,0.2,1.0,1.0,0.833,0.898,0.5
1913,1,0.333,0.4,daytime,1.1,7,0.6,0.2,1.0,1.0,2.0,2.517,1.0
1914,1,0.333,0.4,daytime,1.15,3,0.617,0.233,1.0,1.0,2.143,2.997,1.0
1915,1,0.333,0.4,daytime,1.15,5,0.6,0.2,1.0,1.0,3.833,6.388,1.5
1916,1,0.333,0.4,daytime,1.15,7,0.583,0.167,1.0,1.0,4.6,6.8,2.0
1917,1,0.333,0.4,daytime,1.2,3,0.6,0.2,1.0,1.0,4.167,6.719,1.5
1918,1,0.333,0.4,daytime,1.2,5,0.6,0.2,1.0,1.0,4.0,6.758,1.5
1919,1,0.333,0.4,daytime,1.2,7,0.567,0.133,1.0,1.0,5.25,7.98,1.0
1920,1,0.333,0.5,simple,1.0,3,0.533,0.067,1.0,1.0,2.0,2.0,2.0
1921,1,0.333,0.5,simple,1.0,5,0.533,0.067,1.0,1.0,2.5,1.5,2.5
1922,1,0.333,0.5,simple,1.0,7,0.533,0.067,1.0,1.0,2.0,1.0,2.0
1923,1,0.333,0.5,simple,1.05,3,0.533,0.067,1.0,1.0,2.0,2.0,2.0
1924,1,0.333,0.5,simple,1.05,5,0.533,0.067,1.0,1.0,2.5,1.5,2.5
1925,1,0.333,0.5,simple,1.05,7,0.533,0.067,1.0,1.0,2.0,1.0,2.0
1926,1,0.333,0.5,simple,1.1,3,0.517,0.033,1.0,1.0,0.0,0.0,0.0
1927,1,0.333,0.5,simple,1.1,5,0.517,0.033,1.0,1.0,2.0,0.0,2.0
1928,1,0.333,0.5,simple,1.1,7,0.517,0.033,1.0,1.0,26.0,0.0,26.0
1929,1,0.333,0.5,simple,1.15,3,0.517,0.033,1.0,1.0,26.0,0.0,26.0
1930,1,0.333,0.5,simple,1.15,5,0.517,0.033,1.0,1.0,26.0,0.0,26.0
1931,1,0.333,0.5,simple,1.15,7,0.517,0.033,1.0,1.0,26.0,0.0,26.0
1932,1,0.333,0.5,simple,1.2,3,0.517,0.033,1.0,1.0,27.0,0.0,27.0
1933,1,0.333,0.5,simple,1.2,5,0.517,0.033,1.0,1.0,27.0,0.0,27.0
1934,1,0.333,0.5,simple,1.2,7,0.517,0.033,1.0,1.0,28.0,0.0,28.0
1935,1,0.333,0.5,daytime,1.0,3,0.567,0.133,1.0,1.0,7.0,7.583,4.5
1936,1,0.333,0.5,daytime,1.0,5,0.55,0.1,1.0,1.0,3.0,2.944,2.0
1937,1,0.333,0.5,daytime,1.0,7,0.533,0.067,1.0,1.0,1.0,1.0,1.0
1938,1,0.333,0.5,daytime,1.05,3,0.567,0.133,1.0,1.0,9.75,10.353,6.0
1939,1,0.333,0.5,daytime,1.05,5,0.55,0.1,1.0,1.0,3.667,2.867,4.0
1940,1,0.333,0.5,daytime,1.05,7,0.533,0.067,1.0,1.0,1.5,1.5,1.5
1941,1,0.333,0.5,daytime,1.1,3,0.55,0.1,1.0,1.0,10.333,11.898,4.0
1942,1,0.333,0.5,daytime,1.1,5,0.533,0.067,1.0,1.0,2.0,2.0,2.0
1943,1,0.333,0.5,daytime,1.1,7,0.533,0.067,1.0,1.0,1.5,1.5,1.5
1944,1,0.333,0.5,daytime,1.15,3,0.55,0.1,1.0,1.0,10.333,11.898,4.0
1945,1,0.333,0.5,daytime,1.15,5,0.533,0.067,1.0,1.0,2.0,2.0,2.0
1946,1,0.333,0.5,daytime,1.15,7,0.533,0.067,1.0,1.0,1.5,1.5,1.5
1947,1,0.333,0.5,daytime,1.2,3,0.55,0.1,1.0,1.0,10.333,11.898,4.0
1948,1,0.333,0.5,daytime,1.2,5,0.533,0.067,1.0,1.0,2.0,2.0,2.0
1949,1,0.333,0.5,daytime,1.2,7,0.533,0.067,1.0,1.0,1.5,1.5,1.5
1950,1,0.333,0.6,simple,1.0,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1951,1,0.333,0.6,simple,1.0,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1952,1,0.333,0.6,simple,1.0,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1953,1,0.333,0.6,simple,1.05,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1954,1,0.333,0.6,simple,1.05,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1955,1,0.333,0.6,simple,1.05,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1956,1,0.333,0.6,simple,1.1,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1957,1,0.333,0.6,simple,1.1,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1958,1,0.333,0.6,simple,1.1,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1959,1,0.333,0.6,simple,1.15,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1960,1,0.333,0.6,simple,1.15,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1961,1,0.333,0.6,simple,1.15,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1962,1,0.333,0.6,simple,1.2,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1963,1,0.333,0.6,simple,1.2,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1964,1,0.333,0.6,simple,1.2,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1965,1,0.333,0.6,daytime,1.0,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1966,1,0.333,0.6,daytime,1.0,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1967,1,0.333,0.6,daytime,1.0,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1968,1,0.333,0.6,daytime,1.05,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1969,1,0.333,0.6,daytime,1.05,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1970,1,0.333,0.6,daytime,1.05,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1971,1,0.333,0.6,daytime,1.1,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1972,1,0.333,0.6,daytime,1.1,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1973,1,0.333,0.6,daytime,1.1,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1974,1,0.333,0.6,daytime,1.15,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1975,1,0.333,0.6,daytime,1.15,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1976,1,0.333,0.6,daytime,1.15,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1977,1,0.333,0.6,daytime,1.2,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1978,1,0.333,0.6,daytime,1.2,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1979,1,0.333,0.6,daytime,1.2,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1980,1,0.333,0.7,simple,1.0,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1981,1,0.333,0.7,simple,1.0,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1982,1,0.333,0.7,simple,1.0,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1983,1,0.333,0.7,simple,1.05,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1984,1,0.333,0.7,simple,1.05,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1985,1,0.333,0.7,simple,1.05,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1986,1,0.333,0.7,simple,1.1,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1987,1,0.333,0.7,simple,1.1,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1988,1,0.333,0.7,simple,1.1,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1989,1,0.333,0.7,simple,1.15,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1990,1,0.333,0.7,simple,1.15,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1991,1,0.333,0.7,simple,1.15,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1992,1,0.333,0.7,simple,1.2,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1993,1,0.333,0.7,simple,1.2,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1994,1,0.333,0.7,simple,1.2,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1995,1,0.333,0.7,daytime,1.0,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1996,1,0.333,0.7,daytime,1.0,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1997,1,0.333,0.7,daytime,1.0,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1998,1,0.333,0.7,daytime,1.05,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
1999,1,0.333,0.7,daytime,1.05,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2000,1,0.333,0.7,daytime,1.05,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2001,1,0.333,0.7,daytime,1.1,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2002,1,0.333,0.7,daytime,1.1,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2003,1,0.333,0.7,daytime,1.1,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2004,1,0.333,0.7,daytime,1.15,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2005,1,0.333,0.7,daytime,1.15,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2006,1,0.333,0.7,daytime,1.15,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2007,1,0.333,0.7,daytime,1.2,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2008,1,0.333,0.7,daytime,1.2,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2009,1,0.333,0.7,daytime,1.2,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2010,1,0.333,0.8,simple,1.0,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2011,1,0.333,0.8,simple,1.0,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2012,1,0.333,0.8,simple,1.0,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2013,1,0.333,0.8,simple,1.05,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2014,1,0.333,0.8,simple,1.05,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2015,1,0.333,0.8,simple,1.05,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2016,1,0.333,0.8,simple,1.1,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2017,1,0.333,0.8,simple,1.1,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2018,1,0.333,0.8,simple,1.1,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2019,1,0.333,0.8,simple,1.15,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2020,1,0.333,0.8,simple,1.15,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2021,1,0.333,0.8,simple,1.15,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2022,1,0.333,0.8,simple,1.2,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2023,1,0.333,0.8,simple,1.2,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2024,1,0.333,0.8,simple,1.2,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2025,1,0.333,0.8,daytime,1.0,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2026,1,0.333,0.8,daytime,1.0,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2027,1,0.333,0.8,daytime,1.0,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2028,1,0.333,0.8,daytime,1.05,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2029,1,0.333,0.8,daytime,1.05,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2030,1,0.333,0.8,daytime,1.05,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2031,1,0.333,0.8,daytime,1.1,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2032,1,0.333,0.8,daytime,1.1,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2033,1,0.333,0.8,daytime,1.1,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2034,1,0.333,0.8,daytime,1.15,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2035,1,0.333,0.8,daytime,1.15,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2036,1,0.333,0.8,daytime,1.15,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2037,1,0.333,0.8,daytime,1.2,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2038,1,0.333,0.8,daytime,1.2,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2039,1,0.333,0.8,daytime,1.2,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2040,1,0.333,0.9,simple,1.0,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2041,1,0.333,0.9,simple,1.0,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2042,1,0.333,0.9,simple,1.0,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2043,1,0.333,0.9,simple,1.05,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2044,1,0.333,0.9,simple,1.05,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2045,1,0.333,0.9,simple,1.05,7,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2046,1,0.333,0.9,simple,1.1,3,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
2047,1,0.333,0.9,simple,1.1,5,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
