,cv_step,alpha,th_majority,th_mode,th_multiplier,mk_size,accuracy,recall,specificity,precision,dt_mean,dt_std,dt_median
57,0,0.333,0.2,daytime,1.2,3,0.533,0.125,1.0,1.0,0.0,0.0,0.0
58,0,0.333,0.2,daytime,1.2,5,0.533,0.125,1.0,1.0,0.0,0.0,0.0
59,0,0.333,0.2,daytime,1.2,7,0.533,0.125,1.0,1.0,0.0,0.0,0.0
60,0,0.333,0.3,simple,1.0,3,0.533,0.125,1.0,1.0,0.0,0.0,0.0
61,0,0.333,0.3,simple,1.0,5,0.533,0.125,1.0,1.0,0.0,0.0,0.0
62,0,0.333,0.3,simple,1.0,7,0.533,0.125,1.0,1.0,0.0,0.0,0.0
63,0,0.333,0.3,simple,1.05,3,0.533,0.125,1.0,1.0,0.0,0.0,0.0
64,0,0.333,0.3,simple,1.05,5,0.533,0.125,1.0,1.0,0.0,0.0,0.0
65,0,0.333,0.3,simple,1.05,7,0.533,0.125,1.0,1.0,0.25,0.433,0.0
66,0,0.333,0.3,simple,1.1,3,0.533,0.125,1.0,1.0,0.0,0.0,0.0
67,0,0.333,0.3,simple,1.1,5,0.533,0.125,1.0,1.0,0.0,0.0,0.0
68,0,0.333,0.3,simple,1.1,7,0.533,0.125,1.0,1.0,0.25,0.433,0.0
69,0,0.333,0.3,simple,1.15,3,0.533,0.125,1.0,1.0,0.0,0.0,0.0
70,0,0.333,0.3,simple,1.15,5,0.533,0.125,1.0,1.0,0.0,0.0,0.0
71,0,0.333,0.3,simple,1.15,7,0.533,0.125,1.0,1.0,0.25,0.433,0.0
72,0,0.333,0.3,simple,1.2,3,0.533,0.125,1.0,1.0,0.0,0.0,0.0
73,0,0.333,0.3,simple,1.2,5,0.533,0.125,1.0,1.0,0.0,0.0,0.0
74,0,0.333,0.3,simple,1.2,7,0.533,0.125,1.0,1.0,0.25,0.433,0.0
75,0,0.333,0.3,daytime,1.0,3,0.533,0.125,1.0,1.0,0.0,0.0,0.0
76,0,0.333,0.3,daytime,1.0,5,0.533,0.125,1.0,1.0,0.0,0.0,0.0
77,0,0.333,0.3,daytime,1.0,7,0.533,0.125,1.0,1.0,0.0,0.0,0.0
78,0,0.333,0.3,daytime,1.05,3,0.533,0.125,1.0,1.0,0.0,0.0,0.0
79,0,0.333,0.3,daytime,1.05,5,0.533,0.125,1.0,1.0,0.0,0.0,0.0
80,0,0.333,0.3,daytime,1.05,7,0.533,0.125,1.0,1.0,0.0,0.0,0.0
81,0,0.333,0.3,daytime,1.1,3,0.533,0.125,1.0,1.0,0.0,0.0,0.0
82,0,0.333,0.3,daytime,1.1,5,0.533,0.125,1.0,1.0,0.0,0.0,0.0
83,0,0.333,0.3,daytime,1.1,7,0.533,0.125,1.0,1.0,0.0,0.0,0.0
84,0,0.333,0.3,daytime,1.15,3,0.533,0.125,1.0,1.0,0.0,0.0,0.0
85,0,0.333,0.3,daytime,1.15,5,0.533,0.125,1.0,1.0,0.0,0.0,0.0
86,0,0.333,0.3,daytime,1.15,7,0.533,0.125,1.0,1.0,0.0,0.0,0.0
87,0,0.333,0.3,daytime,1.2,3,0.533,0.125,1.0,1.0,0.0,0.0,0.0
88,0,0.333,0.3,daytime,1.2,5,0.533,0.125,1.0,1.0,0.0,0.0,0.0
89,0,0.333,0.3,daytime,1.2,7,0.533,0.125,1.0,1.0,0.0,0.0,0.0
90,0,0.333,0.4,simple,1.0,3,0.533,0.125,1.0,1.0,0.25,0.433,0.0
91,0,0.333,0.4,simple,1.0,5,0.533,0.125,1.0,1.0,0.25,0.433,0.0
92,0,0.333,0.4,simple,1.0,7,0.533,0.125,1.0,1.0,0.75,1.299,0.0
93,0,0.333,0.4,simple,1.05,3,0.533,0.125,1.0,1.0,0.25,0.433,0.0
94,0,0.333,0.4,simple,1.05,5,0.517,0.094,1.0,1.0,0.0,0.0,0.0
95,0,0.333,0.4,simple,1.05,7,0.517,0.094,1.0,1.0,0.0,0.0,0.0
96,0,0.333,0.4,simple,1.1,3,0.517,0.094,1.0,1.0,0.0,0.0,0.0
97,0,0.333,0.4,simple,1.1,5,0.517,0.094,1.0,1.0,0.0,0.0,0.0
98,0,0.333,0.4,simple,1.1,7,0.517,0.094,1.0,1.0,0.0,0.0,0.0
99,0,0.333,0.4,simple,1.15,3,0.517,0.094,1.0,1.0,0.0,0.0,0.0
100,0,0.333,0.4,simple,1.15,5,0.517,0.094,1.0,1.0,0.0,0.0,0.0
101,0,0.333,0.4,simple,1.15,7,0.517,0.094,1.0,1.0,0.0,0.0,0.0
102,0,0.333,0.4,simple,1.2,3,0.517,0.094,1.0,1.0,0.0,0.0,0.0
103,0,0.333,0.4,simple,1.2,5,0.517,0.094,1.0,1.0,0.0,0.0,0.0
104,0,0.333,0.4,simple,1.2,7,0.517,0.094,1.0,1.0,0.0,0.0,0.0
105,0,0.333,0.4,daytime,1.0,3,0.533,0.125,1.0,1.0,0.25,0.433,0.0
106,0,0.333,0.4,daytime,1.0,5,0.533,0.125,1.0,1.0,0.25,0.433,0.0
107,0,0.333,0.4,daytime,1.0,7,0.533,0.125,1.0,1.0,0.25,0.433,0.0
108,0,0.333,0.4,daytime,1.05,3,0.533,0.125,1.0,1.0,0.25,0.433,0.0
109,0,0.333,0.4,daytime,1.05,5,0.533,0.125,1.0,1.0,0.25,0.433,0.0
110,0,0.333,0.4,daytime,1.05,7,0.533,0.125,1.0,1.0,0.75,1.299,0.0
111,0,0.333,0.4,daytime,1.1,3,0.533,0.125,1.0,1.0,0.25,0.433,0.0
112,0,0.333,0.4,daytime,1.1,5,0.533,0.125,1.0,1.0,0.25,0.433,0.0
113,0,0.333,0.4,daytime,1.1,7,0.533,0.125,1.0,1.0,0.75,1.299,0.0
114,0,0.333,0.4,daytime,1.15,3,0.533,0.125,1.0,1.0,0.25,0.433,0.0
115,0,0.333,0.4,daytime,1.15,5,0.533,0.125,1.0,1.0,2.0,3.464,0.0
116,0,0.333,0.4,daytime,1.15,7,0.533,0.125,1.0,1.0,2.25,3.897,0.0
117,0,0.333,0.4,daytime,1.2,3,0.533,0.125,1.0,1.0,0.25,0.433,0.0
118,0,0.333,0.4,daytime,1.2,5,0.533,0.125,1.0,1.0,4.0,6.928,0.0
119,0,0.333,0.4,daytime,1.2,7,0.533,0.125,1.0,1.0,3.75,6.495,0.0
120,0,0.333,0.5,simple,1.0,3,0.517,0.094,1.0,1.0,2.333,1.247,2.0
121,0,0.333,0.5,simple,1.0,5,0.517,0.094,1.0,1.0,6.0,6.377,2.0
122,0,0.333,0.5,simple,1.0,7,0.5,0.062,1.0,1.0,8.0,7.0,8.0
123,0,0.333,0.5,simple,1.05,3,0.517,0.094,1.0,1.0,6.0,6.377,2.0
124,0,0.333,0.5,simple,1.05,5,0.517,0.094,1.0,1.0,6.0,6.377,2.0
125,0,0.333,0.5,simple,1.05,7,0.5,0.062,1.0,1.0,8.0,7.0,8.0
126,0,0.333,0.5,simple,1.1,3,0.517,0.094,1.0,1.0,7.667,6.018,5.0
127,0,0.333,0.5,simple,1.1,5,0.5,0.062,1.0,1.0,5.0,3.0,5.0
128,0,0.333,0.5,simple,1.1,7,0.483,0.031,1.0,1.0,7.0,0.0,7.0
129,0,0.333,0.5,simple,1.15,3,0.5,0.062,1.0,1.0,3.5,1.5,3.5
130,0,0.333,0.5,simple,1.15,5,0.5,0.062,1.0,1.0,5.0,3.0,5.0
131,0,0.333,0.5,simple,1.15,7,0.483,0.031,1.0,1.0,7.0,0.0,7.0
132,0,0.333,0.5,simple,1.2,3,0.5,0.062,1.0,1.0,5.5,3.5,5.5
133,0,0.333,0.5,simple,1.2,5,0.483,0.031,1.0,1.0,2.0,0.0,2.0
134,0,0.333,0.5,simple,1.2,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
135,0,0.333,0.5,daytime,1.0,3,0.533,0.125,1.0,1.0,5.5,7.399,2.0
136,0,0.333,0.5,daytime,1.0,5,0.517,0.094,1.0,1.0,2.333,3.3,0.0
137,0,0.333,0.5,daytime,1.0,7,0.517,0.094,1.0,1.0,2.0,2.828,0.0
138,0,0.333,0.5,daytime,1.05,3,0.533,0.125,1.0,1.0,5.5,7.399,2.0
139,0,0.333,0.5,daytime,1.05,5,0.517,0.094,1.0,1.0,2.333,3.3,0.0
140,0,0.333,0.5,daytime,1.05,7,0.517,0.094,1.0,1.0,2.0,2.828,0.0
141,0,0.333,0.5,daytime,1.1,3,0.517,0.094,1.0,1.0,1.667,1.7,1.0
142,0,0.333,0.5,daytime,1.1,5,0.517,0.094,1.0,1.0,2.667,3.091,1.0
143,0,0.333,0.5,daytime,1.1,7,0.517,0.094,1.0,1.0,2.333,2.625,1.0
144,0,0.333,0.5,daytime,1.15,3,0.517,0.094,1.0,1.0,1.667,1.7,1.0
145,0,0.333,0.5,daytime,1.15,5,0.517,0.094,1.0,1.0,2.667,3.091,1.0
146,0,0.333,0.5,daytime,1.15,7,0.517,0.094,1.0,1.0,2.333,2.625,1.0
147,0,0.333,0.5,daytime,1.2,3,0.517,0.094,1.0,1.0,4.0,3.559,2.0
148,0,0.333,0.5,daytime,1.2,5,0.517,0.094,1.0,1.0,4.0,3.559,2.0
149,0,0.333,0.5,daytime,1.2,7,0.5,0.062,1.0,1.0,4.5,3.5,4.5
150,0,0.333,0.6,simple,1.0,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
151,0,0.333,0.6,simple,1.0,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
152,0,0.333,0.6,simple,1.0,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
153,0,0.333,0.6,simple,1.05,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
154,0,0.333,0.6,simple,1.05,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
155,0,0.333,0.6,simple,1.05,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
156,0,0.333,0.6,simple,1.1,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
157,0,0.333,0.6,simple,1.1,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
158,0,0.333,0.6,simple,1.1,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
159,0,0.333,0.6,simple,1.15,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
160,0,0.333,0.6,simple,1.15,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
161,0,0.333,0.6,simple,1.15,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
162,0,0.333,0.6,simple,1.2,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
163,0,0.333,0.6,simple,1.2,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
164,0,0.333,0.6,simple,1.2,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
165,0,0.333,0.6,daytime,1.0,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
166,0,0.333,0.6,daytime,1.0,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
167,0,0.333,0.6,daytime,1.0,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
168,0,0.333,0.6,daytime,1.05,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
169,0,0.333,0.6,daytime,1.05,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
170,0,0.333,0.6,daytime,1.05,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
171,0,0.333,0.6,daytime,1.1,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
172,0,0.333,0.6,daytime,1.1,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
173,0,0.333,0.6,daytime,1.1,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
174,0,0.333,0.6,daytime,1.15,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
175,0,0.333,0.6,daytime,1.15,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
176,0,0.333,0.6,daytime,1.15,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
177,0,0.333,0.6,daytime,1.2,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
178,0,0.333,0.6,daytime,1.2,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
179,0,0.333,0.6,daytime,1.2,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
180,0,0.333,0.7,simple,1.0,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
181,0,0.333,0.7,simple,1.0,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
182,0,0.333,0.7,simple,1.0,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
183,0,0.333,0.7,simple,1.05,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
184,0,0.333,0.7,simple,1.05,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
185,0,0.333,0.7,simple,1.05,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
186,0,0.333,0.7,simple,1.1,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
187,0,0.333,0.7,simple,1.1,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
188,0,0.333,0.7,simple,1.1,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
189,0,0.333,0.7,simple,1.15,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
190,0,0.333,0.7,simple,1.15,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
191,0,0.333,0.7,simple,1.15,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
192,0,0.333,0.7,simple,1.2,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
193,0,0.333,0.7,simple,1.2,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
194,0,0.333,0.7,simple,1.2,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
195,0,0.333,0.7,daytime,1.0,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
196,0,0.333,0.7,daytime,1.0,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
197,0,0.333,0.7,daytime,1.0,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
198,0,0.333,0.7,daytime,1.05,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
199,0,0.333,0.7,daytime,1.05,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
200,0,0.333,0.7,daytime,1.05,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
201,0,0.333,0.7,daytime,1.1,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
202,0,0.333,0.7,daytime,1.1,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
203,0,0.333,0.7,daytime,1.1,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
204,0,0.333,0.7,daytime,1.15,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
205,0,0.333,0.7,daytime,1.15,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
206,0,0.333,0.7,daytime,1.15,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
207,0,0.333,0.7,daytime,1.2,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
208,0,0.333,0.7,daytime,1.2,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
209,0,0.333,0.7,daytime,1.2,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
210,0,0.333,0.8,simple,1.0,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
211,0,0.333,0.8,simple,1.0,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
212,0,0.333,0.8,simple,1.0,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
213,0,0.333,0.8,simple,1.05,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
214,0,0.333,0.8,simple,1.05,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
215,0,0.333,0.8,simple,1.05,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
216,0,0.333,0.8,simple,1.1,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
217,0,0.333,0.8,simple,1.1,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
218,0,0.333,0.8,simple,1.1,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
219,0,0.333,0.8,simple,1.15,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
220,0,0.333,0.8,simple,1.15,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
221,0,0.333,0.8,simple,1.15,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
222,0,0.333,0.8,simple,1.2,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
223,0,0.333,0.8,simple,1.2,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
224,0,0.333,0.8,simple,1.2,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
225,0,0.333,0.8,daytime,1.0,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
226,0,0.333,0.8,daytime,1.0,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
227,0,0.333,0.8,daytime,1.0,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
228,0,0.333,0.8,daytime,1.05,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
229,0,0.333,0.8,daytime,1.05,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
230,0,0.333,0.8,daytime,1.05,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
231,0,0.333,0.8,daytime,1.1,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
232,0,0.333,0.8,daytime,1.1,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
233,0,0.333,0.8,daytime,1.1,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
234,0,0.333,0.8,daytime,1.15,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
235,0,0.333,0.8,daytime,1.15,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
236,0,0.333,0.8,daytime,1.15,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
237,0,0.333,0.8,daytime,1.2,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
238,0,0.333,0.8,daytime,1.2,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
239,0,0.333,0.8,daytime,1.2,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
240,0,0.333,0.9,simple,1.0,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
241,0,0.333,0.9,simple,1.0,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
242,0,0.333,0.9,simple,1.0,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
243,0,0.333,0.9,simple,1.05,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
244,0,0.333,0.9,simple,1.05,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
245,0,0.333,0.9,simple,1.05,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
246,0,0.333,0.9,simple,1.1,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
247,0,0.333,0.9,simple,1.1,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
248,0,0.333,0.9,simple,1.1,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
249,0,0.333,0.9,simple,1.15,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
250,0,0.333,0.9,simple,1.15,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
251,0,0.333,0.9,simple,1.15,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
252,0,0.333,0.9,simple,1.2,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
253,0,0.333,0.9,simple,1.2,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
254,0,0.333,0.9,simple,1.2,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
255,0,0.333,0.9,daytime,1.0,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
256,0,0.333,0.9,daytime,1.0,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
257,0,0.333,0.9,daytime,1.0,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
258,0,0.333,0.9,daytime,1.05,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
259,0,0.333,0.9,daytime,1.05,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
260,0,0.333,0.9,daytime,1.05,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
261,0,0.333,0.9,daytime,1.1,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
262,0,0.333,0.9,daytime,1.1,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
263,0,0.333,0.9,daytime,1.1,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
264,0,0.333,0.9,daytime,1.15,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
265,0,0.333,0.9,daytime,1.15,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
266,0,0.333,0.9,daytime,1.15,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
267,0,0.333,0.9,daytime,1.2,3,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
268,0,0.333,0.9,daytime,1.2,5,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
269,0,0.333,0.9,daytime,1.2,7,0.467,0.0,1.0,0.0,999999999.0,0.0,999999999.0
