,cv_step,th_majority,th_mode,th_multiplier,mk_size,accuracy,recall,specificity,precision,dt_mean,dt_std,dt_median
90,0,0.3,simple,1.1,5,0.74,0.509,1.0,1.0,3.037,8.404,0.0
91,0,0.3,simple,1.1,7,0.74,0.509,1.0,1.0,14.333,55.121,0.0
92,0,0.3,simple,1.15,1,0.74,0.509,1.0,1.0,1.222,6.232,0.0
93,0,0.3,simple,1.15,3,0.74,0.509,1.0,1.0,2.852,8.436,0.0
94,0,0.3,simple,1.15,5,0.74,0.509,1.0,1.0,3.074,8.542,0.0
95,0,0.3,simple,1.15,7,0.74,0.509,1.0,1.0,14.407,55.149,0.0
96,0,0.3,simple,1.2,1,0.74,0.509,1.0,1.0,1.407,6.795,0.0
97,0,0.3,simple,1.2,3,0.74,0.509,1.0,1.0,2.926,8.419,0.0
98,0,0.3,simple,1.2,5,0.74,0.509,1.0,1.0,3.222,8.804,0.0
99,0,0.3,simple,1.2,7,0.73,0.491,1.0,1.0,13.654,56.016,0.0
100,0,0.3,daytime,1.0,1,0.88,0.774,1.0,1.0,14.927,41.374,0.0
101,0,0.3,daytime,1.0,3,0.86,0.736,1.0,1.0,11.051,28.874,0.0
102,0,0.3,daytime,1.0,5,0.85,0.717,1.0,1.0,16.974,39.661,0.0
103,0,0.3,daytime,1.0,7,0.84,0.698,1.0,1.0,16.162,42.112,0.0
104,0,0.3,daytime,1.05,1,0.87,0.755,1.0,1.0,14.025,41.213,0.0
105,0,0.3,daytime,1.05,3,0.86,0.736,1.0,1.0,11.333,29.629,0.0
106,0,0.3,daytime,1.05,5,0.83,0.679,1.0,1.0,11.028,30.597,0.0
107,0,0.3,daytime,1.05,7,0.83,0.679,1.0,1.0,12.667,33.556,0.0
108,0,0.3,daytime,1.1,1,0.87,0.755,1.0,1.0,14.05,41.209,0.0
109,0,0.3,daytime,1.1,3,0.86,0.736,1.0,1.0,16.385,40.358,0.0
110,0,0.3,daytime,1.1,5,0.83,0.679,1.0,1.0,11.167,31.027,0.0
111,0,0.3,daytime,1.1,7,0.82,0.66,1.0,1.0,8.171,20.29,0.0
112,0,0.3,daytime,1.15,1,0.86,0.736,1.0,1.0,9.41,28.82,0.0
113,0,0.3,daytime,1.15,3,0.86,0.736,1.0,1.0,16.462,40.345,0.0
114,0,0.3,daytime,1.15,5,0.83,0.679,1.0,1.0,11.278,31.014,0.0
115,0,0.3,daytime,1.15,7,0.82,0.66,1.0,1.0,9.143,20.759,0.0
116,0,0.3,daytime,1.2,1,0.86,0.736,1.0,1.0,9.615,29.814,0.0
117,0,0.3,daytime,1.2,3,0.86,0.736,1.0,1.0,16.564,40.333,0.0
118,0,0.3,daytime,1.2,5,0.82,0.66,1.0,1.0,7.457,14.596,0.0
119,0,0.3,daytime,1.2,7,0.81,0.642,1.0,1.0,6.147,10.841,0.0
120,0,0.4,simple,1.0,1,0.67,0.377,1.0,1.0,0.2,0.872,0.0
121,0,0.4,simple,1.0,3,0.66,0.358,1.0,1.0,2.211,6.296,0.0
122,0,0.4,simple,1.0,5,0.66,0.358,1.0,1.0,2.579,6.785,0.0
123,0,0.4,simple,1.0,7,0.66,0.358,1.0,1.0,19.158,64.832,0.0
124,0,0.4,simple,1.05,1,0.67,0.377,1.0,1.0,0.3,0.954,0.0
125,0,0.4,simple,1.05,3,0.66,0.358,1.0,1.0,2.263,6.29,0.0
126,0,0.4,simple,1.05,5,0.66,0.358,1.0,1.0,3.947,8.684,0.0
127,0,0.4,simple,1.05,7,0.66,0.358,1.0,1.0,19.316,64.847,0.0
128,0,0.4,simple,1.1,1,0.67,0.377,1.0,1.0,1.5,5.464,0.0
129,0,0.4,simple,1.1,3,0.66,0.358,1.0,1.0,3.579,8.203,0.0
130,0,0.4,simple,1.1,5,0.66,0.358,1.0,1.0,4.0,8.663,0.0
131,0,0.4,simple,1.1,7,0.66,0.358,1.0,1.0,19.368,64.832,0.0
132,0,0.4,simple,1.15,1,0.67,0.377,1.0,1.0,4.2,12.452,0.0
133,0,0.4,simple,1.15,3,0.65,0.34,1.0,1.0,3.833,8.368,0.0
134,0,0.4,simple,1.15,5,0.65,0.34,1.0,1.0,6.889,17.679,0.0
135,0,0.4,simple,1.15,7,0.64,0.321,1.0,1.0,28.471,73.823,0.0
136,0,0.4,simple,1.2,1,0.66,0.358,1.0,1.0,1.737,5.618,0.0
137,0,0.4,simple,1.2,3,0.65,0.34,1.0,1.0,3.944,8.356,0.0
138,0,0.4,simple,1.2,5,0.64,0.321,1.0,1.0,3.059,7.1,0.0
139,0,0.4,simple,1.2,7,0.64,0.321,1.0,1.0,28.588,73.782,0.0
140,0,0.4,daytime,1.0,1,0.82,0.66,1.0,1.0,12.229,31.183,0.0
141,0,0.4,daytime,1.0,3,0.81,0.642,1.0,1.0,26.206,64.664,2.0
142,0,0.4,daytime,1.0,5,0.79,0.604,1.0,1.0,19.344,40.765,0.5
143,0,0.4,daytime,1.0,7,0.78,0.585,1.0,1.0,18.194,40.469,1.0
144,0,0.4,daytime,1.05,1,0.82,0.66,1.0,1.0,13.457,32.934,0.0
145,0,0.4,daytime,1.05,3,0.8,0.623,1.0,1.0,23.273,43.597,3.0
146,0,0.4,daytime,1.05,5,0.79,0.604,1.0,1.0,24.312,45.794,1.5
147,0,0.4,daytime,1.05,7,0.78,0.585,1.0,1.0,22.065,43.601,1.0
148,0,0.4,daytime,1.1,1,0.82,0.66,1.0,1.0,14.057,33.07,0.0
149,0,0.4,daytime,1.1,3,0.8,0.623,1.0,1.0,23.485,43.74,3.0
150,0,0.4,daytime,1.1,5,0.79,0.604,1.0,1.0,24.844,45.992,2.0
151,0,0.4,daytime,1.1,7,0.77,0.566,1.0,1.0,17.2,34.153,1.5
152,0,0.4,daytime,1.15,1,0.82,0.66,1.0,1.0,15.486,36.261,0.0
153,0,0.4,daytime,1.15,3,0.78,0.585,1.0,1.0,15.742,31.068,3.0
154,0,0.4,daytime,1.15,5,0.77,0.566,1.0,1.0,16.967,34.298,1.0
155,0,0.4,daytime,1.15,7,0.77,0.566,1.0,1.0,17.367,34.184,2.0
156,0,0.4,daytime,1.2,1,0.8,0.623,1.0,1.0,12.242,23.875,0.0
157,0,0.4,daytime,1.2,3,0.77,0.566,1.0,1.0,15.767,31.828,1.5
158,0,0.4,daytime,1.2,5,0.77,0.566,1.0,1.0,17.133,34.443,1.0
159,0,0.4,daytime,1.2,7,0.77,0.566,1.0,1.0,22.333,45.286,2.5
160,0,0.5,simple,1.0,1,0.59,0.226,1.0,1.0,9.667,32.061,0.0
161,0,0.5,simple,1.0,3,0.59,0.226,1.0,1.0,12.75,32.06,0.0
162,0,0.5,simple,1.0,5,0.58,0.208,1.0,1.0,4.0,8.571,0.0
163,0,0.5,simple,1.0,7,0.58,0.208,1.0,1.0,30.545,83.113,0.0
164,0,0.5,simple,1.05,1,0.58,0.208,1.0,1.0,0.0,0.0,0.0
165,0,0.5,simple,1.05,3,0.58,0.208,1.0,1.0,3.364,8.003,0.0
166,0,0.5,simple,1.05,5,0.58,0.208,1.0,1.0,4.0,8.571,0.0
167,0,0.5,simple,1.05,7,0.58,0.208,1.0,1.0,30.545,83.113,0.0
168,0,0.5,simple,1.1,1,0.58,0.208,1.0,1.0,0.0,0.0,0.0
169,0,0.5,simple,1.1,3,0.58,0.208,1.0,1.0,3.364,8.003,0.0
170,0,0.5,simple,1.1,5,0.58,0.208,1.0,1.0,4.0,8.571,0.0
171,0,0.5,simple,1.1,7,0.58,0.208,1.0,1.0,30.545,83.113,0.0
172,0,0.5,simple,1.15,1,0.58,0.208,1.0,1.0,0.0,0.0,0.0
173,0,0.5,simple,1.15,3,0.58,0.208,1.0,1.0,3.364,8.003,0.0
174,0,0.5,simple,1.15,5,0.58,0.208,1.0,1.0,4.0,8.571,0.0
175,0,0.5,simple,1.15,7,0.58,0.208,1.0,1.0,30.545,83.113,0.0
176,0,0.5,simple,1.2,1,0.58,0.208,1.0,1.0,0.0,0.0,0.0
177,0,0.5,simple,1.2,3,0.58,0.208,1.0,1.0,3.364,8.003,0.0
178,0,0.5,simple,1.2,5,0.58,0.208,1.0,1.0,4.0,8.571,0.0
179,0,0.5,simple,1.2,7,0.58,0.208,1.0,1.0,30.545,83.113,0.0
180,0,0.5,daytime,1.0,1,0.69,0.415,1.0,1.0,16.773,34.541,0.0
181,0,0.5,daytime,1.0,3,0.68,0.396,1.0,1.0,22.19,37.282,1.0
182,0,0.5,daytime,1.0,5,0.68,0.396,1.0,1.0,28.381,51.861,1.0
183,0,0.5,daytime,1.0,7,0.67,0.377,1.0,1.0,41.5,61.268,2.5
184,0,0.5,daytime,1.05,1,0.69,0.415,1.0,1.0,23.364,43.965,0.0
185,0,0.5,daytime,1.05,3,0.67,0.377,1.0,1.0,26.6,46.765,1.5
186,0,0.5,daytime,1.05,5,0.66,0.358,1.0,1.0,30.579,51.251,0.0
187,0,0.5,daytime,1.05,7,0.66,0.358,1.0,1.0,33.895,51.1,2.0
188,0,0.5,daytime,1.1,1,0.68,0.396,1.0,1.0,15.762,27.454,0.0
189,0,0.5,daytime,1.1,3,0.66,0.358,1.0,1.0,27.684,47.734,0.0
190,0,0.5,daytime,1.1,5,0.66,0.358,1.0,1.0,30.579,51.251,0.0
191,0,0.5,daytime,1.1,7,0.65,0.34,1.0,1.0,29.278,48.49,1.0
192,0,0.5,daytime,1.15,1,0.68,0.396,1.0,1.0,17.762,32.387,0.0
193,0,0.5,daytime,1.15,3,0.65,0.34,1.0,1.0,22.944,44.197,0.5
194,0,0.5,daytime,1.15,5,0.65,0.34,1.0,1.0,25.889,48.263,0.5
195,0,0.5,daytime,1.15,7,0.65,0.34,1.0,1.0,29.389,48.428,1.5
196,0,0.5,daytime,1.2,1,0.66,0.358,1.0,1.0,25.947,48.632,0.0
197,0,0.5,daytime,1.2,3,0.65,0.34,1.0,1.0,23.056,44.575,0.5
198,0,0.5,daytime,1.2,5,0.65,0.34,1.0,1.0,26.0,48.603,0.5
199,0,0.5,daytime,1.2,7,0.65,0.34,1.0,1.0,32.167,57.221,1.5
200,0,0.6,simple,1.0,1,0.54,0.132,1.0,1.0,0.0,0.0,0.0
201,0,0.6,simple,1.0,3,0.54,0.132,1.0,1.0,5.286,9.513,0.0
202,0,0.6,simple,1.0,5,0.54,0.132,1.0,1.0,6.286,10.053,0.0
203,0,0.6,simple,1.0,7,0.54,0.132,1.0,1.0,48.0,100.086,2.0
204,0,0.6,simple,1.05,1,0.54,0.132,1.0,1.0,0.0,0.0,0.0
205,0,0.6,simple,1.05,3,0.54,0.132,1.0,1.0,5.286,9.513,0.0
206,0,0.6,simple,1.05,5,0.54,0.132,1.0,1.0,6.286,10.053,0.0
207,0,0.6,simple,1.05,7,0.54,0.132,1.0,1.0,48.0,100.086,2.0
208,0,0.6,simple,1.1,1,0.54,0.132,1.0,1.0,0.0,0.0,0.0
209,0,0.6,simple,1.1,3,0.54,0.132,1.0,1.0,5.286,9.513,0.0
210,0,0.6,simple,1.1,5,0.54,0.132,1.0,1.0,6.286,10.053,0.0
211,0,0.6,simple,1.1,7,0.54,0.132,1.0,1.0,48.0,100.086,2.0
212,0,0.6,simple,1.15,1,0.54,0.132,1.0,1.0,0.0,0.0,0.0
213,0,0.6,simple,1.15,3,0.54,0.132,1.0,1.0,5.286,9.513,0.0
214,0,0.6,simple,1.15,5,0.54,0.132,1.0,1.0,6.286,10.053,0.0
215,0,0.6,simple,1.15,7,0.54,0.132,1.0,1.0,48.0,100.086,2.0
216,0,0.6,simple,1.2,1,0.54,0.132,1.0,1.0,0.0,0.0,0.0
217,0,0.6,simple,1.2,3,0.54,0.132,1.0,1.0,5.286,9.513,0.0
218,0,0.6,simple,1.2,5,0.54,0.132,1.0,1.0,6.286,10.053,0.0
219,0,0.6,simple,1.2,7,0.54,0.132,1.0,1.0,48.0,100.086,2.0
220,0,0.6,daytime,1.0,1,0.56,0.17,1.0,1.0,0.556,1.571,0.0
221,0,0.6,daytime,1.0,3,0.56,0.17,1.0,1.0,4.667,8.551,0.0
222,0,0.6,daytime,1.0,5,0.56,0.17,1.0,1.0,5.444,9.081,0.0
223,0,0.6,daytime,1.0,7,0.56,0.17,1.0,1.0,43.222,89.594,2.0
224,0,0.6,daytime,1.05,1,0.56,0.17,1.0,1.0,0.556,1.571,0.0
225,0,0.6,daytime,1.05,3,0.56,0.17,1.0,1.0,4.667,8.551,0.0
226,0,0.6,daytime,1.05,5,0.56,0.17,1.0,1.0,5.444,9.081,0.0
227,0,0.6,daytime,1.05,7,0.56,0.17,1.0,1.0,48.556,91.427,2.0
228,0,0.6,daytime,1.1,1,0.56,0.17,1.0,1.0,0.778,1.618,0.0
229,0,0.6,daytime,1.1,3,0.56,0.17,1.0,1.0,4.889,8.452,2.0
230,0,0.6,daytime,1.1,5,0.56,0.17,1.0,1.0,5.778,8.929,2.0
231,0,0.6,daytime,1.1,7,0.56,0.17,1.0,1.0,48.889,91.255,3.0
232,0,0.6,daytime,1.15,1,0.56,0.17,1.0,1.0,0.778,1.618,0.0
233,0,0.6,daytime,1.15,3,0.56,0.17,1.0,1.0,5.333,8.393,3.0
234,0,0.6,daytime,1.15,5,0.55,0.151,1.0,1.0,6.125,9.413,1.0
235,0,0.6,daytime,1.15,7,0.55,0.151,1.0,1.0,54.625,95.248,8.0
236,0,0.6,daytime,1.2,1,0.56,0.17,1.0,1.0,0.778,1.618,0.0
237,0,0.6,daytime,1.2,3,0.55,0.151,1.0,1.0,5.25,8.899,1.5
238,0,0.6,daytime,1.2,5,0.55,0.151,1.0,1.0,6.125,9.413,1.0
239,0,0.6,daytime,1.2,7,0.55,0.151,1.0,1.0,54.625,95.248,8.0
240,0,0.7,simple,1.0,1,0.48,0.019,1.0,1.0,0.0,0.0,0.0
241,0,0.7,simple,1.0,3,0.48,0.019,1.0,1.0,0.0,0.0,0.0
242,0,0.7,simple,1.0,5,0.48,0.019,1.0,1.0,0.0,0.0,0.0
243,0,0.7,simple,1.0,7,0.48,0.019,1.0,1.0,0.0,0.0,0.0
244,0,0.7,simple,1.05,1,0.48,0.019,1.0,1.0,0.0,0.0,0.0
245,0,0.7,simple,1.05,3,0.48,0.019,1.0,1.0,0.0,0.0,0.0
246,0,0.7,simple,1.05,5,0.48,0.019,1.0,1.0,0.0,0.0,0.0
