n_neighbors,weights,th_mode,th_multiplier,th_majority,mk_size,cv_step,accuracy,recall,specificity,precision,dt_mean,dt_std,dt_median
9,uniform,simple,1.0,0.3,3,2,0.796,0.588,1.0,1.0,20.08,10.375,21.2
9,uniform,simple,1.0,0.3,5,2,0.76,0.516,1.0,1.0,20.112,10.486,20.8
9,uniform,simple,1.0,0.3,7,2,0.733,0.466,1.0,1.0,21.134,10.205,22.4
9,uniform,simple,1.0,0.4,3,2,0.77,0.537,1.0,1.0,20.327,10.608,21.1
9,uniform,simple,1.0,0.4,5,2,0.737,0.472,1.0,1.0,20.404,10.69,21.1
9,uniform,simple,1.0,0.4,7,2,0.73,0.459,1.0,1.0,21.269,10.242,22.8
9,uniform,simple,1.0,0.5,3,2,0.743,0.485,1.0,1.0,20.359,10.783,20.9
9,uniform,simple,1.0,0.5,5,2,0.723,0.446,1.0,1.0,20.625,10.454,21.6
9,uniform,simple,1.0,0.5,7,2,0.697,0.392,1.0,1.0,20.498,10.348,21.6
9,uniform,simple,1.0,0.6,3,2,0.737,0.471,1.0,1.0,20.043,10.641,20.6
9,uniform,simple,1.0,0.6,5,2,0.683,0.363,1.0,1.0,19.349,10.691,20.6
9,uniform,simple,1.0,0.6,7,2,0.653,0.304,1.0,1.0,20.121,10.471,21.6
9,uniform,simple,1.0,0.7,3,2,0.69,0.376,1.0,1.0,21.253,9.396,21.9
9,uniform,simple,1.0,0.7,5,2,0.62,0.239,1.0,1.0,18.981,9.812,18.1
9,uniform,simple,1.0,0.7,7,2,0.597,0.191,1.0,1.0,16.905,9.368,16.1
9,uniform,simple,1.0,0.8,3,2,0.55,0.097,1.0,1.0,23.743,3.992,24.3
9,uniform,simple,1.0,0.8,5,2,0.517,0.032,1.0,0.6,400000016.1,1.1,400000016.1
9,uniform,simple,1.0,0.8,7,2,0.507,0.014,1.0,0.4,600000009.0,0.0,600000009.0
9,uniform,simple,1.0,0.9,3,2,0.507,0.012,1.0,0.2,800000005.8,0.6,800000005.8
9,uniform,simple,1.0,0.9,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
9,uniform,simple,1.0,0.9,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
9,uniform,simple,1.0,1.0,3,2,0.507,0.012,1.0,0.2,800000005.8,0.6,800000005.8
9,uniform,simple,1.0,1.0,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
9,uniform,simple,1.0,1.0,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
9,uniform,simple,1.05,0.1,3,2,0.997,0.994,1.0,1.0,7.783,6.103,7.6
9,uniform,simple,1.05,0.1,5,2,0.997,0.994,1.0,1.0,10.176,7.648,10.2
9,uniform,simple,1.05,0.1,7,2,0.99,0.982,1.0,1.0,11.119,8.32,10.8
9,uniform,simple,1.05,0.2,3,2,0.873,0.743,1.0,1.0,20.16,10.626,20.8
9,uniform,simple,1.05,0.2,5,2,0.813,0.622,1.0,1.0,19.496,10.677,19.9
9,uniform,simple,1.05,0.2,7,2,0.773,0.543,1.0,1.0,20.553,10.038,21.3
9,uniform,simple,1.05,0.3,3,2,0.79,0.574,1.0,1.0,20.086,10.43,20.8
9,uniform,simple,1.05,0.3,5,2,0.754,0.505,1.0,1.0,20.143,10.521,20.8
9,uniform,simple,1.05,0.3,7,2,0.733,0.466,1.0,1.0,21.181,10.212,22.8
9,uniform,simple,1.05,0.4,3,2,0.767,0.53,1.0,1.0,20.324,10.581,21.0
9,uniform,simple,1.05,0.4,5,2,0.737,0.472,1.0,1.0,20.475,10.648,21.2
9,uniform,simple,1.05,0.4,7,2,0.73,0.459,1.0,1.0,21.332,10.195,23.0
9,uniform,simple,1.05,0.5,3,2,0.743,0.485,1.0,1.0,20.442,10.785,21.0
9,uniform,simple,1.05,0.5,5,2,0.713,0.428,1.0,1.0,20.373,10.429,20.8
9,uniform,simple,1.05,0.5,7,2,0.693,0.385,1.0,1.0,20.563,10.309,21.3
9,uniform,simple,1.05,0.6,3,2,0.73,0.457,1.0,1.0,19.772,10.504,20.6
9,uniform,simple,1.05,0.6,5,2,0.68,0.356,1.0,1.0,19.585,10.601,20.8
9,uniform,simple,1.05,0.6,7,2,0.65,0.297,1.0,1.0,20.035,10.125,21.5
9,uniform,simple,1.05,0.7,3,2,0.68,0.356,1.0,1.0,21.055,9.586,21.5
9,uniform,simple,1.05,0.7,5,2,0.607,0.21,1.0,1.0,17.833,9.419,17.3
9,uniform,simple,1.05,0.7,7,2,0.597,0.191,1.0,1.0,17.02,9.311,16.2
9,uniform,simple,1.05,0.8,3,2,0.537,0.07,1.0,0.8,200000021.25,2.145,200000021.2
9,uniform,simple,1.05,0.8,5,2,0.513,0.025,1.0,0.6,400000017.1,0.1,400000017.1
9,uniform,simple,1.05,0.8,7,2,0.503,0.007,1.0,0.2,800000005.0,0.0,800000005.0
9,uniform,simple,1.05,0.9,3,2,0.503,0.006,1.0,0.2,800000005.2,0.0,800000005.2
9,uniform,simple,1.05,0.9,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
9,uniform,simple,1.05,0.9,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
9,uniform,simple,1.05,1.0,3,2,0.503,0.006,1.0,0.2,800000005.2,0.0,800000005.2
9,uniform,simple,1.05,1.0,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
9,uniform,simple,1.05,1.0,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
9,uniform,simple,1.1,0.1,3,2,0.997,0.994,1.0,1.0,8.07,6.304,7.7
9,uniform,simple,1.1,0.1,5,2,0.993,0.988,1.0,1.0,10.249,7.706,10.4
9,uniform,simple,1.1,0.1,7,2,0.983,0.969,1.0,1.0,11.137,8.426,10.6
9,uniform,simple,1.1,0.2,3,2,0.87,0.736,1.0,1.0,20.216,10.691,21.0
9,uniform,simple,1.1,0.2,5,2,0.81,0.616,1.0,1.0,19.597,10.585,19.8
9,uniform,simple,1.1,0.2,7,2,0.77,0.538,1.0,1.0,20.715,10.059,21.6
9,uniform,simple,1.1,0.3,3,2,0.783,0.562,1.0,1.0,20.235,10.49,21.0
9,uniform,simple,1.1,0.3,5,2,0.754,0.505,1.0,1.0,20.143,10.521,20.8
9,uniform,simple,1.1,0.3,7,2,0.73,0.459,1.0,1.0,21.136,10.288,22.7
9,uniform,simple,1.1,0.4,3,2,0.764,0.523,1.0,1.0,20.398,10.65,21.1
9,uniform,simple,1.1,0.4,5,2,0.737,0.472,1.0,1.0,21.406,10.041,23.1
9,uniform,simple,1.1,0.4,7,2,0.727,0.452,1.0,1.0,21.41,10.191,23.1
9,uniform,simple,1.1,0.5,3,2,0.743,0.485,1.0,1.0,20.464,10.763,21.0
9,uniform,simple,1.1,0.5,5,2,0.713,0.428,1.0,1.0,20.899,10.077,21.8
9,uniform,simple,1.1,0.5,7,2,0.687,0.37,1.0,1.0,20.343,10.425,21.5
9,uniform,simple,1.1,0.6,3,2,0.723,0.444,1.0,1.0,19.594,10.524,20.8
9,uniform,simple,1.1,0.6,5,2,0.663,0.324,1.0,1.0,19.902,10.321,21.8
9,uniform,simple,1.1,0.6,7,2,0.64,0.278,1.0,1.0,19.742,10.068,21.5
9,uniform,simple,1.1,0.7,3,2,0.67,0.337,1.0,1.0,21.276,9.7,21.5
9,uniform,simple,1.1,0.7,5,2,0.603,0.203,1.0,1.0,18.33,9.308,18.0
9,uniform,simple,1.1,0.7,7,2,0.59,0.176,1.0,1.0,16.833,8.475,16.3
9,uniform,simple,1.1,0.8,3,2,0.533,0.063,1.0,0.8,200000021.117,2.168,200000020.8
9,uniform,simple,1.1,0.8,5,2,0.513,0.025,1.0,0.6,400000017.1,0.1,400000017.1
9,uniform,simple,1.1,0.8,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
9,uniform,simple,1.1,0.9,3,2,0.503,0.006,1.0,0.2,800000005.2,0.0,800000005.2
9,uniform,simple,1.1,0.9,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
9,uniform,simple,1.1,0.9,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
9,uniform,simple,1.1,1.0,3,2,0.503,0.006,1.0,0.2,800000005.2,0.0,800000005.2
9,uniform,simple,1.1,1.0,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
9,uniform,simple,1.1,1.0,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
9,uniform,simple,1.15,0.1,3,2,0.997,0.994,1.0,1.0,8.234,6.377,8.7
9,uniform,simple,1.15,0.1,5,2,0.99,0.981,1.0,1.0,10.273,7.727,10.2
9,uniform,simple,1.15,0.1,7,2,0.98,0.962,1.0,1.0,11.174,8.447,10.7
9,uniform,simple,1.15,0.2,3,2,0.86,0.717,1.0,1.0,20.103,10.597,21.0
9,uniform,simple,1.15,0.2,5,2,0.807,0.61,1.0,1.0,19.68,10.616,20.1
9,uniform,simple,1.15,0.2,7,2,0.77,0.538,1.0,1.0,20.791,10.07,21.7
9,uniform,simple,1.15,0.3,3,2,0.78,0.555,1.0,1.0,20.376,10.493,21.2
9,uniform,simple,1.15,0.3,5,2,0.75,0.498,1.0,1.0,20.685,10.294,21.8
9,uniform,simple,1.15,0.3,7,2,0.73,0.459,1.0,1.0,21.221,10.238,22.8
9,uniform,simple,1.15,0.4,3,2,0.76,0.517,1.0,1.0,20.532,10.65,21.2
9,uniform,simple,1.15,0.4,5,2,0.737,0.472,1.0,1.0,21.493,10.004,23.1
9,uniform,simple,1.15,0.4,7,2,0.727,0.452,1.0,1.0,21.523,10.165,23.1
9,uniform,simple,1.15,0.5,3,2,0.737,0.471,1.0,1.0,20.214,10.804,21.0
9,uniform,simple,1.15,0.5,5,2,0.706,0.413,1.0,1.0,20.697,10.129,21.0
9,uniform,simple,1.15,0.5,7,2,0.68,0.356,1.0,1.0,20.086,10.383,21.5
9,uniform,simple,1.15,0.6,3,2,0.707,0.41,1.0,1.0,19.218,10.553,20.1
9,uniform,simple,1.15,0.6,5,2,0.66,0.316,1.0,1.0,19.826,10.37,21.0
9,uniform,simple,1.15,0.6,7,2,0.637,0.272,1.0,1.0,19.6,9.965,21.6
9,uniform,simple,1.15,0.7,3,2,0.657,0.311,1.0,1.0,21.189,9.711,21.5
9,uniform,simple,1.15,0.7,5,2,0.6,0.196,1.0,1.0,18.403,9.526,17.8
9,uniform,simple,1.15,0.7,7,2,0.583,0.163,1.0,1.0,16.563,7.823,17.2
9,uniform,simple,1.15,0.8,3,2,0.53,0.058,1.0,0.8,200000020.65,1.508,200000020.8
9,uniform,simple,1.15,0.8,5,2,0.507,0.012,1.0,0.4,600000011.0,0.0,600000011.0
9,uniform,simple,1.15,0.8,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
9,uniform,simple,1.15,0.9,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
9,uniform,simple,1.15,0.9,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
9,uniform,simple,1.15,0.9,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
9,uniform,simple,1.15,1.0,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
9,uniform,simple,1.15,1.0,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
9,uniform,simple,1.15,1.0,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
9,uniform,simple,1.2,0.1,3,2,0.993,0.988,1.0,1.0,8.299,6.36,8.6
9,uniform,simple,1.2,0.1,5,2,0.987,0.974,1.0,1.0,10.261,7.748,10.0
9,uniform,simple,1.2,0.1,7,2,0.98,0.962,1.0,1.0,11.201,8.439,10.7
9,uniform,simple,1.2,0.2,3,2,0.85,0.698,1.0,1.0,20.14,10.596,21.2
9,uniform,simple,1.2,0.2,5,2,0.793,0.584,1.0,1.0,20.115,10.337,20.8
9,uniform,simple,1.2,0.2,7,2,0.767,0.531,1.0,1.0,20.872,10.004,21.8
9,uniform,simple,1.2,0.3,3,2,0.777,0.548,1.0,1.0,20.345,10.491,21.2
9,uniform,simple,1.2,0.3,5,2,0.747,0.492,1.0,1.0,20.844,10.259,22.0
9,uniform,simple,1.2,0.3,7,2,0.73,0.459,1.0,1.0,21.314,10.11,23.0
9,uniform,simple,1.2,0.4,3,2,0.753,0.504,1.0,1.0,20.73,10.684,21.4
9,uniform,simple,1.2,0.4,5,2,0.737,0.472,1.0,1.0,21.531,9.967,23.1
9,uniform,simple,1.2,0.4,7,2,0.727,0.452,1.0,1.0,21.583,10.116,23.1
9,uniform,simple,1.2,0.5,3,2,0.733,0.465,1.0,1.0,20.156,10.724,20.8
9,uniform,simple,1.2,0.5,5,2,0.7,0.398,1.0,1.0,20.756,10.267,21.2
9,uniform,simple,1.2,0.5,7,2,0.667,0.328,1.0,1.0,20.021,9.896,20.7
9,uniform,simple,1.2,0.6,3,2,0.693,0.384,1.0,1.0,19.573,10.197,20.0
9,uniform,simple,1.2,0.6,5,2,0.65,0.298,1.0,1.0,20.685,10.625,21.5
9,uniform,simple,1.2,0.6,7,2,0.627,0.253,1.0,1.0,19.986,10.02,21.9
9,uniform,simple,1.2,0.7,3,2,0.647,0.29,1.0,1.0,20.524,9.953,19.0
9,uniform,simple,1.2,0.7,5,2,0.593,0.183,1.0,1.0,18.02,9.547,18.1
9,uniform,simple,1.2,0.7,7,2,0.577,0.15,1.0,1.0,15.909,7.817,15.8
9,uniform,simple,1.2,0.8,3,2,0.524,0.045,1.0,0.8,200000020.6,0.909,200000020.8
9,uniform,simple,1.2,0.8,5,2,0.503,0.006,1.0,0.2,800000005.0,0.0,800000005.0
9,uniform,simple,1.2,0.8,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
9,uniform,simple,1.2,0.9,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
9,uniform,simple,1.2,0.9,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
9,uniform,simple,1.2,0.9,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
9,uniform,simple,1.2,1.0,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
9,uniform,simple,1.2,1.0,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
9,uniform,simple,1.2,1.0,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
