th_mode,th_multiplier,th_majority,mk_size,cv_step,accuracy,recall,specificity,precision,dt_mean,dt_std,dt_median
simple,1.1,0.6,7,2,0.56,0.11,1.0,1.0,13.278,25.617,1.0
simple,1.1,0.7,1,2,0.508,0.004,1.0,0.2,799999999.2,0.0,799999999.2
simple,1.1,0.7,3,2,0.508,0.004,1.0,0.2,799999999.2,0.0,799999999.2
simple,1.1,0.7,5,2,0.508,0.004,1.0,0.2,799999999.2,0.0,799999999.2
simple,1.1,0.7,7,2,0.508,0.004,1.0,0.2,799999999.2,0.0,799999999.2
simple,1.1,0.8,1,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.1,0.8,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.1,0.8,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.1,0.8,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.1,0.9,1,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.1,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.1,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.1,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.1,1.0,1,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.1,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.1,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.1,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.15,0.1,1,2,0.872,0.759,0.984,0.98,4.023,13.652,0.0
simple,1.15,0.1,3,2,0.874,0.755,0.992,0.991,7.938,16.695,0.0
simple,1.15,0.1,5,2,0.874,0.755,0.992,0.991,9.38,19.36,0.1
simple,1.15,0.1,7,2,0.866,0.739,0.992,0.99,12.705,34.09,0.2
simple,1.15,0.2,1,2,0.83,0.657,1.0,1.0,2.301,7.541,0.0
simple,1.15,0.2,3,2,0.828,0.653,1.0,1.0,5.976,12.074,0.0
simple,1.15,0.2,5,2,0.828,0.653,1.0,1.0,7.697,17.89,0.0
simple,1.15,0.2,7,2,0.824,0.645,1.0,1.0,7.185,13.202,0.0
simple,1.15,0.3,1,2,0.776,0.549,1.0,1.0,1.943,6.503,0.0
simple,1.15,0.3,3,2,0.774,0.545,1.0,1.0,5.982,11.099,0.0
simple,1.15,0.3,5,2,0.774,0.545,1.0,1.0,6.886,12.322,0.0
simple,1.15,0.3,7,2,0.77,0.537,1.0,1.0,9.775,22.42,0.0
simple,1.15,0.4,1,2,0.686,0.366,1.0,1.0,4.74,14.614,0.0
simple,1.15,0.4,3,2,0.68,0.354,1.0,1.0,7.941,18.219,0.0
simple,1.15,0.4,5,2,0.68,0.354,1.0,1.0,9.164,20.205,0.0
simple,1.15,0.4,7,2,0.674,0.343,1.0,1.0,11.325,24.824,0.0
simple,1.15,0.5,1,2,0.612,0.216,1.0,1.0,3.674,7.739,0.0
simple,1.15,0.5,3,2,0.608,0.208,1.0,1.0,9.625,21.315,0.0
simple,1.15,0.5,5,2,0.606,0.204,1.0,1.0,12.331,27.727,0.4
simple,1.15,0.5,7,2,0.604,0.2,1.0,1.0,17.66,42.746,0.3
simple,1.15,0.6,1,2,0.564,0.118,1.0,1.0,1.068,2.42,0.0
simple,1.15,0.6,3,2,0.564,0.118,1.0,1.0,4.526,7.371,0.8
simple,1.15,0.6,5,2,0.56,0.11,1.0,1.0,4.997,7.618,0.8
simple,1.15,0.6,7,2,0.56,0.11,1.0,1.0,13.311,25.635,1.0
simple,1.15,0.7,1,2,0.508,0.004,1.0,0.2,799999999.2,0.0,799999999.2
simple,1.15,0.7,3,2,0.508,0.004,1.0,0.2,799999999.2,0.0,799999999.2
simple,1.15,0.7,5,2,0.508,0.004,1.0,0.2,799999999.2,0.0,799999999.2
simple,1.15,0.7,7,2,0.508,0.004,1.0,0.2,799999999.2,0.0,799999999.2
simple,1.15,0.8,1,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.15,0.8,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.15,0.8,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.15,0.8,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.15,0.9,1,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.15,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.15,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.15,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.15,1.0,1,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.15,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.15,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.15,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.2,0.1,1,2,0.876,0.759,0.992,0.991,6.424,22.265,0.0
simple,1.2,0.1,3,2,0.872,0.751,0.992,0.991,11.594,33.09,0.0
simple,1.2,0.1,5,2,0.866,0.738,0.992,0.991,11.106,29.994,0.0
simple,1.2,0.1,7,2,0.858,0.723,0.992,0.99,8.864,20.133,0.0
simple,1.2,0.2,1,2,0.826,0.649,1.0,1.0,1.478,4.365,0.0
simple,1.2,0.2,3,2,0.826,0.649,1.0,1.0,5.876,11.39,0.1
simple,1.2,0.2,5,2,0.824,0.645,1.0,1.0,7.073,13.455,0.0
simple,1.2,0.2,7,2,0.82,0.638,1.0,1.0,7.454,14.561,0.0
simple,1.2,0.3,1,2,0.772,0.541,1.0,1.0,2.604,8.341,0.0
simple,1.2,0.3,3,2,0.766,0.528,1.0,1.0,6.062,10.548,0.0
simple,1.2,0.3,5,2,0.758,0.511,1.0,1.0,6.983,12.134,0.0
simple,1.2,0.3,7,2,0.754,0.504,1.0,1.0,9.126,21.778,0.0
simple,1.2,0.4,1,2,0.678,0.35,1.0,1.0,3.662,12.215,0.0
simple,1.2,0.4,3,2,0.674,0.342,1.0,1.0,6.938,15.348,0.0
simple,1.2,0.4,5,2,0.67,0.334,1.0,1.0,6.075,11.466,0.0
simple,1.2,0.4,7,2,0.67,0.334,1.0,1.0,11.463,25.039,0.0
simple,1.2,0.5,1,2,0.606,0.204,1.0,1.0,6.152,14.388,0.0
simple,1.2,0.5,3,2,0.604,0.2,1.0,1.0,10.27,21.985,0.4
simple,1.2,0.5,5,2,0.604,0.2,1.0,1.0,14.704,32.652,0.4
simple,1.2,0.5,7,2,0.598,0.187,1.0,1.0,17.772,43.605,0.3
simple,1.2,0.6,1,2,0.564,0.118,1.0,1.0,1.326,3.05,0.0
simple,1.2,0.6,3,2,0.562,0.114,1.0,1.0,5.55,7.723,2.2
simple,1.2,0.6,5,2,0.56,0.11,1.0,1.0,6.092,8.322,2.2
simple,1.2,0.6,7,2,0.56,0.11,1.0,1.0,14.435,26.328,2.6
simple,1.2,0.7,1,2,0.508,0.004,1.0,0.2,799999999.2,0.0,799999999.2
simple,1.2,0.7,3,2,0.508,0.004,1.0,0.2,799999999.2,0.0,799999999.2
simple,1.2,0.7,5,2,0.508,0.004,1.0,0.2,799999999.2,0.0,799999999.2
simple,1.2,0.7,7,2,0.508,0.004,1.0,0.2,799999999.2,0.0,799999999.2
simple,1.2,0.8,1,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.2,0.8,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.2,0.8,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.2,0.8,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.2,0.9,1,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.2,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.2,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.2,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.2,1.0,1,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.2,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.2,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
simple,1.2,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
