n_neighbors,weights,th_mode,th_multiplier,th_majority,mk_size,cv_step,accuracy,recall,specificity,precision,dt_mean,dt_std,dt_median
3,distance,simple,1.2,0.3,7,2,0.49,0.984,0.0,0.494,38.162,56.291,10.4
3,distance,simple,1.2,0.4,3,2,0.49,0.984,0.0,0.494,35.352,55.275,10.5
3,distance,simple,1.2,0.4,5,2,0.49,0.984,0.0,0.494,40.064,57.705,11.6
3,distance,simple,1.2,0.4,7,2,0.488,0.98,0.0,0.493,42.925,56.668,14.5
3,distance,simple,1.2,0.5,3,2,0.488,0.98,0.0,0.493,45.27,62.058,14.9
3,distance,simple,1.2,0.5,5,2,0.486,0.976,0.0,0.492,49.965,64.808,17.9
3,distance,simple,1.2,0.5,7,2,0.484,0.968,0.004,0.491,52.374,66.36,21.8
3,distance,simple,1.2,0.6,3,2,0.482,0.968,0.0,0.49,54.333,66.964,20.0
3,distance,simple,1.2,0.6,5,2,0.486,0.964,0.012,0.492,57.88,67.633,26.7
3,distance,simple,1.2,0.6,7,2,0.48,0.944,0.02,0.489,68.803,73.962,33.5
3,distance,simple,1.2,0.7,3,2,0.478,0.956,0.004,0.488,59.155,68.34,23.5
3,distance,simple,1.2,0.7,5,2,0.462,0.884,0.044,0.478,66.368,70.439,33.4
3,distance,simple,1.2,0.7,7,2,0.468,0.82,0.12,0.48,75.0,76.907,38.3
3,distance,simple,1.2,0.8,3,2,0.464,0.836,0.096,0.479,85.586,71.637,58.6
3,distance,simple,1.2,0.8,5,2,0.464,0.655,0.275,0.473,100.388,72.449,86.8
3,distance,simple,1.2,0.8,7,2,0.474,0.535,0.414,0.475,107.463,76.286,86.2
3,distance,simple,1.2,0.9,3,2,0.44,0.474,0.407,0.444,96.659,74.416,76.6
3,distance,simple,1.2,0.9,5,2,0.466,0.306,0.625,0.452,106.962,77.75,99.9
3,distance,simple,1.2,0.9,7,2,0.49,0.246,0.733,0.477,120.047,86.905,101.6
3,distance,simple,1.2,1.0,3,2,0.44,0.474,0.407,0.444,96.659,74.416,76.6
3,distance,simple,1.2,1.0,5,2,0.466,0.306,0.625,0.452,106.962,77.75,99.9
3,distance,simple,1.2,1.0,7,2,0.49,0.246,0.733,0.477,120.047,86.905,101.6
3,uniform,daytime,1.0,0.1,3,2,0.608,0.603,0.613,0.607,55.796,68.366,23.5
3,uniform,daytime,1.0,0.1,5,2,0.618,0.519,0.717,0.646,61.734,68.712,32.9
3,uniform,daytime,1.0,0.1,7,2,0.632,0.483,0.781,0.687,76.58,70.87,55.5
3,uniform,daytime,1.0,0.2,3,2,0.646,0.475,0.817,0.721,62.276,66.655,35.7
3,uniform,daytime,1.0,0.2,5,2,0.65,0.415,0.885,0.78,69.633,65.288,52.2
3,uniform,daytime,1.0,0.2,7,2,0.636,0.339,0.932,0.828,65.494,63.092,47.3
3,uniform,daytime,1.0,0.3,3,2,0.614,0.343,0.885,0.746,68.202,67.738,44.9
3,uniform,daytime,1.0,0.3,5,2,0.596,0.266,0.924,0.772,67.173,65.896,54.5
3,uniform,daytime,1.0,0.3,7,2,0.584,0.214,0.952,0.811,72.741,66.986,53.7
3,uniform,daytime,1.0,0.4,3,2,0.578,0.254,0.9,0.712,66.477,63.679,46.9
3,uniform,daytime,1.0,0.4,5,2,0.568,0.202,0.932,0.735,64.709,60.881,52.4
3,uniform,daytime,1.0,0.4,7,2,0.57,0.182,0.956,0.792,65.202,58.264,53.9
3,uniform,daytime,1.0,0.5,3,2,0.566,0.218,0.912,0.699,61.779,60.071,41.3
3,uniform,daytime,1.0,0.5,5,2,0.568,0.186,0.948,0.764,72.438,61.402,65.6
3,uniform,daytime,1.0,0.5,7,2,0.566,0.166,0.964,0.804,72.109,61.109,64.0
3,uniform,daytime,1.0,0.6,3,2,0.56,0.19,0.928,0.707,60.098,61.428,36.2
3,uniform,daytime,1.0,0.6,5,2,0.558,0.158,0.956,0.756,70.406,65.292,49.9
3,uniform,daytime,1.0,0.6,7,2,0.556,0.138,0.972,0.805,59.573,52.312,47.9
3,uniform,daytime,1.0,0.7,3,2,0.56,0.174,0.944,0.745,66.561,64.335,47.9
3,uniform,daytime,1.0,0.7,5,2,0.554,0.138,0.968,0.809,73.534,66.571,51.8
3,uniform,daytime,1.0,0.7,7,2,0.552,0.125,0.976,0.817,66.933,55.787,55.9
3,uniform,daytime,1.0,0.8,3,2,0.52,0.065,0.972,0.66,200000076.15,33.505,200000069.8
3,uniform,daytime,1.0,0.8,5,2,0.518,0.053,0.98,0.634,200000081.25,30.094,200000077.5
3,uniform,daytime,1.0,0.8,7,2,0.52,0.045,0.992,0.71,200000075.983,26.344,200000068.9
3,uniform,daytime,1.0,0.9,3,2,0.514,0.033,0.992,0.55,400000057.367,30.959,400000050.7
3,uniform,daytime,1.0,0.9,5,2,0.514,0.024,1.0,0.6,400000075.567,15.413,400000071.9
3,uniform,daytime,1.0,0.9,7,2,0.514,0.024,1.0,0.6,400000075.767,15.413,400000072.1
3,uniform,daytime,1.0,1.0,3,2,0.514,0.033,0.992,0.55,400000057.367,30.959,400000050.7
3,uniform,daytime,1.0,1.0,5,2,0.514,0.024,1.0,0.6,400000075.567,15.413,400000071.9
3,uniform,daytime,1.0,1.0,7,2,0.514,0.024,1.0,0.6,400000075.767,15.413,400000072.1
3,uniform,daytime,1.05,0.1,3,2,0.622,0.579,0.665,0.633,56.703,68.878,23.2
3,uniform,daytime,1.05,0.1,5,2,0.628,0.507,0.749,0.669,65.781,71.791,34.4
3,uniform,daytime,1.05,0.1,7,2,0.64,0.467,0.813,0.715,76.565,71.957,55.1
3,uniform,daytime,1.05,0.2,3,2,0.652,0.463,0.841,0.744,61.204,64.921,35.6
3,uniform,daytime,1.05,0.2,5,2,0.65,0.407,0.893,0.788,68.978,65.19,51.8
3,uniform,daytime,1.05,0.2,7,2,0.634,0.331,0.937,0.836,64.569,61.96,47.3
3,uniform,daytime,1.05,0.3,3,2,0.616,0.335,0.897,0.761,68.085,68.062,43.7
3,uniform,daytime,1.05,0.3,5,2,0.592,0.25,0.932,0.778,68.169,65.855,54.3
3,uniform,daytime,1.05,0.3,7,2,0.582,0.206,0.956,0.818,73.533,67.664,57.0
3,uniform,daytime,1.05,0.4,3,2,0.578,0.246,0.908,0.723,59.388,60.441,35.4
3,uniform,daytime,1.05,0.4,5,2,0.572,0.202,0.94,0.759,64.75,60.883,52.4
3,uniform,daytime,1.05,0.4,7,2,0.568,0.178,0.956,0.79,65.814,57.55,55.4
3,uniform,daytime,1.05,0.5,3,2,0.568,0.206,0.929,0.731,60.335,59.715,40.1
3,uniform,daytime,1.05,0.5,5,2,0.566,0.178,0.952,0.772,74.167,60.917,65.8
3,uniform,daytime,1.05,0.5,7,2,0.566,0.162,0.968,0.816,69.073,60.922,55.1
3,uniform,daytime,1.05,0.6,3,2,0.56,0.178,0.94,0.738,59.853,61.828,33.2
3,uniform,daytime,1.05,0.6,5,2,0.558,0.154,0.96,0.782,72.212,65.484,56.1
3,uniform,daytime,1.05,0.6,7,2,0.556,0.134,0.977,0.839,58.854,52.727,44.9
3,uniform,daytime,1.05,0.7,3,2,0.56,0.162,0.957,0.787,65.736,64.057,49.6
3,uniform,daytime,1.05,0.7,5,2,0.554,0.138,0.968,0.809,73.534,66.571,51.8
3,uniform,daytime,1.05,0.7,7,2,0.552,0.121,0.98,0.85,66.673,56.947,52.8
3,uniform,daytime,1.05,0.8,3,2,0.52,0.061,0.976,0.67,200000076.217,33.432,200000069.8
3,uniform,daytime,1.05,0.8,5,2,0.522,0.053,0.988,0.68,200000081.667,29.619,200000077.5
3,uniform,daytime,1.05,0.8,7,2,0.52,0.045,0.992,0.71,200000076.05,26.271,200000068.9
3,uniform,daytime,1.05,0.9,3,2,0.516,0.033,0.996,0.55,400000057.367,30.959,400000050.7
3,uniform,daytime,1.05,0.9,5,2,0.514,0.024,1.0,0.6,400000075.567,15.413,400000071.9
3,uniform,daytime,1.05,0.9,7,2,0.514,0.024,1.0,0.6,400000075.767,15.413,400000072.1
3,uniform,daytime,1.05,1.0,3,2,0.516,0.033,0.996,0.55,400000057.367,30.959,400000050.7
3,uniform,daytime,1.05,1.0,5,2,0.514,0.024,1.0,0.6,400000075.567,15.413,400000071.9
3,uniform,daytime,1.05,1.0,7,2,0.514,0.024,1.0,0.6,400000075.767,15.413,400000072.1
3,uniform,daytime,1.1,0.1,3,2,0.642,0.563,0.721,0.67,57.713,69.607,23.6
3,uniform,daytime,1.1,0.1,5,2,0.646,0.503,0.789,0.706,67.096,72.659,35.0
3,uniform,daytime,1.1,0.1,7,2,0.646,0.447,0.845,0.746,74.779,70.847,56.2
3,uniform,daytime,1.1,0.2,3,2,0.66,0.459,0.861,0.768,63.418,66.057,36.6
3,uniform,daytime,1.1,0.2,5,2,0.65,0.395,0.904,0.802,70.609,65.55,55.0
3,uniform,daytime,1.1,0.2,7,2,0.63,0.323,0.937,0.834,65.32,64.73,47.5
3,uniform,daytime,1.1,0.3,3,2,0.612,0.31,0.912,0.778,66.148,68.676,38.9
3,uniform,daytime,1.1,0.3,5,2,0.592,0.242,0.94,0.795,65.96,64.353,53.1
3,uniform,daytime,1.1,0.3,7,2,0.582,0.206,0.956,0.818,73.553,67.663,57.0
3,uniform,daytime,1.1,0.4,3,2,0.576,0.234,0.917,0.735,60.105,61.041,35.3
3,uniform,daytime,1.1,0.4,5,2,0.574,0.198,0.948,0.785,64.794,60.897,52.4
3,uniform,daytime,1.1,0.4,7,2,0.57,0.174,0.964,0.821,65.889,57.565,55.7
3,uniform,daytime,1.1,0.5,3,2,0.564,0.198,0.929,0.727,61.998,59.157,44.6
3,uniform,daytime,1.1,0.5,5,2,0.564,0.174,0.952,0.769,72.231,59.871,62.6
3,uniform,daytime,1.1,0.5,7,2,0.56,0.15,0.968,0.811,67.151,59.934,51.9
3,uniform,daytime,1.1,0.6,3,2,0.564,0.178,0.949,0.764,59.875,61.81,33.2
3,uniform,daytime,1.1,0.6,5,2,0.558,0.154,0.96,0.782,72.237,65.46,56.1
3,uniform,daytime,1.1,0.6,7,2,0.556,0.13,0.98,0.853,58.883,52.703,44.9
3,uniform,daytime,1.1,0.7,3,2,0.564,0.162,0.964,0.83,65.825,64.107,49.6
3,uniform,daytime,1.1,0.7,5,2,0.556,0.138,0.972,0.822,75.527,66.101,58.4
3,uniform,daytime,1.1,0.7,7,2,0.552,0.121,0.98,0.85,66.746,56.967,53.2
3,uniform,daytime,1.1,0.8,3,2,0.518,0.057,0.976,0.663,200000076.217,33.432,200000069.8
3,uniform,daytime,1.1,0.8,5,2,0.522,0.053,0.988,0.68,200000083.867,29.619,200000079.7
3,uniform,daytime,1.1,0.8,7,2,0.52,0.045,0.992,0.71,200000078.85,26.271,200000071.7
3,uniform,daytime,1.1,0.9,3,2,0.514,0.028,0.996,0.55,400000072.267,16.059,400000065.6
3,uniform,daytime,1.1,0.9,5,2,0.514,0.024,1.0,0.6,400000075.633,15.387,400000072.1
3,uniform,daytime,1.1,0.9,7,2,0.512,0.02,1.0,0.6,400000077.6,17.0,400000077.6
3,uniform,daytime,1.1,1.0,3,2,0.514,0.028,0.996,0.55,400000072.267,16.059,400000065.6
3,uniform,daytime,1.1,1.0,5,2,0.514,0.024,1.0,0.6,400000075.633,15.387,400000072.1
3,uniform,daytime,1.1,1.0,7,2,0.512,0.02,1.0,0.6,400000077.6,17.0,400000077.6
3,uniform,daytime,1.15,0.1,3,2,0.652,0.547,0.757,0.692,56.177,66.533,24.1
3,uniform,daytime,1.15,0.1,5,2,0.648,0.483,0.813,0.721,68.826,72.52,37.7
3,uniform,daytime,1.15,0.1,7,2,0.648,0.439,0.857,0.758,75.5,71.877,54.2
3,uniform,daytime,1.15,0.2,3,2,0.666,0.447,0.885,0.795,65.861,67.752,41.5
3,uniform,daytime,1.15,0.2,5,2,0.652,0.395,0.908,0.809,71.626,67.26,55.1
3,uniform,daytime,1.15,0.2,7,2,0.626,0.311,0.941,0.837,67.625,66.972,47.6
3,uniform,daytime,1.15,0.3,3,2,0.604,0.294,0.912,0.768,66.615,66.113,40.7
3,uniform,daytime,1.15,0.3,5,2,0.588,0.234,0.94,0.789,62.366,58.183,52.2
3,uniform,daytime,1.15,0.3,7,2,0.582,0.202,0.96,0.828,73.553,67.663,57.0
3,uniform,daytime,1.15,0.4,3,2,0.576,0.23,0.92,0.741,60.13,61.064,35.3
3,uniform,daytime,1.15,0.4,5,2,0.574,0.194,0.952,0.798,66.494,60.489,52.6
3,uniform,daytime,1.15,0.4,7,2,0.572,0.174,0.968,0.832,65.917,57.579,55.7
3,uniform,daytime,1.15,0.5,3,2,0.568,0.198,0.936,0.745,62.12,59.175,44.8
3,uniform,daytime,1.15,0.5,5,2,0.568,0.174,0.96,0.813,76.106,61.953,73.9
3,uniform,daytime,1.15,0.5,7,2,0.56,0.142,0.976,0.854,64.52,59.925,46.8
3,uniform,daytime,1.15,0.6,3,2,0.564,0.178,0.949,0.764,59.898,61.789,33.2
3,uniform,daytime,1.15,0.6,5,2,0.564,0.154,0.972,0.836,72.287,65.42,56.2
3,uniform,daytime,1.15,0.6,7,2,0.554,0.125,0.98,0.85,59.831,53.704,47.4
3,uniform,daytime,1.15,0.7,3,2,0.564,0.158,0.968,0.839,68.096,64.726,55.0
3,uniform,daytime,1.15,0.7,5,2,0.558,0.138,0.976,0.842,75.555,66.072,58.4
3,uniform,daytime,1.15,0.7,7,2,0.552,0.117,0.984,0.871,66.775,56.939,53.2
3,uniform,daytime,1.15,0.8,3,2,0.522,0.057,0.984,0.663,200000076.257,33.468,200000069.8
3,uniform,daytime,1.15,0.8,5,2,0.52,0.049,0.988,0.67,200000083.917,29.657,200000079.8
3,uniform,daytime,1.15,0.8,7,2,0.52,0.045,0.992,0.71,200000078.95,26.346,200000071.9
3,uniform,daytime,1.15,0.9,3,2,0.516,0.028,1.0,0.6,400000072.333,16.15,400000065.6
3,uniform,daytime,1.15,0.9,5,2,0.514,0.024,1.0,0.6,400000075.7,15.478,400000072.1
3,uniform,daytime,1.15,0.9,7,2,0.512,0.02,1.0,0.6,400000077.7,17.1,400000077.7
3,uniform,daytime,1.15,1.0,3,2,0.516,0.028,1.0,0.6,400000072.333,16.15,400000065.6
3,uniform,daytime,1.15,1.0,5,2,0.514,0.024,1.0,0.6,400000075.7,15.478,400000072.1
3,uniform,daytime,1.15,1.0,7,2,0.512,0.02,1.0,0.6,400000077.7,17.1,400000077.7
3,uniform,daytime,1.2,0.1,3,2,0.66,0.539,0.781,0.71,56.991,66.815,25.1
3,uniform,daytime,1.2,0.1,5,2,0.652,0.479,0.825,0.734,68.367,71.008,39.6
3,uniform,daytime,1.2,0.1,7,2,0.656,0.431,0.88,0.789,74.929,71.915,53.1
3,uniform,daytime,1.2,0.2,3,2,0.672,0.447,0.897,0.812,65.971,67.718,42.5
3,uniform,daytime,1.2,0.2,5,2,0.65,0.383,0.916,0.818,73.322,68.754,57.3
3,uniform,daytime,1.2,0.2,7,2,0.62,0.299,0.941,0.832,66.965,63.716,48.7
3,uniform,daytime,1.2,0.3,3,2,0.604,0.282,0.924,0.784,65.096,66.044,39.6
3,uniform,daytime,1.2,0.3,5,2,0.588,0.226,0.948,0.811,64.558,58.196,56.4
3,uniform,daytime,1.2,0.3,7,2,0.584,0.202,0.964,0.846,75.098,66.682,61.2
3,uniform,daytime,1.2,0.4,3,2,0.58,0.226,0.933,0.764,60.158,61.042,35.3
3,uniform,daytime,1.2,0.4,5,2,0.574,0.19,0.956,0.818,69.633,61.416,59.7
3,uniform,daytime,1.2,0.4,7,2,0.572,0.166,0.976,0.871,68.484,61.242,56.6
3,uniform,daytime,1.2,0.5,3,2,0.568,0.194,0.94,0.755,61.823,59.602,41.6
3,uniform,daytime,1.2,0.5,5,2,0.566,0.166,0.964,0.812,72.124,62.176,62.1
3,uniform,daytime,1.2,0.5,7,2,0.56,0.138,0.98,0.872,65.033,60.676,45.4
3,uniform,daytime,1.2,0.6,3,2,0.562,0.174,0.949,0.753,55.31,59.474,31.7
3,uniform,daytime,1.2,0.6,5,2,0.564,0.15,0.976,0.828,62.512,53.277,54.3
3,uniform,daytime,1.2,0.6,7,2,0.554,0.121,0.984,0.871,59.904,53.651,47.5
3,uniform,daytime,1.2,0.7,3,2,0.558,0.146,0.968,0.812,57.543,53.244,51.6
3,uniform,daytime,1.2,0.7,5,2,0.552,0.125,0.976,0.817,65.84,54.282,56.3
3,uniform,daytime,1.2,0.7,7,2,0.552,0.117,0.984,0.871,67.804,56.47,55.1
3,uniform,daytime,1.2,0.8,3,2,0.524,0.057,0.988,0.687,200000076.307,33.498,200000069.9
3,uniform,daytime,1.2,0.8,5,2,0.52,0.049,0.988,0.67,200000083.967,29.686,200000079.9
3,uniform,daytime,1.2,0.8,7,2,0.522,0.045,0.996,0.76,200000079.017,26.439,200000071.9
3,uniform,daytime,1.2,0.9,3,2,0.514,0.024,1.0,0.6,400000075.733,15.605,400000072.0
3,uniform,daytime,1.2,0.9,5,2,0.514,0.024,1.0,0.6,400000075.8,15.578,400000072.2
3,uniform,daytime,1.2,0.9,7,2,0.512,0.02,1.0,0.6,400000077.8,17.2,400000077.8
3,uniform,daytime,1.2,1.0,3,2,0.514,0.024,1.0,0.6,400000075.733,15.605,400000072.0
3,uniform,daytime,1.2,1.0,5,2,0.514,0.024,1.0,0.6,400000075.8,15.578,400000072.2
3,uniform,daytime,1.2,1.0,7,2,0.512,0.02,1.0,0.6,400000077.8,17.2,400000077.8
3,uniform,simple,1.0,0.1,3,2,0.612,0.298,0.925,0.8,74.001,76.091,44.7
3,uniform,simple,1.0,0.1,5,2,0.59,0.229,0.948,0.824,79.975,75.543,61.7
3,uniform,simple,1.0,0.1,7,2,0.58,0.193,0.965,0.862,82.337,76.012,57.9
3,uniform,simple,1.0,0.2,3,2,0.568,0.166,0.968,0.847,56.162,59.827,34.2
3,uniform,simple,1.0,0.2,5,2,0.554,0.129,0.977,0.857,72.43,68.591,55.0
3,uniform,simple,1.0,0.2,7,2,0.552,0.121,0.981,0.904,81.048,68.096,73.2
3,uniform,simple,1.0,0.3,3,2,0.568,0.154,0.98,0.871,69.105,62.433,62.4
3,uniform,simple,1.0,0.3,5,2,0.554,0.121,0.984,0.874,79.982,70.317,69.2
3,uniform,simple,1.0,0.3,7,2,0.554,0.117,0.988,0.938,81.998,69.523,75.8
3,uniform,simple,1.0,0.4,3,2,0.566,0.146,0.984,0.88,75.119,62.932,67.9
3,uniform,simple,1.0,0.4,5,2,0.552,0.113,0.988,0.882,86.176,70.059,86.5
3,uniform,simple,1.0,0.4,7,2,0.55,0.105,0.992,0.947,68.213,50.896,63.0
3,uniform,simple,1.0,0.5,3,2,0.56,0.133,0.984,0.876,74.534,62.066,67.6
3,uniform,simple,1.0,0.5,5,2,0.548,0.101,0.992,0.944,67.977,52.417,68.8
3,uniform,simple,1.0,0.5,7,2,0.548,0.101,0.992,0.944,69.877,52.679,68.7
3,uniform,simple,1.0,0.6,3,2,0.548,0.105,0.988,0.848,76.967,52.525,75.0
3,uniform,simple,1.0,0.6,5,2,0.546,0.097,0.992,0.944,84.393,53.376,87.6
3,uniform,simple,1.0,0.6,7,2,0.546,0.093,0.996,0.975,89.719,50.993,94.4
3,uniform,simple,1.0,0.7,3,2,0.538,0.081,0.992,0.744,200000069.033,53.446,200000063.1
3,uniform,simple,1.0,0.7,5,2,0.534,0.073,0.992,0.738,200000076.933,51.258,200000071.3
3,uniform,simple,1.0,0.7,7,2,0.534,0.069,0.996,0.771,200000078.25,52.772,200000075.4
3,uniform,simple,1.0,0.8,3,2,0.52,0.041,0.996,0.55,400000061.0,31.267,400000058.5
3,uniform,simple,1.0,0.8,5,2,0.52,0.037,1.0,0.6,400000067.6,26.135,400000066.6
3,uniform,simple,1.0,0.8,7,2,0.518,0.033,1.0,0.6,400000072.1,25.138,400000074.9
3,uniform,simple,1.0,0.9,3,2,0.506,0.008,1.0,0.2,800000011.7,11.1,800000011.7
3,uniform,simple,1.0,0.9,5,2,0.506,0.008,1.0,0.2,800000011.7,11.1,800000011.7
3,uniform,simple,1.0,0.9,7,2,0.504,0.004,1.0,0.2,800000022.8,0.0,800000022.8
3,uniform,simple,1.0,1.0,3,2,0.506,0.008,1.0,0.2,800000011.7,11.1,800000011.7
3,uniform,simple,1.0,1.0,5,2,0.506,0.008,1.0,0.2,800000011.7,11.1,800000011.7
3,uniform,simple,1.0,1.0,7,2,0.504,0.004,1.0,0.2,800000022.8,0.0,800000022.8
3,uniform,simple,1.05,0.1,3,2,0.616,0.286,0.945,0.85,75.665,75.585,52.5
3,uniform,simple,1.05,0.1,5,2,0.592,0.221,0.961,0.865,85.343,77.362,65.7
3,uniform,simple,1.05,0.1,7,2,0.578,0.185,0.969,0.878,84.029,69.349,92.0
3,uniform,simple,1.05,0.2,3,2,0.572,0.166,0.976,0.88,62.01,63.108,46.0
3,uniform,simple,1.05,0.2,5,2,0.556,0.125,0.985,0.919,81.469,70.16,72.7
3,uniform,simple,1.05,0.2,7,2,0.554,0.117,0.988,0.932,65.798,51.567,61.6
3,uniform,simple,1.05,0.3,3,2,0.57,0.154,0.984,0.884,69.98,62.939,62.4
3,uniform,simple,1.05,0.3,5,2,0.556,0.117,0.992,0.955,62.751,52.816,51.8
3,uniform,simple,1.05,0.3,7,2,0.554,0.113,0.992,0.953,64.763,51.98,58.4
3,uniform,simple,1.05,0.4,3,2,0.566,0.141,0.988,0.906,71.264,61.846,64.2
3,uniform,simple,1.05,0.4,5,2,0.554,0.109,0.996,0.967,68.619,52.22,68.8
3,uniform,simple,1.05,0.4,7,2,0.552,0.105,0.996,0.967,68.299,50.813,63.0
3,uniform,simple,1.05,0.5,3,2,0.558,0.125,0.988,0.9,73.437,62.174,66.6
3,uniform,simple,1.05,0.5,5,2,0.55,0.101,0.996,0.967,68.006,52.39,68.8
3,uniform,simple,1.05,0.5,7,2,0.55,0.101,0.996,0.967,69.906,52.652,68.7
3,uniform,simple,1.05,0.6,3,2,0.546,0.101,0.988,0.847,78.311,53.151,76.0
3,uniform,simple,1.05,0.6,5,2,0.544,0.089,0.996,0.767,200000073.702,51.615,200000080.7
3,uniform,simple,1.05,0.6,7,2,0.544,0.085,1.0,0.8,200000079.709,48.787,200000083.5
3,uniform,simple,1.05,0.7,3,2,0.536,0.077,0.992,0.742,200000071.645,52.452,200000063.3
3,uniform,simple,1.05,0.7,5,2,0.538,0.073,1.0,0.8,200000077.073,51.263,200000071.5
3,uniform,simple,1.05,0.7,7,2,0.536,0.069,1.0,0.8,200000078.39,52.777,200000075.6
3,uniform,simple,1.05,0.8,3,2,0.52,0.041,0.996,0.55,400000061.133,31.284,400000058.5
3,uniform,simple,1.05,0.8,5,2,0.52,0.037,1.0,0.6,400000067.733,26.152,400000066.6
3,uniform,simple,1.05,0.8,7,2,0.518,0.033,1.0,0.6,400000072.267,25.164,400000075.0
3,uniform,simple,1.05,0.9,3,2,0.506,0.008,1.0,0.2,800000011.8,11.2,800000011.8
3,uniform,simple,1.05,0.9,5,2,0.506,0.008,1.0,0.2,800000011.8,11.2,800000011.8
3,uniform,simple,1.05,0.9,7,2,0.504,0.004,1.0,0.2,800000023.0,0.0,800000023.0
3,uniform,simple,1.05,1.0,3,2,0.506,0.008,1.0,0.2,800000011.8,11.2,800000011.8
3,uniform,simple,1.05,1.0,5,2,0.506,0.008,1.0,0.2,800000011.8,11.2,800000011.8
3,uniform,simple,1.05,1.0,7,2,0.504,0.004,1.0,0.2,800000023.0,0.0,800000023.0
3,uniform,simple,1.1,0.1,3,2,0.604,0.258,0.949,0.841,72.064,73.945,54.0
3,uniform,simple,1.1,0.1,5,2,0.586,0.205,0.965,0.872,83.707,76.199,70.9
3,uniform,simple,1.1,0.1,7,2,0.578,0.182,0.973,0.884,86.047,72.066,82.9
3,uniform,simple,1.1,0.2,3,2,0.572,0.162,0.98,0.889,62.122,63.193,46.1
3,uniform,simple,1.1,0.2,5,2,0.556,0.121,0.988,0.933,63.901,52.549,55.0
3,uniform,simple,1.1,0.2,7,2,0.556,0.117,0.992,0.953,66.705,52.464,61.6
3,uniform,simple,1.1,0.3,3,2,0.568,0.146,0.988,0.911,71.67,62.948,65.7
3,uniform,simple,1.1,0.3,5,2,0.556,0.113,0.996,0.971,61.039,52.392,51.7
3,uniform,simple,1.1,0.3,7,2,0.554,0.109,0.996,0.971,64.039,50.844,51.7
3,uniform,simple,1.1,0.4,3,2,0.564,0.133,0.992,0.917,72.962,61.878,67.4
3,uniform,simple,1.1,0.4,5,2,0.552,0.105,0.996,0.967,66.949,51.941,62.2
3,uniform,simple,1.1,0.4,7,2,0.552,0.105,0.996,0.967,68.327,50.828,63.0
3,uniform,simple,1.1,0.5,3,2,0.56,0.121,0.996,0.967,77.294,62.61,80.2
3,uniform,simple,1.1,0.5,5,2,0.548,0.097,0.996,0.967,70.153,52.353,71.9
3,uniform,simple,1.1,0.5,7,2,0.548,0.097,0.996,0.967,72.053,52.615,71.8
3,uniform,simple,1.1,0.6,3,2,0.55,0.101,0.996,0.967,79.811,54.715,76.0
3,uniform,simple,1.1,0.6,5,2,0.546,0.089,1.0,0.8,200000073.769,51.697,200000080.7
3,uniform,simple,1.1,0.6,7,2,0.544,0.085,1.0,0.8,200000079.81,48.918,200000083.5
3,uniform,simple,1.1,0.7,3,2,0.538,0.077,0.996,0.767,200000073.907,53.77,200000065.1
3,uniform,simple,1.1,0.7,5,2,0.536,0.069,1.0,0.8,200000078.573,52.919,200000075.7
3,uniform,simple,1.1,0.7,7,2,0.536,0.069,1.0,0.8,200000078.603,52.959,200000075.7
3,uniform,simple,1.1,0.8,3,2,0.52,0.037,1.0,0.6,400000067.933,26.086,400000067.0
3,uniform,simple,1.1,0.8,5,2,0.52,0.037,1.0,0.6,400000067.933,26.086,400000067.0
3,uniform,simple,1.1,0.8,7,2,0.516,0.029,1.0,0.6,400000068.367,19.169,400000072.9
3,uniform,simple,1.1,0.9,3,2,0.506,0.008,1.0,0.2,800000011.8,11.2,800000011.8
3,uniform,simple,1.1,0.9,5,2,0.506,0.008,1.0,0.2,800000011.8,11.2,800000011.8
3,uniform,simple,1.1,0.9,7,2,0.504,0.004,1.0,0.2,800000023.0,0.0,800000023.0
3,uniform,simple,1.1,1.0,3,2,0.506,0.008,1.0,0.2,800000011.8,11.2,800000011.8
3,uniform,simple,1.1,1.0,5,2,0.506,0.008,1.0,0.2,800000011.8,11.2,800000011.8
3,uniform,simple,1.1,1.0,7,2,0.504,0.004,1.0,0.2,800000023.0,0.0,800000023.0
3,uniform,simple,1.15,0.1,3,2,0.598,0.238,0.956,0.861,82.224,76.701,68.6
3,uniform,simple,1.15,0.1,5,2,0.586,0.197,0.973,0.89,90.256,77.848,92.9
3,uniform,simple,1.15,0.1,7,2,0.57,0.162,0.977,0.883,81.901,72.48,72.8
3,uniform,simple,1.15,0.2,3,2,0.57,0.149,0.988,0.928,62.647,63.113,48.0
3,uniform,simple,1.15,0.2,5,2,0.556,0.117,0.992,0.953,62.371,52.032,54.9
3,uniform,simple,1.15,0.2,7,2,0.556,0.113,0.996,0.971,65.59,52.453,54.9
3,uniform,simple,1.15,0.3,3,2,0.566,0.137,0.992,0.925,79.641,70.573,72.6
3,uniform,simple,1.15,0.3,5,2,0.554,0.109,0.996,0.971,63.107,51.674,51.8
3,uniform,simple,1.15,0.3,7,2,0.554,0.109,0.996,0.971,64.518,50.531,52.7
3,uniform,simple,1.15,0.4,3,2,0.56,0.121,0.996,0.967,70.46,63.994,62.0
3,uniform,simple,1.15,0.4,5,2,0.552,0.105,0.996,0.967,66.978,51.914,62.2
3,uniform,simple,1.15,0.4,7,2,0.55,0.101,0.996,0.967,69.106,51.351,68.7
