alpha,max_iter,th_mode,th_multiplier,th_majority,mk_size,cv_step,accuracy,recall,specificity,precision,dt_mean,dt_std,dt_median
0.333,2000,simple,1.15,0.9,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.333,2000,simple,1.15,0.9,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.333,2000,simple,1.15,1.0,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.333,2000,simple,1.15,1.0,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.333,2000,simple,1.15,1.0,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.333,2000,simple,1.2,0.1,3,2,0.74,0.478,1.0,1.0,12.462,11.889,9.9
0.333,2000,simple,1.2,0.1,5,2,0.727,0.451,1.0,1.0,13.467,12.583,12.0
0.333,2000,simple,1.2,0.1,7,2,0.7,0.398,1.0,1.0,13.036,13.171,10.6
0.333,2000,simple,1.2,0.2,3,2,0.63,0.262,1.0,1.0,7.933,13.043,0.0
0.333,2000,simple,1.2,0.2,5,2,0.624,0.248,1.0,1.0,6.062,10.321,0.0
0.333,2000,simple,1.2,0.2,7,2,0.61,0.222,1.0,1.0,2.973,6.145,0.0
0.333,2000,simple,1.2,0.3,3,2,0.6,0.203,1.0,1.0,0.444,1.257,0.0
0.333,2000,simple,1.2,0.3,5,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.333,2000,simple,1.2,0.3,7,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.333,2000,simple,1.2,0.4,3,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.333,2000,simple,1.2,0.4,5,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.333,2000,simple,1.2,0.4,7,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.333,2000,simple,1.2,0.5,3,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.333,2000,simple,1.2,0.5,5,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.333,2000,simple,1.2,0.5,7,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.333,2000,simple,1.2,0.6,3,2,0.597,0.196,1.0,1.0,0.1,0.153,0.0
0.333,2000,simple,1.2,0.6,5,2,0.597,0.196,1.0,1.0,0.1,0.153,0.0
0.333,2000,simple,1.2,0.6,7,2,0.597,0.196,1.0,1.0,0.441,0.887,0.0
0.333,2000,simple,1.2,0.7,3,2,0.597,0.196,1.0,1.0,4.602,5.826,1.5
0.333,2000,simple,1.2,0.7,5,2,0.59,0.182,1.0,1.0,5.729,8.102,1.5
0.333,2000,simple,1.2,0.7,7,2,0.587,0.175,1.0,1.0,6.995,7.907,3.7
0.333,2000,simple,1.2,0.8,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.333,2000,simple,1.2,0.8,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.333,2000,simple,1.2,0.8,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.333,2000,simple,1.2,0.9,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.333,2000,simple,1.2,0.9,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.333,2000,simple,1.2,0.9,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.333,2000,simple,1.2,1.0,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.333,2000,simple,1.2,1.0,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.333,2000,simple,1.2,1.0,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.0,0.1,3,2,0.907,0.824,0.987,0.982,9.947,10.426,6.7
0.666,2000,daytime,1.0,0.1,5,2,0.847,0.69,1.0,1.0,10.286,10.76,6.6
0.666,2000,daytime,1.0,0.1,7,2,0.79,0.577,1.0,1.0,10.02,10.6,7.2
0.666,2000,daytime,1.0,0.2,3,2,0.737,0.475,1.0,1.0,12.213,12.549,8.8
0.666,2000,daytime,1.0,0.2,5,2,0.69,0.381,1.0,1.0,11.772,12.624,8.9
0.666,2000,daytime,1.0,0.2,7,2,0.67,0.341,1.0,1.0,11.237,13.193,5.6
0.666,2000,daytime,1.0,0.3,3,2,0.67,0.342,1.0,1.0,11.417,13.217,7.6
0.666,2000,daytime,1.0,0.3,5,2,0.657,0.315,1.0,1.0,10.409,13.084,4.2
0.666,2000,daytime,1.0,0.3,7,2,0.65,0.301,1.0,1.0,10.081,13.246,2.4
0.666,2000,daytime,1.0,0.4,3,2,0.64,0.282,1.0,1.0,8.578,12.525,0.0
0.666,2000,daytime,1.0,0.4,5,2,0.63,0.262,1.0,1.0,7.413,12.237,0.0
0.666,2000,daytime,1.0,0.4,7,2,0.627,0.255,1.0,1.0,6.702,10.971,0.0
0.666,2000,daytime,1.0,0.5,3,2,0.623,0.249,1.0,1.0,6.115,11.447,0.0
0.666,2000,daytime,1.0,0.5,5,2,0.617,0.236,1.0,1.0,5.291,10.962,0.0
0.666,2000,daytime,1.0,0.5,7,2,0.606,0.216,1.0,1.0,3.04,5.169,0.0
0.666,2000,daytime,1.0,0.6,3,2,0.6,0.203,1.0,1.0,1.12,2.24,0.0
0.666,2000,daytime,1.0,0.6,5,2,0.6,0.203,1.0,1.0,1.16,2.32,0.0
0.666,2000,daytime,1.0,0.6,7,2,0.6,0.203,1.0,1.0,1.16,2.32,0.0
0.666,2000,daytime,1.0,0.7,3,2,0.597,0.196,1.0,1.0,0.776,1.175,0.0
0.666,2000,daytime,1.0,0.7,5,2,0.597,0.196,1.0,1.0,0.981,1.472,0.0
0.666,2000,daytime,1.0,0.7,7,2,0.597,0.196,1.0,1.0,1.109,1.61,0.0
0.666,2000,daytime,1.0,0.8,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.0,0.8,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.0,0.8,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.0,0.9,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.0,0.9,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.0,0.9,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.0,1.0,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.0,1.0,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.0,1.0,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.05,0.1,3,2,0.897,0.796,0.994,0.989,9.942,10.534,6.6
0.666,2000,daytime,1.05,0.1,5,2,0.837,0.671,1.0,1.0,11.163,11.098,9.0
0.666,2000,daytime,1.05,0.1,7,2,0.777,0.552,1.0,1.0,11.402,11.739,8.1
0.666,2000,daytime,1.05,0.2,3,2,0.723,0.448,1.0,1.0,11.756,12.588,8.5
0.666,2000,daytime,1.05,0.2,5,2,0.687,0.374,1.0,1.0,11.817,12.755,9.0
0.666,2000,daytime,1.05,0.2,7,2,0.667,0.335,1.0,1.0,11.411,13.38,6.0
0.666,2000,daytime,1.05,0.3,3,2,0.66,0.322,1.0,1.0,11.115,13.663,6.1
0.666,2000,daytime,1.05,0.3,5,2,0.65,0.301,1.0,1.0,10.145,13.375,2.5
0.666,2000,daytime,1.05,0.3,7,2,0.647,0.295,1.0,1.0,9.958,13.422,2.5
0.666,2000,daytime,1.05,0.4,3,2,0.63,0.261,1.0,1.0,7.15,11.342,0.0
0.666,2000,daytime,1.05,0.4,5,2,0.627,0.255,1.0,1.0,6.903,11.325,0.0
0.666,2000,daytime,1.05,0.4,7,2,0.623,0.249,1.0,1.0,6.424,11.313,0.0
0.666,2000,daytime,1.05,0.5,3,2,0.62,0.243,1.0,1.0,5.857,11.53,0.0
0.666,2000,daytime,1.05,0.5,5,2,0.61,0.222,1.0,1.0,3.893,7.3,0.0
0.666,2000,daytime,1.05,0.5,7,2,0.603,0.209,1.0,1.0,2.64,5.28,0.0
0.666,2000,daytime,1.05,0.6,3,2,0.6,0.203,1.0,1.0,1.24,2.48,0.0
0.666,2000,daytime,1.05,0.6,5,2,0.6,0.203,1.0,1.0,1.28,2.56,0.0
0.666,2000,daytime,1.05,0.6,7,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,daytime,1.05,0.7,3,2,0.597,0.196,1.0,1.0,0.809,1.22,0.0
0.666,2000,daytime,1.05,0.7,5,2,0.597,0.196,1.0,1.0,1.043,1.574,0.0
0.666,2000,daytime,1.05,0.7,7,2,0.597,0.196,1.0,1.0,1.171,1.714,0.0
0.666,2000,daytime,1.05,0.8,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.05,0.8,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.05,0.8,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.05,0.9,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.05,0.9,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.05,0.9,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.05,1.0,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.05,1.0,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.05,1.0,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.1,0.1,3,2,0.883,0.763,1.0,1.0,10.236,11.033,6.2
0.666,2000,daytime,1.1,0.1,5,2,0.813,0.625,1.0,1.0,11.463,11.269,8.3
0.666,2000,daytime,1.1,0.1,7,2,0.763,0.526,1.0,1.0,11.559,11.551,8.3
0.666,2000,daytime,1.1,0.2,3,2,0.703,0.407,1.0,1.0,12.815,13.299,8.9
0.666,2000,daytime,1.1,0.2,5,2,0.68,0.361,1.0,1.0,11.695,13.006,8.4
0.666,2000,daytime,1.1,0.2,7,2,0.657,0.315,1.0,1.0,10.312,12.84,4.1
0.666,2000,daytime,1.1,0.3,3,2,0.66,0.322,1.0,1.0,11.266,13.834,6.3
0.666,2000,daytime,1.1,0.3,5,2,0.647,0.295,1.0,1.0,10.078,13.544,2.5
0.666,2000,daytime,1.1,0.3,7,2,0.647,0.295,1.0,1.0,10.03,13.499,2.5
0.666,2000,daytime,1.1,0.4,3,2,0.623,0.249,1.0,1.0,6.473,11.381,0.0
0.666,2000,daytime,1.1,0.4,5,2,0.623,0.249,1.0,1.0,6.506,11.435,0.0
0.666,2000,daytime,1.1,0.4,7,2,0.623,0.249,1.0,1.0,6.479,11.405,0.0
0.666,2000,daytime,1.1,0.5,3,2,0.613,0.229,1.0,1.0,5.022,10.062,0.0
0.666,2000,daytime,1.1,0.5,5,2,0.607,0.216,1.0,1.0,2.333,4.18,0.0
0.666,2000,daytime,1.1,0.5,7,2,0.6,0.203,1.0,1.0,1.12,2.24,0.0
0.666,2000,daytime,1.1,0.6,3,2,0.6,0.203,1.0,1.0,1.24,2.48,0.0
0.666,2000,daytime,1.1,0.6,5,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,daytime,1.1,0.6,7,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,daytime,1.1,0.7,3,2,0.597,0.196,1.0,1.0,1.009,1.526,0.0
0.666,2000,daytime,1.1,0.7,5,2,0.597,0.196,1.0,1.0,1.043,1.574,0.0
0.666,2000,daytime,1.1,0.7,7,2,0.597,0.196,1.0,1.0,1.505,2.279,0.0
0.666,2000,daytime,1.1,0.8,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.1,0.8,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.1,0.8,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.1,0.9,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.1,0.9,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.1,0.9,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.1,1.0,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.1,1.0,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.1,1.0,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.15,0.1,3,2,0.877,0.751,1.0,1.0,11.161,11.406,7.9
0.666,2000,daytime,1.15,0.1,5,2,0.8,0.598,1.0,1.0,11.061,11.124,7.6
0.666,2000,daytime,1.15,0.1,7,2,0.757,0.512,1.0,1.0,12.237,12.02,8.6
0.666,2000,daytime,1.15,0.2,3,2,0.696,0.395,1.0,1.0,11.978,12.545,6.8
0.666,2000,daytime,1.15,0.2,5,2,0.673,0.348,1.0,1.0,11.345,12.716,7.8
0.666,2000,daytime,1.15,0.2,7,2,0.657,0.315,1.0,1.0,10.354,12.897,4.1
0.666,2000,daytime,1.15,0.3,3,2,0.65,0.302,1.0,1.0,10.146,13.522,2.0
0.666,2000,daytime,1.15,0.3,5,2,0.64,0.282,1.0,1.0,9.031,13.215,0.0
0.666,2000,daytime,1.15,0.3,7,2,0.637,0.275,1.0,1.0,8.662,13.219,0.0
0.666,2000,daytime,1.15,0.4,3,2,0.623,0.249,1.0,1.0,6.517,11.472,0.0
0.666,2000,daytime,1.15,0.4,5,2,0.617,0.236,1.0,1.0,5.069,10.826,0.0
0.666,2000,daytime,1.15,0.4,7,2,0.61,0.223,1.0,1.0,3.502,7.742,0.0
0.666,2000,daytime,1.15,0.5,3,2,0.603,0.21,1.0,1.0,1.733,2.494,0.0
0.666,2000,daytime,1.15,0.5,5,2,0.6,0.203,1.0,1.0,1.2,2.4,0.0
0.666,2000,daytime,1.15,0.5,7,2,0.6,0.203,1.0,1.0,1.24,2.48,0.0
0.666,2000,daytime,1.15,0.6,3,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,daytime,1.15,0.6,5,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,daytime,1.15,0.6,7,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,daytime,1.15,0.7,3,2,0.597,0.196,1.0,1.0,1.034,1.592,0.0
0.666,2000,daytime,1.15,0.7,5,2,0.597,0.196,1.0,1.0,1.201,1.862,0.0
0.666,2000,daytime,1.15,0.7,7,2,0.597,0.196,1.0,1.0,2.021,3.096,0.0
0.666,2000,daytime,1.15,0.8,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.15,0.8,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.15,0.8,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.15,0.9,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.15,0.9,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.15,0.9,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.15,1.0,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.15,1.0,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.15,1.0,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.2,0.1,3,2,0.86,0.718,1.0,1.0,11.12,11.434,7.8
0.666,2000,daytime,1.2,0.1,5,2,0.78,0.558,1.0,1.0,11.143,11.473,7.0
0.666,2000,daytime,1.2,0.1,7,2,0.753,0.505,1.0,1.0,12.809,12.286,8.9
0.666,2000,daytime,1.2,0.2,3,2,0.683,0.368,1.0,1.0,11.607,12.837,6.2
0.666,2000,daytime,1.2,0.2,5,2,0.66,0.322,1.0,1.0,10.912,13.214,6.0
0.666,2000,daytime,1.2,0.2,7,2,0.653,0.307,1.0,1.0,9.99,12.81,2.2
0.666,2000,daytime,1.2,0.3,3,2,0.65,0.302,1.0,1.0,10.289,13.682,2.0
0.666,2000,daytime,1.2,0.3,5,2,0.64,0.282,1.0,1.0,9.109,13.311,0.0
0.666,2000,daytime,1.2,0.3,7,2,0.633,0.269,1.0,1.0,8.192,12.825,0.0
0.666,2000,daytime,1.2,0.4,3,2,0.62,0.243,1.0,1.0,5.639,11.057,0.0
0.666,2000,daytime,1.2,0.4,5,2,0.613,0.229,1.0,1.0,4.12,8.467,0.0
0.666,2000,daytime,1.2,0.4,7,2,0.607,0.215,1.0,1.0,3.12,6.627,0.0
0.666,2000,daytime,1.2,0.5,3,2,0.6,0.203,1.0,1.0,0.88,1.76,0.0
0.666,2000,daytime,1.2,0.5,5,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,daytime,1.2,0.5,7,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,daytime,1.2,0.6,3,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,daytime,1.2,0.6,5,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,daytime,1.2,0.6,7,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,daytime,1.2,0.7,3,2,0.597,0.196,1.0,1.0,1.092,1.718,0.0
0.666,2000,daytime,1.2,0.7,5,2,0.597,0.196,1.0,1.0,1.255,1.945,0.0
0.666,2000,daytime,1.2,0.7,7,2,0.597,0.196,1.0,1.0,2.104,3.185,0.0
0.666,2000,daytime,1.2,0.8,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.2,0.8,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.2,0.8,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.2,0.9,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.2,0.9,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.2,0.9,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.2,1.0,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.2,1.0,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.2,1.0,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.0,0.1,3,2,0.767,0.532,1.0,1.0,12.938,12.09,9.2
0.666,2000,simple,1.0,0.1,5,2,0.73,0.459,1.0,1.0,12.52,11.893,10.4
0.666,2000,simple,1.0,0.1,7,2,0.717,0.433,1.0,1.0,12.29,12.315,9.5
0.666,2000,simple,1.0,0.2,3,2,0.653,0.309,1.0,1.0,10.448,13.456,6.2
0.666,2000,simple,1.0,0.2,5,2,0.647,0.295,1.0,1.0,9.715,13.178,2.4
0.666,2000,simple,1.0,0.2,7,2,0.64,0.281,1.0,1.0,9.05,13.104,2.4
0.666,2000,simple,1.0,0.3,3,2,0.633,0.269,1.0,1.0,8.404,13.142,0.0
0.666,2000,simple,1.0,0.3,5,2,0.627,0.255,1.0,1.0,7.132,12.524,0.0
0.666,2000,simple,1.0,0.3,7,2,0.61,0.223,1.0,1.0,3.771,6.56,0.0
0.666,2000,simple,1.0,0.4,3,2,0.603,0.21,1.0,1.0,1.667,3.72,0.0
0.666,2000,simple,1.0,0.4,5,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,simple,1.0,0.4,7,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,simple,1.0,0.5,3,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,simple,1.0,0.5,5,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,simple,1.0,0.5,7,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,simple,1.0,0.6,3,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,simple,1.0,0.6,5,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,simple,1.0,0.6,7,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,simple,1.0,0.7,3,2,0.597,0.196,1.0,1.0,1.109,1.64,0.0
0.666,2000,simple,1.0,0.7,5,2,0.597,0.196,1.0,1.0,1.183,1.771,0.0
0.666,2000,simple,1.0,0.7,7,2,0.597,0.196,1.0,1.0,2.244,3.28,0.0
0.666,2000,simple,1.0,0.8,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.0,0.8,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.0,0.8,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.0,0.9,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.0,0.9,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.0,0.9,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.0,1.0,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.0,1.0,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.0,1.0,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.05,0.1,3,2,0.75,0.499,1.0,1.0,13.242,12.406,9.7
0.666,2000,simple,1.05,0.1,5,2,0.713,0.427,1.0,1.0,12.284,12.344,9.8
0.666,2000,simple,1.05,0.1,7,2,0.7,0.401,1.0,1.0,11.759,12.37,8.5
0.666,2000,simple,1.05,0.2,3,2,0.653,0.309,1.0,1.0,10.566,13.639,6.2
0.666,2000,simple,1.05,0.2,5,2,0.64,0.282,1.0,1.0,8.673,12.604,0.0
0.666,2000,simple,1.05,0.2,7,2,0.633,0.269,1.0,1.0,7.931,12.411,0.0
0.666,2000,simple,1.05,0.3,3,2,0.624,0.249,1.0,1.0,6.685,12.151,0.0
0.666,2000,simple,1.05,0.3,5,2,0.61,0.223,1.0,1.0,3.838,6.654,0.0
0.666,2000,simple,1.05,0.3,7,2,0.607,0.217,1.0,1.0,3.018,6.349,0.0
0.666,2000,simple,1.05,0.4,3,2,0.6,0.203,1.0,1.0,0.467,1.32,0.0
0.666,2000,simple,1.05,0.4,5,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,simple,1.05,0.4,7,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,simple,1.05,0.5,3,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,simple,1.05,0.5,5,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,simple,1.05,0.5,7,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,simple,1.05,0.6,3,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,simple,1.05,0.6,5,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,simple,1.05,0.6,7,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,simple,1.05,0.7,3,2,0.597,0.196,1.0,1.0,1.361,2.075,0.0
0.666,2000,simple,1.05,0.7,5,2,0.597,0.196,1.0,1.0,2.289,3.361,0.0
0.666,2000,simple,1.05,0.7,7,2,0.597,0.196,1.0,1.0,2.448,3.544,0.0
0.666,2000,simple,1.05,0.8,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.05,0.8,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.05,0.8,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.05,0.9,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.05,0.9,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.05,0.9,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.05,1.0,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.05,1.0,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.05,1.0,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.1,0.1,3,2,0.73,0.46,1.0,1.0,12.342,11.89,9.7
0.666,2000,simple,1.1,0.1,5,2,0.707,0.413,1.0,1.0,12.107,12.483,9.6
0.666,2000,simple,1.1,0.1,7,2,0.7,0.401,1.0,1.0,11.898,12.453,8.7
0.666,2000,simple,1.1,0.2,3,2,0.65,0.302,1.0,1.0,10.566,13.902,4.6
0.666,2000,simple,1.1,0.2,5,2,0.633,0.268,1.0,1.0,7.581,12.062,0.0
0.666,2000,simple,1.1,0.2,7,2,0.627,0.255,1.0,1.0,6.683,11.747,0.0
0.666,2000,simple,1.1,0.3,3,2,0.61,0.221,1.0,1.0,3.149,4.298,0.0
0.666,2000,simple,1.1,0.3,5,2,0.603,0.209,1.0,1.0,1.898,4.109,0.0
0.666,2000,simple,1.1,0.3,7,2,0.6,0.203,1.0,1.0,0.378,1.069,0.0
0.666,2000,simple,1.1,0.4,3,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,simple,1.1,0.4,5,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,simple,1.1,0.4,7,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,simple,1.1,0.5,3,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,simple,1.1,0.5,5,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,simple,1.1,0.5,7,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,simple,1.1,0.6,3,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,simple,1.1,0.6,5,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,simple,1.1,0.6,7,2,0.597,0.196,1.0,1.0,0.0,0.0,0.0
0.666,2000,simple,1.1,0.7,3,2,0.597,0.196,1.0,1.0,1.494,2.263,0.0
0.666,2000,simple,1.1,0.7,5,2,0.597,0.196,1.0,1.0,2.926,4.707,0.0
0.666,2000,simple,1.1,0.7,7,2,0.593,0.189,1.0,1.0,2.678,4.644,0.0
0.666,2000,simple,1.1,0.8,3,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.1,0.8,5,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.1,0.8,7,2,0.5,0.0,1.0,0.0,999999999.0,0.0,999999999.0
