alpha,max_iter,th_mode,th_multiplier,th_majority,mk_size,cv_step,accuracy,recall,specificity,precision,dt_mean,dt_std,dt_median
0.333,2000,simple,1.15,0.8,7,2,0.52,0.029,1.0,1.0,16.9,0.5,16.9
0.333,2000,simple,1.15,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.333,2000,simple,1.15,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.333,2000,simple,1.15,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.333,2000,simple,1.15,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.333,2000,simple,1.15,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.333,2000,simple,1.15,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.333,2000,simple,1.2,0.1,3,2,0.842,0.689,0.996,0.994,6.704,14.817,0.0
0.333,2000,simple,1.2,0.1,5,2,0.84,0.685,0.996,0.994,7.636,15.973,0.0
0.333,2000,simple,1.2,0.1,7,2,0.834,0.671,0.996,0.994,7.941,16.25,0.2
0.333,2000,simple,1.2,0.2,3,2,0.79,0.578,1.0,1.0,4.999,10.182,0.0
0.333,2000,simple,1.2,0.2,5,2,0.788,0.574,1.0,1.0,5.85,11.575,0.0
0.333,2000,simple,1.2,0.2,7,2,0.786,0.57,1.0,1.0,6.308,12.02,0.0
0.333,2000,simple,1.2,0.3,3,2,0.742,0.479,1.0,1.0,7.052,14.561,0.0
0.333,2000,simple,1.2,0.3,5,2,0.738,0.471,1.0,1.0,7.698,14.604,0.0
0.333,2000,simple,1.2,0.3,7,2,0.736,0.466,1.0,1.0,8.61,17.086,0.2
0.333,2000,simple,1.2,0.4,3,2,0.716,0.426,1.0,1.0,7.195,17.24,0.0
0.333,2000,simple,1.2,0.4,5,2,0.712,0.418,1.0,1.0,8.625,18.723,0.0
0.333,2000,simple,1.2,0.4,7,2,0.712,0.418,1.0,1.0,8.897,18.78,0.2
0.333,2000,simple,1.2,0.5,3,2,0.674,0.341,1.0,1.0,5.689,11.702,0.0
0.333,2000,simple,1.2,0.5,5,2,0.672,0.336,1.0,1.0,7.408,14.071,0.0
0.333,2000,simple,1.2,0.5,7,2,0.672,0.336,1.0,1.0,9.546,18.088,0.2
0.333,2000,simple,1.2,0.6,3,2,0.632,0.256,1.0,1.0,9.443,23.155,0.0
0.333,2000,simple,1.2,0.6,5,2,0.63,0.252,1.0,1.0,14.17,31.311,0.0
0.333,2000,simple,1.2,0.6,7,2,0.628,0.249,1.0,1.0,14.795,31.743,0.0
0.333,2000,simple,1.2,0.7,3,2,0.586,0.164,1.0,1.0,10.487,23.393,0.0
0.333,2000,simple,1.2,0.7,5,2,0.58,0.152,1.0,1.0,6.565,9.417,0.1
0.333,2000,simple,1.2,0.7,7,2,0.576,0.144,1.0,1.0,6.611,9.555,0.1
0.333,2000,simple,1.2,0.8,3,2,0.524,0.038,1.0,1.0,7.133,9.84,0.6
0.333,2000,simple,1.2,0.8,5,2,0.52,0.029,1.0,1.0,17.0,0.6,17.0
0.333,2000,simple,1.2,0.8,7,2,0.52,0.029,1.0,1.0,18.9,1.3,18.9
0.333,2000,simple,1.2,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.333,2000,simple,1.2,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.333,2000,simple,1.2,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.333,2000,simple,1.2,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.333,2000,simple,1.2,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.333,2000,simple,1.2,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.0,0.1,3,2,0.892,0.804,0.981,0.975,8.649,21.2,0.0
0.666,2000,daytime,1.0,0.1,5,2,0.888,0.796,0.981,0.975,10.05,25.041,0.0
0.666,2000,daytime,1.0,0.1,7,2,0.886,0.792,0.981,0.975,11.294,26.313,0.0
0.666,2000,daytime,1.0,0.2,3,2,0.85,0.703,0.996,0.994,6.596,13.82,0.0
0.666,2000,daytime,1.0,0.2,5,2,0.848,0.695,1.0,1.0,7.902,16.894,0.0
0.666,2000,daytime,1.0,0.2,7,2,0.844,0.687,1.0,1.0,9.442,21.494,0.0
0.666,2000,daytime,1.0,0.3,3,2,0.81,0.619,1.0,1.0,5.148,10.32,0.0
0.666,2000,daytime,1.0,0.3,5,2,0.806,0.611,1.0,1.0,6.021,11.709,0.0
0.666,2000,daytime,1.0,0.3,7,2,0.802,0.603,1.0,1.0,6.224,12.078,0.2
0.666,2000,daytime,1.0,0.4,3,2,0.782,0.563,1.0,1.0,6.048,12.7,0.0
0.666,2000,daytime,1.0,0.4,5,2,0.776,0.551,1.0,1.0,6.004,12.224,0.0
0.666,2000,daytime,1.0,0.4,7,2,0.776,0.551,1.0,1.0,6.181,12.265,0.2
0.666,2000,daytime,1.0,0.5,3,2,0.75,0.498,1.0,1.0,6.033,15.97,0.0
0.666,2000,daytime,1.0,0.5,5,2,0.742,0.482,1.0,1.0,5.775,12.381,0.0
0.666,2000,daytime,1.0,0.5,7,2,0.738,0.473,1.0,1.0,6.553,14.286,0.0
0.666,2000,daytime,1.0,0.6,3,2,0.702,0.4,1.0,1.0,12.214,25.894,0.6
0.666,2000,daytime,1.0,0.6,5,2,0.698,0.392,1.0,1.0,12.411,21.453,0.6
0.666,2000,daytime,1.0,0.6,7,2,0.692,0.381,1.0,1.0,13.106,25.408,0.4
0.666,2000,daytime,1.0,0.7,3,2,0.63,0.254,1.0,1.0,2.51,5.298,0.0
0.666,2000,daytime,1.0,0.7,5,2,0.626,0.246,1.0,1.0,4.529,9.728,0.0
0.666,2000,daytime,1.0,0.7,7,2,0.626,0.246,1.0,1.0,4.514,9.709,0.0
0.666,2000,daytime,1.0,0.8,3,2,0.586,0.165,1.0,1.0,1.177,2.672,0.0
0.666,2000,daytime,1.0,0.8,5,2,0.586,0.165,1.0,1.0,2.832,6.377,0.0
0.666,2000,daytime,1.0,0.8,7,2,0.586,0.165,1.0,1.0,2.832,6.377,0.0
0.666,2000,daytime,1.0,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.0,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.0,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.0,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.0,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.0,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.05,0.1,3,2,0.888,0.797,0.981,0.975,7.777,15.836,0.0
0.666,2000,daytime,1.05,0.1,5,2,0.886,0.793,0.981,0.975,8.97,17.621,0.0
0.666,2000,daytime,1.05,0.1,7,2,0.882,0.784,0.981,0.975,9.717,19.773,0.2
0.666,2000,daytime,1.05,0.2,3,2,0.85,0.7,1.0,1.0,6.48,12.508,0.2
0.666,2000,daytime,1.05,0.2,5,2,0.844,0.688,1.0,1.0,7.96,15.019,0.1
0.666,2000,daytime,1.05,0.2,7,2,0.84,0.68,1.0,1.0,7.58,13.95,0.0
0.666,2000,daytime,1.05,0.3,3,2,0.808,0.615,1.0,1.0,5.93,11.453,0.0
0.666,2000,daytime,1.05,0.3,5,2,0.802,0.604,1.0,1.0,6.913,14.142,0.0
0.666,2000,daytime,1.05,0.3,7,2,0.798,0.595,1.0,1.0,7.277,15.144,0.2
0.666,2000,daytime,1.05,0.4,3,2,0.778,0.555,1.0,1.0,5.257,11.094,0.0
0.666,2000,daytime,1.05,0.4,5,2,0.776,0.551,1.0,1.0,6.218,12.493,0.0
0.666,2000,daytime,1.05,0.4,7,2,0.776,0.551,1.0,1.0,6.386,12.57,0.2
0.666,2000,daytime,1.05,0.5,3,2,0.746,0.49,1.0,1.0,4.794,10.707,0.0
0.666,2000,daytime,1.05,0.5,5,2,0.742,0.482,1.0,1.0,5.785,12.377,0.0
0.666,2000,daytime,1.05,0.5,7,2,0.736,0.469,1.0,1.0,6.613,14.34,0.0
0.666,2000,daytime,1.05,0.6,3,2,0.702,0.4,1.0,1.0,13.077,28.199,0.6
0.666,2000,daytime,1.05,0.6,5,2,0.694,0.385,1.0,1.0,11.934,21.459,0.4
0.666,2000,daytime,1.05,0.6,7,2,0.69,0.377,1.0,1.0,11.489,22.467,0.2
0.666,2000,daytime,1.05,0.7,3,2,0.628,0.25,1.0,1.0,2.436,5.338,0.0
0.666,2000,daytime,1.05,0.7,5,2,0.626,0.246,1.0,1.0,4.56,9.774,0.0
0.666,2000,daytime,1.05,0.7,7,2,0.626,0.246,1.0,1.0,4.56,9.774,0.0
0.666,2000,daytime,1.05,0.8,3,2,0.586,0.165,1.0,1.0,1.177,2.672,0.0
0.666,2000,daytime,1.05,0.8,5,2,0.586,0.165,1.0,1.0,2.832,6.377,0.0
0.666,2000,daytime,1.05,0.8,7,2,0.586,0.165,1.0,1.0,2.832,6.377,0.0
0.666,2000,daytime,1.05,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.05,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.05,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.05,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.05,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.05,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.1,0.1,3,2,0.888,0.797,0.981,0.975,8.605,18.369,0.0
0.666,2000,daytime,1.1,0.1,5,2,0.886,0.793,0.981,0.975,11.736,28.871,0.0
0.666,2000,daytime,1.1,0.1,7,2,0.88,0.781,0.981,0.975,9.145,17.417,0.6
0.666,2000,daytime,1.1,0.2,3,2,0.848,0.696,1.0,1.0,6.719,12.993,0.4
0.666,2000,daytime,1.1,0.2,5,2,0.844,0.688,1.0,1.0,8.298,16.108,0.2
0.666,2000,daytime,1.1,0.2,7,2,0.84,0.68,1.0,1.0,7.652,13.969,0.0
0.666,2000,daytime,1.1,0.3,3,2,0.804,0.608,1.0,1.0,6.476,13.42,0.0
0.666,2000,daytime,1.1,0.3,5,2,0.798,0.596,1.0,1.0,6.713,14.173,0.0
0.666,2000,daytime,1.1,0.3,7,2,0.796,0.591,1.0,1.0,7.05,14.407,0.2
0.666,2000,daytime,1.1,0.4,3,2,0.778,0.555,1.0,1.0,5.272,11.122,0.0
0.666,2000,daytime,1.1,0.4,5,2,0.776,0.551,1.0,1.0,8.546,22.995,0.0
0.666,2000,daytime,1.1,0.4,7,2,0.774,0.546,1.0,1.0,7.265,16.518,0.1
0.666,2000,daytime,1.1,0.5,3,2,0.744,0.486,1.0,1.0,4.715,10.795,0.0
0.666,2000,daytime,1.1,0.5,5,2,0.738,0.473,1.0,1.0,5.972,12.591,0.0
0.666,2000,daytime,1.1,0.5,7,2,0.734,0.464,1.0,1.0,6.862,14.642,0.2
0.666,2000,daytime,1.1,0.6,3,2,0.696,0.389,1.0,1.0,8.005,15.624,0.2
0.666,2000,daytime,1.1,0.6,5,2,0.692,0.381,1.0,1.0,10.351,18.501,0.2
0.666,2000,daytime,1.1,0.6,7,2,0.688,0.372,1.0,1.0,12.015,23.472,0.2
0.666,2000,daytime,1.1,0.7,3,2,0.628,0.25,1.0,1.0,2.451,5.364,0.0
0.666,2000,daytime,1.1,0.7,5,2,0.626,0.246,1.0,1.0,4.576,9.799,0.0
0.666,2000,daytime,1.1,0.7,7,2,0.626,0.246,1.0,1.0,6.914,17.388,0.0
0.666,2000,daytime,1.1,0.8,3,2,0.586,0.165,1.0,1.0,1.177,2.672,0.0
0.666,2000,daytime,1.1,0.8,5,2,0.586,0.165,1.0,1.0,2.832,6.377,0.0
0.666,2000,daytime,1.1,0.8,7,2,0.586,0.165,1.0,1.0,2.832,6.377,0.0
0.666,2000,daytime,1.1,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.1,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.1,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.1,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.1,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.1,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.15,0.1,3,2,0.884,0.789,0.981,0.975,10.688,31.131,0.2
0.666,2000,daytime,1.15,0.1,5,2,0.88,0.781,0.981,0.975,10.051,24.932,0.6
0.666,2000,daytime,1.15,0.1,7,2,0.874,0.769,0.981,0.975,8.487,15.096,0.6
0.666,2000,daytime,1.15,0.2,3,2,0.846,0.692,1.0,1.0,6.827,13.13,0.2
0.666,2000,daytime,1.15,0.2,5,2,0.844,0.688,1.0,1.0,8.353,16.172,0.2
0.666,2000,daytime,1.15,0.2,7,2,0.838,0.676,1.0,1.0,7.637,14.09,0.0
0.666,2000,daytime,1.15,0.3,3,2,0.798,0.596,1.0,1.0,5.746,12.831,0.0
0.666,2000,daytime,1.15,0.3,5,2,0.796,0.591,1.0,1.0,6.864,14.472,0.0
0.666,2000,daytime,1.15,0.3,7,2,0.792,0.583,1.0,1.0,7.048,14.527,0.2
0.666,2000,daytime,1.15,0.4,3,2,0.778,0.555,1.0,1.0,7.76,21.782,0.0
0.666,2000,daytime,1.15,0.4,5,2,0.772,0.543,1.0,1.0,7.763,19.172,0.0
0.666,2000,daytime,1.15,0.4,7,2,0.77,0.538,1.0,1.0,6.474,12.985,0.1
0.666,2000,daytime,1.15,0.5,3,2,0.74,0.478,1.0,1.0,4.893,11.0,0.0
0.666,2000,daytime,1.15,0.5,5,2,0.736,0.469,1.0,1.0,6.518,14.422,0.0
0.666,2000,daytime,1.15,0.5,7,2,0.734,0.464,1.0,1.0,7.198,15.259,0.2
0.666,2000,daytime,1.15,0.6,3,2,0.696,0.389,1.0,1.0,8.039,15.658,0.3
0.666,2000,daytime,1.15,0.6,5,2,0.69,0.377,1.0,1.0,10.482,18.584,0.3
0.666,2000,daytime,1.15,0.6,7,2,0.688,0.372,1.0,1.0,12.041,23.504,0.3
0.666,2000,daytime,1.15,0.7,3,2,0.628,0.25,1.0,1.0,2.479,5.434,0.0
0.666,2000,daytime,1.15,0.7,5,2,0.626,0.246,1.0,1.0,6.926,17.43,0.0
0.666,2000,daytime,1.15,0.7,7,2,0.626,0.246,1.0,1.0,6.926,17.43,0.0
0.666,2000,daytime,1.15,0.8,3,2,0.586,0.165,1.0,1.0,1.177,2.672,0.0
0.666,2000,daytime,1.15,0.8,5,2,0.586,0.165,1.0,1.0,2.832,6.377,0.0
0.666,2000,daytime,1.15,0.8,7,2,0.586,0.165,1.0,1.0,2.832,6.377,0.0
0.666,2000,daytime,1.15,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.15,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.15,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.15,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.15,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.15,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.2,0.1,3,2,0.884,0.786,0.985,0.98,9.29,24.387,0.8
0.666,2000,daytime,1.2,0.1,5,2,0.888,0.781,0.996,0.995,10.48,26.622,0.8
0.666,2000,daytime,1.2,0.1,7,2,0.882,0.769,0.996,0.995,8.567,15.14,0.6
0.666,2000,daytime,1.2,0.2,3,2,0.846,0.692,1.0,1.0,7.188,14.2,0.3
0.666,2000,daytime,1.2,0.2,5,2,0.844,0.688,1.0,1.0,9.005,18.546,0.3
0.666,2000,daytime,1.2,0.2,7,2,0.836,0.672,1.0,1.0,7.9,14.513,0.0
0.666,2000,daytime,1.2,0.3,3,2,0.794,0.588,1.0,1.0,6.021,13.333,0.0
0.666,2000,daytime,1.2,0.3,5,2,0.792,0.583,1.0,1.0,7.052,14.688,0.0
0.666,2000,daytime,1.2,0.3,7,2,0.792,0.583,1.0,1.0,7.245,14.727,0.2
0.666,2000,daytime,1.2,0.4,3,2,0.774,0.547,1.0,1.0,6.807,17.855,0.0
0.666,2000,daytime,1.2,0.4,5,2,0.772,0.543,1.0,1.0,7.777,19.172,0.0
0.666,2000,daytime,1.2,0.4,7,2,0.77,0.538,1.0,1.0,6.509,13.032,0.2
0.666,2000,daytime,1.2,0.5,3,2,0.738,0.473,1.0,1.0,5.404,12.844,0.0
0.666,2000,daytime,1.2,0.5,5,2,0.736,0.469,1.0,1.0,6.56,14.411,0.0
0.666,2000,daytime,1.2,0.5,7,2,0.732,0.461,1.0,1.0,7.197,15.298,0.2
0.666,2000,daytime,1.2,0.6,3,2,0.696,0.389,1.0,1.0,9.299,18.1,0.3
0.666,2000,daytime,1.2,0.6,5,2,0.686,0.368,1.0,1.0,10.681,18.71,0.3
0.666,2000,daytime,1.2,0.6,7,2,0.682,0.36,1.0,1.0,12.528,23.89,0.0
0.666,2000,daytime,1.2,0.7,3,2,0.628,0.25,1.0,1.0,2.479,5.434,0.0
0.666,2000,daytime,1.2,0.7,5,2,0.626,0.246,1.0,1.0,6.926,17.43,0.0
0.666,2000,daytime,1.2,0.7,7,2,0.624,0.242,1.0,1.0,7.024,18.818,0.0
0.666,2000,daytime,1.2,0.8,3,2,0.586,0.165,1.0,1.0,1.177,2.672,0.0
0.666,2000,daytime,1.2,0.8,5,2,0.586,0.165,1.0,1.0,2.832,6.377,0.0
0.666,2000,daytime,1.2,0.8,7,2,0.586,0.165,1.0,1.0,3.112,6.937,0.0
0.666,2000,daytime,1.2,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.2,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.2,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.2,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.2,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,daytime,1.2,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.0,0.1,3,2,0.842,0.7,0.985,0.978,7.183,16.374,0.0
0.666,2000,simple,1.0,0.1,5,2,0.842,0.696,0.988,0.983,7.926,16.907,0.0
0.666,2000,simple,1.0,0.1,7,2,0.836,0.684,0.988,0.983,7.313,14.123,0.1
0.666,2000,simple,1.0,0.2,3,2,0.808,0.616,1.0,1.0,5.384,12.474,0.0
0.666,2000,simple,1.0,0.2,5,2,0.804,0.607,1.0,1.0,6.844,15.235,0.0
0.666,2000,simple,1.0,0.2,7,2,0.802,0.603,1.0,1.0,6.533,13.088,0.0
0.666,2000,simple,1.0,0.3,3,2,0.782,0.562,1.0,1.0,6.32,15.543,0.0
0.666,2000,simple,1.0,0.3,5,2,0.778,0.554,1.0,1.0,7.191,16.841,0.0
0.666,2000,simple,1.0,0.3,7,2,0.776,0.55,1.0,1.0,6.715,14.427,0.1
0.666,2000,simple,1.0,0.4,3,2,0.758,0.514,1.0,1.0,5.543,13.51,0.0
0.666,2000,simple,1.0,0.4,5,2,0.75,0.496,1.0,1.0,5.671,12.165,0.0
0.666,2000,simple,1.0,0.4,7,2,0.748,0.492,1.0,1.0,5.887,12.242,0.0
0.666,2000,simple,1.0,0.5,3,2,0.73,0.456,1.0,1.0,6.33,16.023,0.0
0.666,2000,simple,1.0,0.5,5,2,0.726,0.448,1.0,1.0,7.405,17.671,0.0
0.666,2000,simple,1.0,0.5,7,2,0.722,0.44,1.0,1.0,6.173,12.788,0.0
0.666,2000,simple,1.0,0.6,3,2,0.668,0.332,1.0,1.0,4.956,11.232,0.0
0.666,2000,simple,1.0,0.6,5,2,0.662,0.319,1.0,1.0,7.581,20.225,0.0
0.666,2000,simple,1.0,0.6,7,2,0.658,0.311,1.0,1.0,5.608,12.529,0.0
0.666,2000,simple,1.0,0.7,3,2,0.626,0.246,1.0,1.0,4.727,12.927,0.0
0.666,2000,simple,1.0,0.7,5,2,0.624,0.242,1.0,1.0,6.911,16.368,0.0
0.666,2000,simple,1.0,0.7,7,2,0.624,0.242,1.0,1.0,7.65,18.512,0.0
0.666,2000,simple,1.0,0.8,3,2,0.58,0.153,1.0,1.0,1.848,3.973,0.0
0.666,2000,simple,1.0,0.8,5,2,0.58,0.153,1.0,1.0,3.885,6.856,0.1
0.666,2000,simple,1.0,0.8,7,2,0.58,0.153,1.0,1.0,3.885,6.856,0.1
0.666,2000,simple,1.0,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.0,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.0,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.0,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.0,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.0,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.05,0.1,3,2,0.836,0.685,0.988,0.982,5.723,12.389,0.0
0.666,2000,simple,1.05,0.1,5,2,0.832,0.676,0.988,0.982,6.481,13.32,0.0
0.666,2000,simple,1.05,0.1,7,2,0.832,0.676,0.988,0.982,7.318,15.049,0.2
0.666,2000,simple,1.05,0.2,3,2,0.8,0.599,1.0,1.0,5.101,11.207,0.0
0.666,2000,simple,1.05,0.2,5,2,0.796,0.59,1.0,1.0,5.901,12.467,0.0
0.666,2000,simple,1.05,0.2,7,2,0.792,0.583,1.0,1.0,5.973,11.951,0.0
0.666,2000,simple,1.05,0.3,3,2,0.776,0.55,1.0,1.0,5.606,12.803,0.0
0.666,2000,simple,1.05,0.3,5,2,0.772,0.542,1.0,1.0,6.037,12.088,0.0
0.666,2000,simple,1.05,0.3,7,2,0.772,0.542,1.0,1.0,6.97,13.775,0.0
0.666,2000,simple,1.05,0.4,3,2,0.75,0.496,1.0,1.0,4.719,10.633,0.0
0.666,2000,simple,1.05,0.4,5,2,0.748,0.492,1.0,1.0,5.763,12.216,0.0
0.666,2000,simple,1.05,0.4,7,2,0.748,0.492,1.0,1.0,6.784,14.031,0.0
0.666,2000,simple,1.05,0.5,3,2,0.726,0.448,1.0,1.0,5.95,15.931,0.0
0.666,2000,simple,1.05,0.5,5,2,0.722,0.44,1.0,1.0,8.625,22.544,0.0
0.666,2000,simple,1.05,0.5,7,2,0.72,0.435,1.0,1.0,8.928,22.582,0.2
0.666,2000,simple,1.05,0.6,3,2,0.664,0.323,1.0,1.0,7.763,19.433,0.0
0.666,2000,simple,1.05,0.6,5,2,0.658,0.311,1.0,1.0,8.903,21.052,0.0
0.666,2000,simple,1.05,0.6,7,2,0.658,0.311,1.0,1.0,8.996,21.031,0.0
0.666,2000,simple,1.05,0.7,3,2,0.626,0.246,1.0,1.0,7.338,15.991,0.0
0.666,2000,simple,1.05,0.7,5,2,0.622,0.238,1.0,1.0,7.424,16.861,0.0
0.666,2000,simple,1.05,0.7,7,2,0.618,0.231,1.0,1.0,4.149,8.055,0.0
0.666,2000,simple,1.05,0.8,3,2,0.58,0.153,1.0,1.0,2.299,4.681,0.0
0.666,2000,simple,1.05,0.8,5,2,0.58,0.153,1.0,1.0,4.136,6.989,0.1
0.666,2000,simple,1.05,0.8,7,2,0.58,0.153,1.0,1.0,4.136,6.989,0.1
0.666,2000,simple,1.05,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.05,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.05,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.05,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.05,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.05,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.1,0.1,3,2,0.832,0.676,0.988,0.982,5.584,12.128,0.0
0.666,2000,simple,1.1,0.1,5,2,0.83,0.672,0.988,0.982,6.332,13.053,0.0
0.666,2000,simple,1.1,0.1,7,2,0.826,0.663,0.988,0.982,7.31,15.394,0.2
0.666,2000,simple,1.1,0.2,3,2,0.796,0.591,1.0,1.0,5.407,11.637,0.0
0.666,2000,simple,1.1,0.2,5,2,0.792,0.583,1.0,1.0,6.405,13.225,0.0
0.666,2000,simple,1.1,0.2,7,2,0.792,0.583,1.0,1.0,6.716,13.501,0.0
0.666,2000,simple,1.1,0.3,3,2,0.774,0.546,1.0,1.0,7.015,17.188,0.0
0.666,2000,simple,1.1,0.3,5,2,0.772,0.542,1.0,1.0,8.103,18.543,0.0
0.666,2000,simple,1.1,0.3,7,2,0.77,0.538,1.0,1.0,8.424,20.05,0.0
0.666,2000,simple,1.1,0.4,3,2,0.75,0.496,1.0,1.0,4.893,10.905,0.0
0.666,2000,simple,1.1,0.4,5,2,0.748,0.492,1.0,1.0,6.637,14.009,0.0
0.666,2000,simple,1.1,0.4,7,2,0.746,0.487,1.0,1.0,6.88,14.051,0.0
0.666,2000,simple,1.1,0.5,3,2,0.724,0.444,1.0,1.0,6.849,18.729,0.0
0.666,2000,simple,1.1,0.5,5,2,0.722,0.44,1.0,1.0,8.798,22.558,0.0
0.666,2000,simple,1.1,0.5,7,2,0.72,0.435,1.0,1.0,9.428,22.78,0.2
0.666,2000,simple,1.1,0.6,3,2,0.662,0.319,1.0,1.0,8.19,22.534,0.0
0.666,2000,simple,1.1,0.6,5,2,0.656,0.307,1.0,1.0,5.827,12.665,0.0
0.666,2000,simple,1.1,0.6,7,2,0.656,0.307,1.0,1.0,5.827,12.665,0.0
0.666,2000,simple,1.1,0.7,3,2,0.622,0.238,1.0,1.0,6.924,14.646,0.0
0.666,2000,simple,1.1,0.7,5,2,0.616,0.226,1.0,1.0,3.836,8.206,0.0
0.666,2000,simple,1.1,0.7,7,2,0.616,0.226,1.0,1.0,3.854,8.231,0.0
0.666,2000,simple,1.1,0.8,3,2,0.578,0.149,1.0,1.0,3.393,6.518,0.0
0.666,2000,simple,1.1,0.8,5,2,0.578,0.149,1.0,1.0,5.473,10.62,0.2
0.666,2000,simple,1.1,0.8,7,2,0.578,0.149,1.0,1.0,5.473,10.62,0.2
