alpha,max_iter,th_mode,th_multiplier,th_majority,mk_size,cv_step,accuracy,recall,specificity,precision,dt_mean,dt_std,dt_median
0.666,2000,simple,1.1,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.1,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.1,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.1,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.1,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.1,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.15,0.1,3,2,0.832,0.667,0.996,0.994,6.679,14.358,0.0
0.666,2000,simple,1.15,0.1,5,2,0.828,0.659,0.996,0.994,7.809,16.376,0.0
0.666,2000,simple,1.15,0.1,7,2,0.824,0.65,0.996,0.994,7.321,14.835,0.1
0.666,2000,simple,1.15,0.2,3,2,0.796,0.591,1.0,1.0,5.449,11.649,0.0
0.666,2000,simple,1.15,0.2,5,2,0.792,0.583,1.0,1.0,6.449,13.227,0.0
0.666,2000,simple,1.15,0.2,7,2,0.792,0.583,1.0,1.0,8.232,18.866,0.0
0.666,2000,simple,1.15,0.3,3,2,0.772,0.542,1.0,1.0,7.803,20.485,0.0
0.666,2000,simple,1.15,0.3,5,2,0.768,0.534,1.0,1.0,8.626,21.478,0.0
0.666,2000,simple,1.15,0.3,7,2,0.766,0.53,1.0,1.0,9.27,23.191,0.0
0.666,2000,simple,1.15,0.4,3,2,0.744,0.484,1.0,1.0,4.95,11.037,0.0
0.666,2000,simple,1.15,0.4,5,2,0.74,0.476,1.0,1.0,6.695,14.168,0.0
0.666,2000,simple,1.15,0.4,7,2,0.74,0.476,1.0,1.0,6.906,14.189,0.0
0.666,2000,simple,1.15,0.5,3,2,0.722,0.44,1.0,1.0,5.771,13.543,0.0
0.666,2000,simple,1.15,0.5,5,2,0.72,0.435,1.0,1.0,7.452,16.242,0.0
0.666,2000,simple,1.15,0.5,7,2,0.716,0.427,1.0,1.0,7.515,15.735,0.2
0.666,2000,simple,1.15,0.6,3,2,0.66,0.315,1.0,1.0,5.169,13.178,0.0
0.666,2000,simple,1.15,0.6,5,2,0.656,0.307,1.0,1.0,5.884,12.71,0.0
0.666,2000,simple,1.15,0.6,7,2,0.654,0.303,1.0,1.0,5.95,12.77,0.0
0.666,2000,simple,1.15,0.7,3,2,0.62,0.234,1.0,1.0,5.933,12.867,0.0
0.666,2000,simple,1.15,0.7,5,2,0.614,0.223,1.0,1.0,3.831,8.242,0.0
0.666,2000,simple,1.15,0.7,7,2,0.614,0.223,1.0,1.0,3.831,8.242,0.0
0.666,2000,simple,1.15,0.8,3,2,0.578,0.149,1.0,1.0,3.513,6.542,0.0
0.666,2000,simple,1.15,0.8,5,2,0.578,0.149,1.0,1.0,5.633,10.598,0.5
0.666,2000,simple,1.15,0.8,7,2,0.576,0.145,1.0,1.0,5.72,10.648,0.6
0.666,2000,simple,1.15,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.15,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.15,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.15,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.15,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.15,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.2,0.1,3,2,0.826,0.654,0.996,0.994,6.414,13.711,0.0
0.666,2000,simple,1.2,0.1,5,2,0.822,0.646,0.996,0.994,7.438,15.522,0.0
0.666,2000,simple,1.2,0.1,7,2,0.818,0.638,0.996,0.994,7.537,15.712,0.1
0.666,2000,simple,1.2,0.2,3,2,0.792,0.583,1.0,1.0,5.685,12.106,0.0
0.666,2000,simple,1.2,0.2,5,2,0.788,0.575,1.0,1.0,6.609,13.453,0.0
0.666,2000,simple,1.2,0.2,7,2,0.786,0.57,1.0,1.0,6.906,13.759,0.0
0.666,2000,simple,1.2,0.3,3,2,0.764,0.526,1.0,1.0,6.933,18.269,0.0
0.666,2000,simple,1.2,0.3,5,2,0.762,0.522,1.0,1.0,7.937,19.689,0.0
0.666,2000,simple,1.2,0.3,7,2,0.76,0.518,1.0,1.0,8.823,20.231,0.0
0.666,2000,simple,1.2,0.4,3,2,0.742,0.48,1.0,1.0,5.619,13.177,0.0
0.666,2000,simple,1.2,0.4,5,2,0.74,0.476,1.0,1.0,6.704,14.169,0.0
0.666,2000,simple,1.2,0.4,7,2,0.738,0.472,1.0,1.0,7.223,15.305,0.0
0.666,2000,simple,1.2,0.5,3,2,0.72,0.435,1.0,1.0,5.739,13.579,0.0
0.666,2000,simple,1.2,0.5,5,2,0.716,0.426,1.0,1.0,7.115,14.533,0.0
0.666,2000,simple,1.2,0.5,7,2,0.712,0.419,1.0,1.0,6.933,13.479,0.1
0.666,2000,simple,1.2,0.6,3,2,0.658,0.311,1.0,1.0,5.445,11.804,0.0
0.666,2000,simple,1.2,0.6,5,2,0.654,0.303,1.0,1.0,9.528,19.164,0.0
0.666,2000,simple,1.2,0.6,7,2,0.654,0.303,1.0,1.0,9.528,19.164,0.0
0.666,2000,simple,1.2,0.7,3,2,0.616,0.227,1.0,1.0,3.276,6.982,0.0
0.666,2000,simple,1.2,0.7,5,2,0.614,0.223,1.0,1.0,5.005,10.779,0.0
0.666,2000,simple,1.2,0.7,7,2,0.614,0.223,1.0,1.0,5.005,10.779,0.0
0.666,2000,simple,1.2,0.8,3,2,0.576,0.145,1.0,1.0,3.72,6.649,0.0
0.666,2000,simple,1.2,0.8,5,2,0.576,0.145,1.0,1.0,5.842,10.718,0.8
0.666,2000,simple,1.2,0.8,7,2,0.576,0.145,1.0,1.0,6.276,10.647,0.8
0.666,2000,simple,1.2,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.2,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.2,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.2,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.2,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.666,2000,simple,1.2,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.0,0.1,3,2,0.874,0.769,0.981,0.974,8.008,19.625,0.0
0.999,2000,daytime,1.0,0.1,5,2,0.872,0.765,0.981,0.974,9.634,22.901,0.0
0.999,2000,daytime,1.0,0.1,7,2,0.868,0.757,0.981,0.974,7.989,14.991,0.3
0.999,2000,daytime,1.0,0.2,3,2,0.836,0.675,0.996,0.994,6.213,13.061,0.0
0.999,2000,daytime,1.0,0.2,5,2,0.832,0.667,0.996,0.994,7.104,13.957,0.0
0.999,2000,daytime,1.0,0.2,7,2,0.832,0.663,1.0,1.0,8.165,15.91,0.0
0.999,2000,daytime,1.0,0.3,3,2,0.808,0.615,1.0,1.0,6.346,12.336,0.0
0.999,2000,daytime,1.0,0.3,5,2,0.802,0.603,1.0,1.0,7.953,17.149,0.0
0.999,2000,daytime,1.0,0.3,7,2,0.802,0.603,1.0,1.0,8.432,18.053,0.0
0.999,2000,daytime,1.0,0.4,3,2,0.79,0.579,1.0,1.0,8.537,21.331,0.0
0.999,2000,daytime,1.0,0.4,5,2,0.784,0.567,1.0,1.0,8.875,21.829,0.0
0.999,2000,daytime,1.0,0.4,7,2,0.78,0.558,1.0,1.0,7.869,18.477,0.0
0.999,2000,daytime,1.0,0.5,3,2,0.764,0.525,1.0,1.0,4.991,10.546,0.0
0.999,2000,daytime,1.0,0.5,5,2,0.76,0.518,1.0,1.0,6.27,12.522,0.0
0.999,2000,daytime,1.0,0.5,7,2,0.758,0.514,1.0,1.0,6.424,12.553,0.2
0.999,2000,daytime,1.0,0.6,3,2,0.702,0.401,1.0,1.0,7.0,13.609,0.0
0.999,2000,daytime,1.0,0.6,5,2,0.696,0.389,1.0,1.0,8.52,16.731,0.0
0.999,2000,daytime,1.0,0.6,7,2,0.694,0.385,1.0,1.0,8.89,17.667,0.0
0.999,2000,daytime,1.0,0.7,3,2,0.64,0.275,1.0,1.0,3.529,9.337,0.0
0.999,2000,daytime,1.0,0.7,5,2,0.636,0.267,1.0,1.0,5.61,11.602,0.0
0.999,2000,daytime,1.0,0.7,7,2,0.634,0.262,1.0,1.0,7.523,16.732,0.0
0.999,2000,daytime,1.0,0.8,3,2,0.586,0.165,1.0,1.0,1.177,2.672,0.0
0.999,2000,daytime,1.0,0.8,5,2,0.586,0.165,1.0,1.0,2.832,6.377,0.0
0.999,2000,daytime,1.0,0.8,7,2,0.586,0.165,1.0,1.0,2.832,6.377,0.0
0.999,2000,daytime,1.0,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.0,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.0,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.0,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.0,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.0,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.05,0.1,3,2,0.874,0.769,0.981,0.974,7.749,16.401,0.4
0.999,2000,daytime,1.05,0.1,5,2,0.868,0.757,0.981,0.974,7.608,15.383,0.0
0.999,2000,daytime,1.05,0.1,7,2,0.864,0.749,0.981,0.974,8.627,18.999,0.5
0.999,2000,daytime,1.05,0.2,3,2,0.832,0.663,1.0,1.0,6.236,13.143,0.0
0.999,2000,daytime,1.05,0.2,5,2,0.83,0.659,1.0,1.0,7.443,14.662,0.0
0.999,2000,daytime,1.05,0.2,7,2,0.828,0.655,1.0,1.0,8.261,16.075,0.0
0.999,2000,daytime,1.05,0.3,3,2,0.804,0.607,1.0,1.0,6.828,16.864,0.0
0.999,2000,daytime,1.05,0.3,5,2,0.796,0.591,1.0,1.0,7.225,15.442,0.0
0.999,2000,daytime,1.05,0.3,7,2,0.794,0.588,1.0,1.0,7.209,14.179,0.0
0.999,2000,daytime,1.05,0.4,3,2,0.786,0.571,1.0,1.0,7.989,20.801,0.0
0.999,2000,daytime,1.05,0.4,5,2,0.78,0.558,1.0,1.0,7.796,18.77,0.0
0.999,2000,daytime,1.05,0.4,7,2,0.772,0.541,1.0,1.0,6.588,14.009,0.0
0.999,2000,daytime,1.05,0.5,3,2,0.762,0.521,1.0,1.0,5.049,10.555,0.0
0.999,2000,daytime,1.05,0.5,5,2,0.756,0.509,1.0,1.0,6.375,12.559,0.0
0.999,2000,daytime,1.05,0.5,7,2,0.75,0.498,1.0,1.0,6.515,12.736,0.1
0.999,2000,daytime,1.05,0.6,3,2,0.7,0.398,1.0,1.0,6.87,14.514,0.0
0.999,2000,daytime,1.05,0.6,5,2,0.694,0.385,1.0,1.0,8.657,16.912,0.0
0.999,2000,daytime,1.05,0.6,7,2,0.692,0.381,1.0,1.0,9.943,21.034,0.0
0.999,2000,daytime,1.05,0.7,3,2,0.64,0.275,1.0,1.0,3.541,9.38,0.0
0.999,2000,daytime,1.05,0.7,5,2,0.636,0.267,1.0,1.0,5.653,11.666,0.0
0.999,2000,daytime,1.05,0.7,7,2,0.634,0.262,1.0,1.0,7.643,16.892,0.0
0.999,2000,daytime,1.05,0.8,3,2,0.586,0.165,1.0,1.0,1.177,2.672,0.0
0.999,2000,daytime,1.05,0.8,5,2,0.586,0.165,1.0,1.0,2.832,6.377,0.0
0.999,2000,daytime,1.05,0.8,7,2,0.586,0.165,1.0,1.0,2.832,6.377,0.0
0.999,2000,daytime,1.05,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.05,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.05,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.05,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.05,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.05,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.1,0.1,3,2,0.87,0.762,0.981,0.974,8.365,18.561,0.3
0.999,2000,daytime,1.1,0.1,5,2,0.866,0.754,0.981,0.974,8.694,18.634,0.4
0.999,2000,daytime,1.1,0.1,7,2,0.862,0.745,0.981,0.974,8.267,15.678,0.4
0.999,2000,daytime,1.1,0.2,3,2,0.832,0.663,1.0,1.0,6.493,13.404,0.0
0.999,2000,daytime,1.1,0.2,5,2,0.83,0.659,1.0,1.0,9.141,19.415,0.0
0.999,2000,daytime,1.1,0.2,7,2,0.824,0.647,1.0,1.0,7.098,13.095,0.0
0.999,2000,daytime,1.1,0.3,3,2,0.798,0.595,1.0,1.0,5.453,10.945,0.0
0.999,2000,daytime,1.1,0.3,5,2,0.796,0.591,1.0,1.0,8.062,16.834,0.0
0.999,2000,daytime,1.1,0.3,7,2,0.792,0.584,1.0,1.0,7.053,13.693,0.0
0.999,2000,daytime,1.1,0.4,3,2,0.78,0.558,1.0,1.0,6.166,14.453,0.0
0.999,2000,daytime,1.1,0.4,5,2,0.774,0.545,1.0,1.0,7.327,15.86,0.0
0.999,2000,daytime,1.1,0.4,7,2,0.772,0.541,1.0,1.0,7.327,15.789,0.1
0.999,2000,daytime,1.1,0.5,3,2,0.756,0.51,1.0,1.0,5.28,10.762,0.0
0.999,2000,daytime,1.1,0.5,5,2,0.75,0.498,1.0,1.0,6.197,12.635,0.0
0.999,2000,daytime,1.1,0.5,7,2,0.748,0.494,1.0,1.0,7.916,18.754,0.1
0.999,2000,daytime,1.1,0.6,3,2,0.7,0.398,1.0,1.0,7.788,18.174,0.0
0.999,2000,daytime,1.1,0.6,5,2,0.694,0.385,1.0,1.0,9.6,20.593,0.0
0.999,2000,daytime,1.1,0.6,7,2,0.692,0.381,1.0,1.0,9.971,21.037,0.0
0.999,2000,daytime,1.1,0.7,3,2,0.64,0.275,1.0,1.0,3.577,9.375,0.0
0.999,2000,daytime,1.1,0.7,5,2,0.636,0.267,1.0,1.0,8.124,19.361,0.0
0.999,2000,daytime,1.1,0.7,7,2,0.634,0.262,1.0,1.0,10.037,24.491,0.0
0.999,2000,daytime,1.1,0.8,3,2,0.586,0.165,1.0,1.0,1.177,2.672,0.0
0.999,2000,daytime,1.1,0.8,5,2,0.586,0.165,1.0,1.0,2.832,6.377,0.0
0.999,2000,daytime,1.1,0.8,7,2,0.586,0.165,1.0,1.0,2.832,6.377,0.0
0.999,2000,daytime,1.1,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.1,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.1,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.1,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.1,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.1,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.15,0.1,3,2,0.868,0.758,0.981,0.974,8.086,19.394,0.4
0.999,2000,daytime,1.15,0.1,5,2,0.864,0.749,0.981,0.974,8.073,15.54,0.6
0.999,2000,daytime,1.15,0.1,7,2,0.858,0.735,0.981,0.973,8.372,15.763,0.6
0.999,2000,daytime,1.15,0.2,3,2,0.832,0.663,1.0,1.0,6.586,13.437,0.0
0.999,2000,daytime,1.15,0.2,5,2,0.828,0.655,1.0,1.0,8.633,18.408,0.0
0.999,2000,daytime,1.15,0.2,7,2,0.824,0.647,1.0,1.0,8.496,18.25,0.0
0.999,2000,daytime,1.15,0.3,3,2,0.796,0.592,1.0,1.0,6.215,14.037,0.0
0.999,2000,daytime,1.15,0.3,5,2,0.792,0.584,1.0,1.0,7.116,14.13,0.0
0.999,2000,daytime,1.15,0.3,7,2,0.79,0.579,1.0,1.0,7.716,15.557,0.0
0.999,2000,daytime,1.15,0.4,3,2,0.776,0.549,1.0,1.0,6.777,16.396,0.0
0.999,2000,daytime,1.15,0.4,5,2,0.774,0.545,1.0,1.0,7.712,17.556,0.0
0.999,2000,daytime,1.15,0.4,7,2,0.77,0.538,1.0,1.0,6.41,12.57,0.1
0.999,2000,daytime,1.15,0.5,3,2,0.754,0.506,1.0,1.0,5.312,11.119,0.0
0.999,2000,daytime,1.15,0.5,5,2,0.748,0.494,1.0,1.0,6.214,12.689,0.0
0.999,2000,daytime,1.15,0.5,7,2,0.746,0.489,1.0,1.0,6.46,12.88,0.0
0.999,2000,daytime,1.15,0.6,3,2,0.7,0.398,1.0,1.0,7.824,18.166,0.0
0.999,2000,daytime,1.15,0.6,5,2,0.686,0.369,1.0,1.0,9.532,20.369,0.0
0.999,2000,daytime,1.15,0.6,7,2,0.686,0.369,1.0,1.0,9.989,20.799,0.0
0.999,2000,daytime,1.15,0.7,3,2,0.64,0.275,1.0,1.0,6.069,17.153,0.0
0.999,2000,daytime,1.15,0.7,5,2,0.634,0.262,1.0,1.0,8.21,19.428,0.0
0.999,2000,daytime,1.15,0.7,7,2,0.634,0.262,1.0,1.0,10.07,24.528,0.0
0.999,2000,daytime,1.15,0.8,3,2,0.586,0.165,1.0,1.0,1.177,2.672,0.0
0.999,2000,daytime,1.15,0.8,5,2,0.586,0.165,1.0,1.0,2.832,6.377,0.0
0.999,2000,daytime,1.15,0.8,7,2,0.586,0.165,1.0,1.0,2.832,6.377,0.0
0.999,2000,daytime,1.15,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.15,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.15,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.15,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.15,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.15,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.2,0.1,3,2,0.868,0.753,0.985,0.979,7.218,14.65,0.8
0.999,2000,daytime,1.2,0.1,5,2,0.866,0.745,0.988,0.984,8.375,15.707,0.8
0.999,2000,daytime,1.2,0.1,7,2,0.862,0.735,0.988,0.984,9.138,16.82,0.6
0.999,2000,daytime,1.2,0.2,3,2,0.832,0.663,1.0,1.0,7.66,16.916,0.0
0.999,2000,daytime,1.2,0.2,5,2,0.828,0.655,1.0,1.0,10.34,22.894,0.0
0.999,2000,daytime,1.2,0.2,7,2,0.824,0.647,1.0,1.0,9.647,21.709,0.2
0.999,2000,daytime,1.2,0.3,3,2,0.796,0.592,1.0,1.0,8.627,20.825,0.0
0.999,2000,daytime,1.2,0.3,5,2,0.792,0.584,1.0,1.0,8.727,19.862,0.0
0.999,2000,daytime,1.2,0.3,7,2,0.786,0.571,1.0,1.0,8.469,17.929,0.1
0.999,2000,daytime,1.2,0.4,3,2,0.774,0.546,1.0,1.0,5.52,11.786,0.0
0.999,2000,daytime,1.2,0.4,5,2,0.77,0.537,1.0,1.0,6.27,12.709,0.0
0.999,2000,daytime,1.2,0.4,7,2,0.768,0.533,1.0,1.0,6.235,12.242,0.0
0.999,2000,daytime,1.2,0.5,3,2,0.75,0.498,1.0,1.0,5.185,11.231,0.0
0.999,2000,daytime,1.2,0.5,5,2,0.744,0.486,1.0,1.0,6.217,12.755,0.0
0.999,2000,daytime,1.2,0.5,7,2,0.742,0.482,1.0,1.0,6.226,12.857,0.0
0.999,2000,daytime,1.2,0.6,3,2,0.696,0.39,1.0,1.0,8.265,19.033,0.0
0.999,2000,daytime,1.2,0.6,5,2,0.686,0.369,1.0,1.0,9.744,20.386,0.0
0.999,2000,daytime,1.2,0.6,7,2,0.684,0.366,1.0,1.0,9.981,20.831,0.0
0.999,2000,daytime,1.2,0.7,3,2,0.64,0.275,1.0,1.0,6.088,17.16,0.0
0.999,2000,daytime,1.2,0.7,5,2,0.634,0.262,1.0,1.0,8.23,19.426,0.0
0.999,2000,daytime,1.2,0.7,7,2,0.634,0.262,1.0,1.0,10.72,26.7,0.0
0.999,2000,daytime,1.2,0.8,3,2,0.586,0.165,1.0,1.0,1.177,2.672,0.0
0.999,2000,daytime,1.2,0.8,5,2,0.586,0.165,1.0,1.0,2.832,6.377,0.0
0.999,2000,daytime,1.2,0.8,7,2,0.586,0.165,1.0,1.0,2.832,6.377,0.0
0.999,2000,daytime,1.2,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.2,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.2,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.2,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.2,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,daytime,1.2,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,simple,1.0,0.1,3,2,0.836,0.688,0.985,0.977,8.171,19.108,0.0
0.999,2000,simple,1.0,0.1,5,2,0.834,0.68,0.988,0.982,8.588,19.296,0.0
0.999,2000,simple,1.0,0.1,7,2,0.834,0.68,0.988,0.982,9.394,20.536,0.0
0.999,2000,simple,1.0,0.2,3,2,0.808,0.615,1.0,1.0,7.647,18.779,0.0
0.999,2000,simple,1.0,0.2,5,2,0.802,0.603,1.0,1.0,6.699,13.134,0.0
0.999,2000,simple,1.0,0.2,7,2,0.8,0.599,1.0,1.0,6.957,13.752,0.2
0.999,2000,simple,1.0,0.3,3,2,0.784,0.567,1.0,1.0,6.488,14.471,0.0
0.999,2000,simple,1.0,0.3,5,2,0.78,0.559,1.0,1.0,7.427,15.788,0.0
0.999,2000,simple,1.0,0.3,7,2,0.776,0.551,1.0,1.0,7.714,16.21,0.1
0.999,2000,simple,1.0,0.4,3,2,0.758,0.514,1.0,1.0,4.757,10.515,0.0
0.999,2000,simple,1.0,0.4,5,2,0.756,0.51,1.0,1.0,5.794,12.107,0.0
0.999,2000,simple,1.0,0.4,7,2,0.756,0.51,1.0,1.0,5.967,12.153,0.0
0.999,2000,simple,1.0,0.5,3,2,0.734,0.465,1.0,1.0,5.497,12.923,0.0
0.999,2000,simple,1.0,0.5,5,2,0.728,0.452,1.0,1.0,6.527,14.619,0.0
0.999,2000,simple,1.0,0.5,7,2,0.728,0.452,1.0,1.0,6.639,14.649,0.0
0.999,2000,simple,1.0,0.6,3,2,0.674,0.344,1.0,1.0,6.128,14.918,0.0
0.999,2000,simple,1.0,0.6,5,2,0.67,0.336,1.0,1.0,6.624,15.466,0.0
0.999,2000,simple,1.0,0.6,7,2,0.668,0.332,1.0,1.0,7.382,20.133,0.0
0.999,2000,simple,1.0,0.7,3,2,0.632,0.258,1.0,1.0,1.863,4.204,0.0
0.999,2000,simple,1.0,0.7,5,2,0.63,0.254,1.0,1.0,3.798,8.46,0.0
0.999,2000,simple,1.0,0.7,7,2,0.628,0.251,1.0,1.0,5.011,11.366,0.0
0.999,2000,simple,1.0,0.8,3,2,0.586,0.165,1.0,1.0,1.177,2.672,0.0
0.999,2000,simple,1.0,0.8,5,2,0.586,0.165,1.0,1.0,2.832,6.377,0.0
0.999,2000,simple,1.0,0.8,7,2,0.586,0.165,1.0,1.0,2.832,6.377,0.0
0.999,2000,simple,1.0,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,simple,1.0,0.9,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,simple,1.0,0.9,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,simple,1.0,1.0,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,simple,1.0,1.0,5,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,simple,1.0,1.0,7,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
0.999,2000,simple,1.05,0.1,3,2,0.828,0.667,0.988,0.982,8.081,19.548,0.0
0.999,2000,simple,1.05,0.1,5,2,0.826,0.663,0.988,0.982,8.928,20.056,0.0
0.999,2000,simple,1.05,0.1,7,2,0.826,0.663,0.988,0.982,9.737,21.287,0.0
0.999,2000,simple,1.05,0.2,3,2,0.802,0.603,1.0,1.0,6.719,13.803,0.0
0.999,2000,simple,1.05,0.2,5,2,0.798,0.595,1.0,1.0,6.967,14.207,0.0
0.999,2000,simple,1.05,0.2,7,2,0.796,0.592,1.0,1.0,6.927,13.715,0.2
0.999,2000,simple,1.05,0.3,3,2,0.778,0.555,1.0,1.0,6.629,14.858,0.0
0.999,2000,simple,1.05,0.3,5,2,0.776,0.551,1.0,1.0,7.563,16.233,0.0
0.999,2000,simple,1.05,0.3,7,2,0.772,0.543,1.0,1.0,6.964,14.732,0.1
0.999,2000,simple,1.05,0.4,3,2,0.756,0.51,1.0,1.0,4.941,10.891,0.0
0.999,2000,simple,1.05,0.4,5,2,0.754,0.506,1.0,1.0,5.941,12.407,0.0
0.999,2000,simple,1.05,0.4,7,2,0.752,0.502,1.0,1.0,6.153,12.452,0.1
0.999,2000,simple,1.05,0.5,3,2,0.732,0.461,1.0,1.0,5.547,13.043,0.0
0.999,2000,simple,1.05,0.5,5,2,0.728,0.452,1.0,1.0,6.573,14.608,0.0
0.999,2000,simple,1.05,0.5,7,2,0.726,0.448,1.0,1.0,6.092,12.836,0.0
0.999,2000,simple,1.05,0.6,3,2,0.672,0.34,1.0,1.0,5.182,13.812,0.0
0.999,2000,simple,1.05,0.6,5,2,0.666,0.328,1.0,1.0,5.441,12.421,0.0
0.999,2000,simple,1.05,0.6,7,2,0.666,0.328,1.0,1.0,5.427,12.425,0.0
0.999,2000,simple,1.05,0.7,3,2,0.628,0.25,1.0,1.0,1.987,4.347,0.0
0.999,2000,simple,1.05,0.7,5,2,0.626,0.246,1.0,1.0,6.308,16.204,0.0
0.999,2000,simple,1.05,0.7,7,2,0.626,0.246,1.0,1.0,6.939,18.378,0.0
0.999,2000,simple,1.05,0.8,3,2,0.586,0.165,1.0,1.0,1.177,2.672,0.0
0.999,2000,simple,1.05,0.8,5,2,0.586,0.165,1.0,1.0,2.832,6.377,0.0
0.999,2000,simple,1.05,0.8,7,2,0.586,0.165,1.0,1.0,2.832,6.377,0.0
0.999,2000,simple,1.05,0.9,3,2,0.506,0.0,1.0,0.0,999999999.0,0.0,999999999.0
