,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_medfilt_kernel_size,param_splitter,param_th_majority,param_th_mode,param_th_multiplier,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_specificity,split1_test_specificity,split2_test_specificity,split3_test_specificity,split4_test_specificity,mean_test_specificity,std_test_specificity,rank_test_specificity,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_detection_time_mean,split1_test_detection_time_mean,split2_test_detection_time_mean,split3_test_detection_time_mean,split4_test_detection_time_mean,mean_test_detection_time_mean,std_test_detection_time_mean,rank_test_detection_time_mean,split0_test_detection_time_std,split1_test_detection_time_std,split2_test_detection_time_std,split3_test_detection_time_std,split4_test_detection_time_std,mean_test_detection_time_std,std_test_detection_time_std,rank_test_detection_time_std,split0_test_detection_time_median,split1_test_detection_time_median,split2_test_detection_time_median,split3_test_detection_time_median,split4_test_detection_time_median,mean_test_detection_time_median,std_test_detection_time_median,rank_test_detection_time_median
32,0.1962128162384033,0.04148537370981302,0.0,0.0,squared_error,3,best,0.4,simple,1.4,"{'criterion': 'squared_error', 'medfilt_kernel_size': 3, 'splitter': 'best', 'th_majority': 0.4, 'th_mode': 'simple', 'th_multiplier': 1.4}",,,,,,,,2371,,,,,,,,2371,,,,,,,,2371,,,,,,,,2371,,,,,,,,2371,,,,,,,,2371,,,,,,,,2371
33,0.23854265213012696,0.060584689951807616,0.0,0.0,squared_error,3,best,0.4,simple,1.6,"{'criterion': 'squared_error', 'medfilt_kernel_size': 3, 'splitter': 'best', 'th_majority': 0.4, 'th_mode': 'simple', 'th_multiplier': 1.6}",,,,,,,,2370,,,,,,,,2370,,,,,,,,2370,,,,,,,,2370,,,,,,,,2370,,,,,,,,2370,,,,,,,,2370
34,0.24471044540405273,0.04753583782638051,0.0,0.0,squared_error,3,best,0.4,simple,1.8,"{'criterion': 'squared_error', 'medfilt_kernel_size': 3, 'splitter': 'best', 'th_majority': 0.4, 'th_mode': 'simple', 'th_multiplier': 1.8}",,,,,,,,2369,,,,,,,,2369,,,,,,,,2369,,,,,,,,2369,,,,,,,,2369,,,,,,,,2369,,,,,,,,2369
35,0.21072764396667482,0.019641062930610954,0.0,0.0,squared_error,3,best,0.4,daytime,1.0,"{'criterion': 'squared_error', 'medfilt_kernel_size': 3, 'splitter': 'best', 'th_majority': 0.4, 'th_mode': 'daytime', 'th_multiplier': 1.0}",,,,,,,,2368,,,,,,,,2368,,,,,,,,2368,,,,,,,,2368,,,,,,,,2368,,,,,,,,2368,,,,,,,,2368
36,0.22746696472167968,0.04492217312589487,0.0,0.0,squared_error,3,best,0.4,daytime,1.2,"{'criterion': 'squared_error', 'medfilt_kernel_size': 3, 'splitter': 'best', 'th_majority': 0.4, 'th_mode': 'daytime', 'th_multiplier': 1.2}",,,,,,,,2367,,,,,,,,2367,,,,,,,,2367,,,,,,,,2367,,,,,,,,2367,,,,,,,,2367,,,,,,,,2367
37,0.22520852088928223,0.026189056629619706,0.0,0.0,squared_error,3,best,0.4,daytime,1.4,"{'criterion': 'squared_error', 'medfilt_kernel_size': 3, 'splitter': 'best', 'th_majority': 0.4, 'th_mode': 'daytime', 'th_multiplier': 1.4}",,,,,,,,2366,,,,,,,,2366,,,,,,,,2366,,,,,,,,2366,,,,,,,,2366,,,,,,,,2366,,,,,,,,2366
38,0.200239896774292,0.010381189124566046,0.0,0.0,squared_error,3,best,0.4,daytime,1.6,"{'criterion': 'squared_error', 'medfilt_kernel_size': 3, 'splitter': 'best', 'th_majority': 0.4, 'th_mode': 'daytime', 'th_multiplier': 1.6}",,,,,,,,2365,,,,,,,,2365,,,,,,,,2365,,,,,,,,2365,,,,,,,,2365,,,,,,,,2365,,,,,,,,2365
39,0.2152637481689453,0.029821835636633046,0.0,0.0,squared_error,3,best,0.4,daytime,1.8,"{'criterion': 'squared_error', 'medfilt_kernel_size': 3, 'splitter': 'best', 'th_majority': 0.4, 'th_mode': 'daytime', 'th_multiplier': 1.8}",,,,,,,,2364,,,,,,,,2364,,,,,,,,2364,,,,,,,,2364,,,,,,,,2364,,,,,,,,2364,,,,,,,,2364
40,0.21840338706970214,0.033281307941626065,0.0,0.0,squared_error,3,best,0.5,simple,1.0,"{'criterion': 'squared_error', 'medfilt_kernel_size': 3, 'splitter': 'best', 'th_majority': 0.5, 'th_mode': 'simple', 'th_multiplier': 1.0}",,,,,,,,2363,,,,,,,,2363,,,,,,,,2363,,,,,,,,2363,,,,,,,,2363,,,,,,,,2363,,,,,,,,2363
41,0.21769413948059083,0.03201227595698966,0.0,0.0,squared_error,3,best,0.5,simple,1.2,"{'criterion': 'squared_error', 'medfilt_kernel_size': 3, 'splitter': 'best', 'th_majority': 0.5, 'th_mode': 'simple', 'th_multiplier': 1.2}",,,,,,,,2362,,,,,,,,2362,,,,,,,,2362,,,,,,,,2362,,,,,,,,2362,,,,,,,,2362,,,,,,,,2362
