,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_hidden_layer_sizes,param_learning_rate,param_medfilt_kernel_size,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_test_specificity,split1_test_specificity,split2_test_specificity,split3_test_specificity,split4_test_specificity,mean_test_specificity,std_test_specificity,rank_test_specificity,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_test_detection_time_mean,split1_test_detection_time_mean,split2_test_detection_time_mean,split3_test_detection_time_mean,split4_test_detection_time_mean,mean_test_detection_time_mean,std_test_detection_time_mean,rank_test_detection_time_mean,split0_test_detection_time_std,split1_test_detection_time_std,split2_test_detection_time_std,split3_test_detection_time_std,split4_test_detection_time_std,mean_test_detection_time_std,std_test_detection_time_std,rank_test_detection_time_std,split0_test_detection_time_median,split1_test_detection_time_median,split2_test_detection_time_median,split3_test_detection_time_median,split4_test_detection_time_median,mean_test_detection_time_median,std_test_detection_time_median,rank_test_detection_time_median
0,28.477881622314452,6.44939198426357,0.196287202835083,0.002172719493805978,logistic,"(21, 19)",constant,3,"{'activation': 'logistic', 'hidden_layer_sizes': (21, 19), 'learning_rate': 'constant', 'medfilt_kernel_size': 3}",0.95,1.0,0.9833333333333333,1.0,1.0,0.9866666666666667,0.01943650631615102,23,0.9117647058823529,1.0,0.9722222222222222,1.0,1.0,0.9767973856209149,0.03424986276228472,36,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,9.483870967741936,4.774193548387097,6.057142857142857,2.5238095238095237,6.214285714285714,5.810660522273426,2.262467462209737,563,12.707302872991235,8.264614338012839,10.04260312623278,3.837398022458243,10.150148284832179,9.000413328905456,2.9443915277758923,116,2.0,1.0,0.0,0.0,1.0,0.8,0.7483314773547883,846
1,27.124558401107787,5.928188352116013,0.23800911903381347,0.0808645978204861,logistic,"(21, 19)",constant,5,"{'activation': 'logistic', 'hidden_layer_sizes': (21, 19), 'learning_rate': 'constant', 'medfilt_kernel_size': 5}",0.9666666666666667,0.9666666666666667,0.9833333333333333,1.0,1.0,0.9833333333333332,0.014907119849998594,60,0.9411764705882353,0.9354838709677419,0.9722222222222222,1.0,1.0,0.9697765127556398,0.02766531239652044,73,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,4.9375,6.517241379310345,6.285714285714286,3.0952380952380953,5.642857142857143,5.295710180623973,1.2298902018402038,766,7.656441324140086,10.220401131392233,7.209404289126921,4.565968962044998,9.393060834293298,7.809055308199507,1.9608234804358986,511,0.0,1.0,3.0,1.0,0.5,1.1,1.019803902718557,735
2,28.310438251495363,7.9967194721923,0.19784235954284668,0.0017900251870954357,logistic,"(21, 19)",constant,7,"{'activation': 'logistic', 'hidden_layer_sizes': (21, 19), 'learning_rate': 'constant', 'medfilt_kernel_size': 7}",0.9833333333333333,0.9,1.0,0.9833333333333333,1.0,0.9733333333333334,0.037416573867739396,152,0.9705882352941176,0.8064516129032258,1.0,0.9523809523809523,1.0,0.9458841601156591,0.07204301925250496,182,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,7.2727272727272725,6.36,5.416666666666667,4.15,5.428571428571429,5.725593073593075,1.0452030706485695,596,9.58620450462057,8.461111038155687,6.873358389867035,6.035519861619212,7.770955867976655,7.7454299324478315,1.2317145180365419,537,0.0,3.0,1.0,1.0,1.0,1.2,0.9797958971132712,693
3,26.519312381744385,3.2770357201090197,0.19816985130310058,0.0017241982661474013,logistic,"(21, 19)",constant,9,"{'activation': 'logistic', 'hidden_layer_sizes': (21, 19), 'learning_rate': 'constant', 'medfilt_kernel_size': 9}",0.9333333333333333,0.9,0.9833333333333333,0.9833333333333333,1.0,0.9600000000000002,0.037416573867739396,248,0.8823529411764706,0.8064516129032258,0.9722222222222222,0.9523809523809523,1.0,0.9226815457365742,0.06992892160412477,274,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,8.2,3.4,7.314285714285714,4.25,5.535714285714286,5.74,1.8037410104150375,593,12.204917041913886,5.261178575186362,10.007915234799842,6.556485338960196,9.382666932994596,8.682632624770976,2.4851462588251145,204,1.0,1.0,3.0,1.0,0.0,1.2,0.9797958971132713,693
4,25.99535059928894,5.521364424271148,0.19939069747924804,0.0016158559567396493,logistic,"(21, 19)",constant,11,"{'activation': 'logistic', 'hidden_layer_sizes': (21, 19), 'learning_rate': 'constant', 'medfilt_kernel_size': 11}",0.9666666666666667,0.9,0.9166666666666666,0.9833333333333333,0.9333333333333333,0.9400000000000001,0.030912061651652334,427,0.9411764705882353,0.8064516129032258,0.8611111111111112,0.9523809523809523,0.8571428571428571,0.8836526008252763,0.05514246948559419,462,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,5.75,5.84,5.419354838709677,4.55,3.8333333333333335,5.078537634408602,0.7715865203290988,805,8.48528137423857,9.163754688990752,7.232427841810296,6.771078200700387,7.509253550712541,7.832359131290509,0.8705806761389226,496,0.0,1.0,1.0,2.0,0.5,0.9,0.66332495807108,812
5,29.330933713912962,6.7856439452113015,0.19504804611206056,0.0015212594186632573,logistic,"(21, 19)",adaptive,3,"{'activation': 'logistic', 'hidden_layer_sizes': (21, 19), 'learning_rate': 'adaptive', 'medfilt_kernel_size': 3}",0.9666666666666667,0.9666666666666667,0.9833333333333333,0.9833333333333333,1.0,0.9800000000000001,0.012472191289246462,78,0.9411764705882353,0.9354838709677419,0.9722222222222222,0.9523809523809523,1.0,0.9602527032318303,0.023505229844848197,120,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,8.125,6.517241379310345,6.485714285714286,2.15,6.428571428571429,5.941305418719212,2.0004014702977466,516,12.393924923122619,9.672644290080436,10.18786793501096,3.6779749863205975,10.118683466837018,9.210219120274326,2.9235816906102374,64,0.5,2.0,1.0,0.0,1.0,0.9,0.66332495807108,812
6,23.753911876678465,6.917511856848961,0.19574174880981446,0.0014049835250961214,logistic,"(21, 19)",adaptive,5,"{'activation': 'logistic', 'hidden_layer_sizes': (21, 19), 'learning_rate': 'adaptive', 'medfilt_kernel_size': 5}",1.0,0.95,0.9833333333333333,1.0,1.0,0.9866666666666667,0.01943650631615102,23,1.0,0.9032258064516129,0.9722222222222222,1.0,1.0,0.9750896057347671,0.037507894536925254,58,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,6.117647058823529,7.285714285714286,6.285714285714286,4.333333333333333,6.035714285714286,6.011624649859943,0.9515158783289827,484,9.167605068880418,11.214968132102813,9.927081080333242,5.557777333511023,9.99457761151781,9.17240184526906,1.9226608720530698,76,0.0,1.0,1.0,2.0,0.5,0.9,0.66332495807108,812
7,28.987085819244385,5.581323310602602,0.1968742847442627,0.0009735374494666505,logistic,"(21, 19)",adaptive,7,"{'activation': 'logistic', 'hidden_layer_sizes': (21, 19), 'learning_rate': 'adaptive', 'medfilt_kernel_size': 7}",0.9666666666666667,0.9,0.9333333333333333,0.9833333333333333,0.9333333333333333,0.9433333333333334,0.029059326290271133,387,0.9411764705882353,0.8064516129032258,0.8888888888888888,0.9523809523809523,0.8571428571428571,0.8892081563808318,0.053978585886155686,430,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,5.09375,6.88,6.78125,3.9,4.0,5.3309999999999995,1.2944678926107052,758,7.759507776753626,9.912900685470424,9.306363330404633,5.881326381013046,8.077747210701755,8.187569076868694,1.3958884219390453,375,0.0,1.0,1.0,1.0,0.0,0.6,0.48989794855663565,882
8,22.822207736968995,7.1067281802042634,0.23556962013244628,0.07557540632670653,logistic,"(21, 19)",adaptive,9,"{'activation': 'logistic', 'hidden_layer_sizes': (21, 19), 'learning_rate': 'adaptive', 'medfilt_kernel_size': 9}",0.9333333333333333,1.0,0.9166666666666666,0.9833333333333333,0.9333333333333333,0.9533333333333334,0.032317865716108854,312,0.8823529411764706,1.0,0.8611111111111112,0.9523809523809523,0.8571428571428571,0.9105975723622782,0.056289822402416555,333,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,7.466666666666667,6.129032258064516,5.483870967741935,5.95,5.0,6.005913978494624,0.8290325369928265,487,11.797551535052609,8.563771913476922,7.295031308349697,7.883368569336334,8.154753215150045,8.738895308273122,1.5839152346821324,185,0.0,1.0,1.0,3.0,1.0,1.2,0.9797958971132712,693
9,28.470906019210815,8.081361865639037,0.20243258476257325,0.010175191243109921,logistic,"(21, 19)",adaptive,11,"{'activation': 'logistic', 'hidden_layer_sizes': (21, 19), 'learning_rate': 'adaptive', 'medfilt_kernel_size': 11}",0.9666666666666667,1.0,0.8666666666666667,0.95,1.0,0.9566666666666667,0.04898979485566355,279,0.9411764705882353,1.0,0.7777777777777778,0.8571428571428571,1.0,0.915219421101774,0.08638559386327561,314,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1,5.96875,5.064516129032258,8.142857142857142,4.888888888888889,4.357142857142857,5.68443100358423,1.3344341052005293,617,8.694410470957763,9.150834560463087,9.620344089904647,6.01746429513378,7.6728383913381,8.231178361559476,1.2808127437222032,363,0.0,0.0,4.0,3.0,0.0,1.4,1.7435595774162693,637
