,cv_step,n_neighbors,weights,th_majority,th_mode,th_multiplier,mk_size,accuracy,recall,specificity,precision,dt_mean,dt_std,dt_median
238,0,3,uniform,0.8,daytime,1.2,5,0.55,0.0,1.0,0.0,999999999.0,0.0,999999999.0
239,0,3,uniform,0.8,daytime,1.2,7,0.55,0.0,1.0,0.0,999999999.0,0.0,999999999.0
240,0,3,uniform,0.9,simple,1.0,3,0.567,0.037,1.0,1.0,22.0,0.0,22.0
241,0,3,uniform,0.9,simple,1.0,5,0.55,0.0,1.0,0.0,999999999.0,0.0,999999999.0
242,0,3,uniform,0.9,simple,1.0,7,0.55,0.0,1.0,0.0,999999999.0,0.0,999999999.0
243,0,3,uniform,0.9,simple,1.05,3,0.55,0.0,1.0,0.0,999999999.0,0.0,999999999.0
244,0,3,uniform,0.9,simple,1.05,5,0.55,0.0,1.0,0.0,999999999.0,0.0,999999999.0
245,0,3,uniform,0.9,simple,1.05,7,0.55,0.0,1.0,0.0,999999999.0,0.0,999999999.0
246,0,3,uniform,0.9,simple,1.1,3,0.55,0.0,1.0,0.0,999999999.0,0.0,999999999.0
247,0,3,uniform,0.9,simple,1.1,5,0.55,0.0,1.0,0.0,999999999.0,0.0,999999999.0
248,0,3,uniform,0.9,simple,1.1,7,0.55,0.0,1.0,0.0,999999999.0,0.0,999999999.0
249,0,3,uniform,0.9,simple,1.15,3,0.55,0.0,1.0,0.0,999999999.0,0.0,999999999.0
250,0,3,uniform,0.9,simple,1.15,5,0.55,0.0,1.0,0.0,999999999.0,0.0,999999999.0
251,0,3,uniform,0.9,simple,1.15,7,0.55,0.0,1.0,0.0,999999999.0,0.0,999999999.0
252,0,3,uniform,0.9,simple,1.2,3,0.55,0.0,1.0,0.0,999999999.0,0.0,999999999.0
253,0,3,uniform,0.9,simple,1.2,5,0.55,0.0,1.0,0.0,999999999.0,0.0,999999999.0
254,0,3,uniform,0.9,simple,1.2,7,0.55,0.0,1.0,0.0,999999999.0,0.0,999999999.0
255,0,3,uniform,0.9,daytime,1.0,3,0.567,0.037,1.0,1.0,22.0,0.0,22.0
256,0,3,uniform,0.9,daytime,1.0,5,0.55,0.0,1.0,0.0,999999999.0,0.0,999999999.0
257,0,3,uniform,0.9,daytime,1.0,7,0.55,0.0,1.0,0.0,999999999.0,0.0,999999999.0
258,0,3,uniform,0.9,daytime,1.05,3,0.567,0.037,1.0,1.0,22.0,0.0,22.0
259,0,3,uniform,0.9,daytime,1.05,5,0.55,0.0,1.0,0.0,999999999.0,0.0,999999999.0
